n_nodes,influence,communities,nodes
0.7432541606075294,5.45,19,"[4782, 75, 1361, 477, 603, 1776, 2440, 4065, 326, 1940, 3299, 4914, 135, 2875, 2795, 1054, 3827, 4250, 1725, 4286, 1131, 4906, 1052, 1875, 322, 5466, 2991, 1951, 1368, 200, 5265, 3184, 2781, 55, 4884, 1179, 1246, 541, 2987, 32, 1420, 4136, 3738, 2768, 211, 5778]"
0.824042656325739,5.59,20,"[1074, 668, 32, 4444, 5265, 1147, 519, 3184, 5738, 3225, 4250, 748, 2886, 2809, 1721, 5107, 2033, 3710, 1641, 1891, 1615, 4641, 1545, 5038, 3738, 4973, 3827, 1091, 1526, 322, 1157, 3253, 4087, 5943, 5169, 3404, 440, 765, 4136, 3448, 468, 2114, 5190, 92, 2875, 1717, 4684, 66, 379, 2565, 1291]"
0.6301502666020355,4.93,19,"[193, 2678, 5943, 4914, 1615, 2481, 1875, 66, 3211, 3827, 75, 519, 515, 2886, 4411, 695, 2686, 3335, 668, 4139, 92, 2550, 5265, 3356, 2066, 445, 2008, 1054, 5727, 326, 4641, 5778, 1793, 1361, 3395, 3061, 151, 3158, 1458]"
1.0017773469058004,6.31,20,"[4782, 75, 1361, 603, 477, 1776, 4065, 2440, 326, 1940, 3299, 135, 4914, 2795, 1054, 4286, 3827, 4250, 1725, 5015, 4906, 2875, 1875, 1052, 5466, 1951, 1368, 200, 5265, 3184, 2781, 55, 2991, 4884, 322, 1246, 541, 1179, 2987, 1420, 4136, 3738, 403, 319, 1439, 1201, 24, 1091, 1254, 211, 524, 2066, 1291, 5778, 32, 2799, 5216, 1471, 1504, 3252, 5190, 3448]"
0.5493617708838261,4.58,19,"[4782, 75, 1361, 477, 603, 1776, 2440, 4065, 326, 1940, 3299, 4914, 4687, 2875, 2795, 1054, 3827, 4250, 1725, 4286, 1131, 4906, 1052, 1875, 322, 5466, 2991, 1951, 1368, 200, 5265, 3184, 2781, 55]"
0.6786233640329613,5.06,20,"[5265, 440, 2624, 2886, 1587, 445, 3459, 1179, 2550, 200, 1908, 2565, 2420, 6973, 3864, 3170, 3827, 519, 5794, 55, 151, 1615, 1254, 4139, 3225, 695, 3268, 412, 1875, 2678, 48, 3253, 463, 3271, 4641, 3158, 4884, 1052, 5695, 2875, 3184, 4906]"
0.6139925674583937,4.77,19,"[4906, 366, 2565, 2920, 2365, 5265, 3801, 3184, 43, 2624, 603, 4139, 5083, 2799, 841, 1940, 710, 519, 5738, 678, 3175, 2686, 1129, 77, 326, 733, 5190, 2761, 6127, 3120, 4065, 2440, 75, 2795, 48, 2033, 3864, 1981]"
0.5008886734528999,4.35,18,"[445, 1451, 1776, 2440, 4065, 326, 1940, 3299, 4914, 4687, 2875, 2795, 1054, 3827, 4250, 1725, 4286, 1131, 4906, 1052, 1875, 1282, 5466, 2991, 1951, 1368, 200, 5265, 3184, 2781, 55]"
1.389562126353207,7.4,22,"[1053, 77, 5003, 5083, 4641, 6346, 1504, 4250, 4065, 2565, 2515, 5695, 1884, 4684, 2428, 75, 3211, 4884, 1815, 1940, 1721, 1131, 1597, 400, 1201, 5943, 4105, 2033, 2668, 4973, 2971, 322, 3459, 3252, 405, 3356, 463, 2043, 3184, 1291, 2987, 3268, 2826, 2066, 2681, 5778, 3502, 2920, 1458, 5109, 1157, 135, 3171, 3827, 326, 3738, 4074, 32, 55, 1476, 1999, 2685, 5038, 5738, 841, 2875, 2077, 765, 668, 2686, 1601, 4723, 3835, 5265, 4220, 2627, 5107, 346, 748, 519, 1776, 2628, 255, 452, 3299, 524]"
1.3410890289222812,7.31,21,"[2691, 2781, 4087, 1254, 1728, 1666, 4250, 2565, 2515, 5695, 1884, 4684, 2428, 75, 3211, 4884, 1815, 1940, 1721, 1131, 1597, 400, 1201, 5943, 4105, 2668, 2033, 2971, 322, 4973, 3459, 405, 3252, 3356, 463, 4065, 3184, 2987, 2043, 3268, 2826, 2066, 1291, 2681, 1054, 5083, 2920, 5778, 1458, 3827, 3738, 5109, 3171, 2529, 55, 1476, 1999, 2685, 1157, 135, 5038, 5738, 326, 841, 2077, 765, 1601, 2686, 668, 32, 4723, 4220, 3835, 5107, 346, 748, 1776, 2628, 2875, 5265, 2627, 519, 255]"
