n_nodes,influence,communities,nodes
0.016157699143641846,0.63,6,[519]
0.5008886734528999,4.39,18,"[1777, 5727, 1201, 519, 2754, 2008, 3404, 2515, 372, 1074, 5695, 5738, 3253, 3412, 2382, 1721, 1254, 2565, 2795, 5943, 2781, 2761, 3701, 1875, 1147, 2681, 1725, 710, 4286, 2875, 2686]"
0.9533042494748747,6.07,20,"[1098, 2987, 445, 4906, 319, 5265, 55, 3035, 2481, 3710, 434, 4855, 4705, 255, 2781, 2428, 1930, 2627, 5083, 5454, 1513, 1615, 541, 3404, 2797, 322, 3178, 3864, 1254, 3379, 5169, 1717, 1504, 3158, 1157, 1074, 151, 4788, 5727, 211, 346, 678, 2382, 1179, 4444, 994, 3448, 4723, 2795, 748, 4286, 1052, 1526, 2755, 1999, 3309, 5738, 3361, 200]"
1.1310389400549359,6.67,20,"[1777, 5727, 2754, 1201, 3404, 519, 2008, 2515, 372, 1074, 5695, 3253, 3412, 2382, 5738, 1721, 2565, 2795, 5943, 2781, 1254, 2761, 3701, 1147, 1940, 1875, 4705, 4139, 4641, 5681, 3170, 193, 3303, 2624, 710, 3448, 5190, 3835, 3309, 662, 3184, 3158, 5250, 5265, 1476, 32, 1451, 1504, 4105, 4855, 2971, 3864, 5083, 151, 1131, 4136, 55, 3299, 3361, 2920, 5169, 135, 541, 434, 2755, 5107, 5466, 346, 477, 2914]"
0.8402003554693809,5.71,19,"[1471, 1179, 55, 4087, 69, 2618, 2119, 5778, 346, 1587, 1981, 519, 695, 2920, 4723, 3835, 4906, 811, 2008, 1930, 2799, 1725, 4074, 2440, 2452, 3252, 4065, 767, 993, 3158, 2565, 445, 2826, 2515, 2809, 5738, 2550, 2886, 1597, 2987, 4641, 3710, 4884, 2627, 994, 1601, 1940, 200, 3013, 3448, 2781, 255]"
0.8886734529003066,5.89,20,"[2452, 2971, 3835, 1546, 2668, 283, 3395, 1981, 2628, 1545, 2033, 3018, 1254, 48, 1458, 3251, 1451, 477, 2550, 1246, 1157, 2797, 3486, 5083, 322, 1908, 4906, 2565, 519, 5695, 3337, 2574, 2853, 5738, 1052, 55, 1951, 4641, 811, 2875, 445, 193, 2119, 2524, 200, 75, 2515, 5466, 4444, 4065, 2795, 109, 3309, 3184, 1777]"
0.7594118597511712,5.42,21,"[1777, 5727, 1201, 2754, 1246, 519, 4906, 668, 2365, 55, 5695, 3171, 75, 4136, 1819, 4011, 434, 4291, 1091, 4248, 1254, 4250, 3303, 2685, 5454, 4914, 4723, 765, 1601, 4286, 3337, 3827, 2755, 2550, 515, 2627, 1513, 1954, 541, 3309, 3252, 1451, 885, 6863, 2795, 2033, 255]"
0.8886734529003066,5.91,19,"[1471, 1179, 55, 4087, 69, 2618, 5778, 2119, 346, 1587, 1981, 695, 2920, 4723, 519, 2008, 3835, 1930, 2799, 4906, 811, 1725, 4074, 2440, 3252, 767, 993, 2452, 3158, 2826, 2809, 445, 2886, 1597, 2987, 4065, 3710, 4884, 2515, 2627, 2550, 2565, 5738, 994, 1601, 1940, 5858, 3448, 2795, 109, 3309, 3184, 1777, 4641, 200]"
0.40394247859104837,3.95,17,"[4906, 3379, 200, 4788, 2875, 2886, 1858, 1954, 1053, 5778, 211, 262, 710, 3035, 1179, 5083, 4222, 2114, 3835, 3719, 2920, 2781, 1147, 1129, 4139]"
0.5978348683147519,4.75,19,"[2452, 2971, 3835, 1546, 2668, 283, 3395, 1981, 2628, 1545, 2033, 3018, 1254, 48, 1458, 3251, 1451, 477, 2550, 1246, 1157, 2797, 3486, 5083, 322, 1908, 4906, 2565, 519, 5695, 3337, 2574, 2853, 5738, 2441, 811, 2119]"
