node,page_rank,overall_rank,comm,rank_comm
168,750,1,1,1
4,734,2,1,2
708,720,3,5,1
0,673,4,1,3
695,670,5,5,2
300,655,6,2,1
533,622,7,4,1
347,599,8,2,2
162,591,9,1,4
375,581,10,2,3
221,573,11,1,5
212,554,12,1,6
1083,545,13,10,1
538,525,14,4,2
671,515,15,5,3
187,510,16,1,7
1287,509,17,15,1
179,490,18,1,8
682,489,19,5,4
624,483,20,4,3
1003,475,21,8,1
617,469,22,4,4
553,465,23,4,5
939,465,24,7,1
157,462,25,1,9
1100,461,26,10,2
64,460,27,1,10
1073,460,28,10,3
269,454,29,2,4
205,451,30,1,11
67,451,31,1,12
12,450,32,1,13
243,444,33,2,5
13,444,34,1,14
1288,433,35,15,2
342,430,36,2,6
504,430,37,3,1
1085,428,38,10,4
961,428,39,8,2
175,427,40,1,15
198,427,41,1,16
688,406,42,5,5
340,405,43,2,7
903,404,44,7,2
785,403,45,6,1
21,391,46,1,17
369,390,47,2,8
554,388,48,4,6
747,386,49,5,6
295,384,50,2,9
720,383,51,5,7
672,378,52,5,8
395,374,53,3,2
260,367,54,2,10
389,367,55,3,3
287,363,56,2,11
743,361,57,5,9
173,359,58,1,18
977,357,59,8,3
311,352,60,2,12
917,352,61,7,3
386,351,62,3,4
271,351,63,2,13
75,350,64,1,19
668,349,65,5,10
886,349,66,7,4
16,348,67,1,20
633,346,68,4,7
218,343,69,1,21
37,340,70,1,22
959,340,71,8,4
35,337,72,1,23
317,335,73,2,14
580,333,74,4,8
372,331,75,2,15
231,331,76,1,24
612,331,77,4,9
292,330,78,2,16
307,330,79,2,17
1005,327,80,8,5
971,325,81,8,6
481,325,82,3,5
1075,324,83,10,5
589,323,84,4,10
724,322,85,5,11
628,321,86,4,11
485,321,87,3,6
457,319,88,3,7
709,318,89,5,12
687,317,90,5,13
557,316,91,4,12
461,316,92,3,8
998,314,93,8,7
101,314,94,1,25
124,313,95,1,26
113,313,96,1,27
976,313,97,8,8
1331,311,98,16,1
234,309,99,1,28
622,309,100,4,13
1224,309,101,13,1
306,309,102,2,18
582,309,103,4,14
584,308,104,4,15
78,305,105,1,29
140,300,106,1,30
228,298,107,1,31
492,298,108,3,9
52,295,109,1,32
463,293,110,3,10
744,292,111,5,14
490,288,112,3,11
286,286,113,2,19
489,285,114,3,12
540,284,115,4,16
820,284,116,6,2
354,283,117,2,20
711,281,118,5,15
145,280,119,1,33
577,278,120,4,17
1035,274,121,9,1
590,274,122,4,18
249,272,123,2,21
1205,269,124,13,2
323,269,125,2,22
185,269,126,1,34
345,269,127,2,23
