node,page_rank,overall_rank,comm,rank_comm
58,2913,1,7,1
107,2626,2,5,1
171,2166,3,7,2
563,2119,4,3,1
428,2118,5,3,2
1534,1979,6,2,1
1666,1979,7,2,2
1171,1922,8,6,1
1450,1821,9,2,3
1505,1821,10,2,4
990,1821,11,2,5
1642,1821,12,2,6
1405,1821,13,6,2
1656,1821,14,2,7
1726,1821,15,2,8
1758,1821,16,2,9
1419,1821,17,6,3
1577,1817,18,4,1
1718,1814,19,4,2
1465,1797,20,4,3
1684,1784,21,2,10
1085,1592,22,1,1
0,1457,23,7,3
376,1367,24,3,3
566,1367,25,3,4
475,1367,26,3,5
483,1367,27,3,6
414,1361,28,3,7
363,1359,29,3,8
348,1354,30,3,9
580,1303,31,3,10
420,1297,32,3,11
651,1297,33,3,12
353,1293,34,3,13
606,1291,35,3,14
484,1290,36,3,15
517,1290,37,3,16
366,1289,38,3,17
637,1287,39,3,18
641,1283,40,3,19
526,1283,41,3,20
538,1280,42,3,21
601,1277,43,3,22
1025,1266,44,3,23
1173,1258,45,6,4
1013,1257,46,3,24
389,1255,47,5,2
596,1246,48,5,3
1029,1244,49,6,5
1074,1233,50,6,6
1077,1225,51,6,7
1165,1220,52,12,1
1361,1219,53,6,8
1618,1213,54,6,9
1702,1207,55,6,10
1289,1202,56,6,11
1369,1201,57,6,12
1545,1201,58,3,25
1574,1197,59,3,26
1358,1196,60,3,27
1374,1195,61,3,28
1313,1195,62,3,29
1179,1194,63,3,30
1536,1192,64,5,4
1300,1191,65,3,31
649,1190,66,3,32
1334,1190,67,6,13
1692,1189,68,3,33
1777,1189,69,3,34
1320,1189,70,3,35
629,1185,71,3,36
1237,1183,72,3,37
1616,1180,73,3,38
1835,1178,74,6,14
1767,1178,75,3,39
1645,1175,76,3,40
1182,1174,77,6,15
1425,1174,78,3,41
930,1174,79,3,42
1487,1174,80,3,43
1673,1173,81,3,44
1540,1173,82,6,16
1846,1171,83,6,17
1882,1171,84,3,45
1122,1171,85,3,46
1509,1171,86,6,18
1485,1171,87,6,19
1590,1171,88,6,20
1376,1171,89,6,21
1095,1171,90,3,47
1513,1171,91,6,22
1312,1171,92,6,23
1549,1171,93,3,48
1512,1170,94,3,49
1357,1169,95,3,50
1687,1168,96,12,2
1883,1168,97,6,24
1155,1167,98,3,51
1514,1165,99,3,52
1897,1163,100,5,5
951,1162,101,12,3
1852,1162,102,6,25
1327,1162,103,6,26
1778,1160,104,3,53
1740,1159,105,3,54
1911,1158,106,6,27
1909,1158,107,6,28
1427,1158,108,3,55
1844,1158,109,3,56
1780,1158,110,6,29
1440,1158,111,6,30
1332,1156,112,3,57
1408,1155,113,3,58
936,1154,114,3,59
1114,1153,115,3,60
1697,1152,116,6,31
1769,1152,117,6,32
1621,1152,118,6,33
1196,1152,119,6,34
1458,1152,120,6,35
1782,1152,121,6,36
1817,1152,122,6,37
1836,1152,123,6,38
1663,1152,124,6,39
1352,1152,125,6,40
1626,1152,126,6,41
1197,1152,127,5,6
1617,1152,128,6,42
1522,1152,129,6,43
1523,1152,130,6,44
1446,1152,131,3,61
1126,1152,132,6,45
1028,1152,133,6,46
1863,1152,134,6,47
925,1152,135,6,48
921,1152,136,6,49
916,1152,137,6,50
1136,1148,138,12,4
1688,1147,139,6,51
1080,1146,140,3,62
1217,1145,141,5,7
1343,1144,142,5,8
136,1143,143,4,4
1349,1142,144,3,63
1694,1142,145,3,64
1677,1142,146,3,65
976,1141,147,3,66
1435,1141,148,5,9
908,1140,149,12,5
1679,1140,150,3,67
1483,1140,151,6,52
1210,1140,152,3,68
1070,1138,153,5,10
1543,1138,154,3,69
962,1138,155,3,70
1400,1136,156,3,71
1226,1135,157,5,11
1473,1134,158,5,12
1001,1134,159,3,72
1109,1134,160,5,13
1012,1133,161,3,73
