node,page_rank,overall_rank,comm,rank_comm
260,3756,1,2,1
586,3449,2,7,1
524,3280,3,2,2
571,3166,4,2,3
249,3069,5,2,4
312,3014,6,7,2
563,2996,7,7,3
1262,2968,8,2,5
202,2923,9,6,1
1102,2900,10,2,6
356,2868,11,1,1
1139,2842,12,2,7
247,2840,13,6,2
169,2819,14,6,3
262,2787,15,6,4
1705,2755,16,2,8
570,2739,17,2,9
2507,2726,18,4,1
1522,2723,19,2,10
315,2687,20,7,4
1077,2674,21,7,5
588,2645,22,2,11
257,2611,23,6,5
1204,2601,24,2,12
231,2596,25,6,6
1987,2572,26,4,2
481,2565,27,2,13
1540,2540,28,10,1
1750,2535,29,2,14
1770,2524,30,2,15
372,2519,31,2,16
2348,2517,32,2,17
1283,2513,33,4,3
2149,2504,34,2,18
1270,2500,35,2,19
1568,2499,36,2,20
211,2491,37,2,21
852,2477,38,3,1
1529,2462,39,2,22
379,2457,40,1,2
188,2444,41,6,7
627,2437,42,1,3
841,2427,43,2,23
2000,2422,44,2,24
298,2411,45,7,6
244,2405,46,2,25
167,2402,47,2,26
1381,2400,48,2,27
564,2395,49,2,28
800,2391,50,2,29
860,2386,51,2,30
368,2383,52,2,31
2720,2382,53,2,32
822,2374,54,2,33
64,2371,55,3,2
644,2368,56,2,34
1657,2367,57,2,35
1763,2364,58,2,36
509,2357,59,2,37
1986,2345,60,2,38
375,2344,61,2,39
336,2343,62,2,40
194,2343,63,2,41
778,2341,64,2,42
604,2313,65,7,7
797,2312,66,2,43
1370,2311,67,7,8
311,2311,68,1,4
1063,2311,69,1,5
352,2310,70,2,44
508,2302,71,2,45
204,2292,72,2,46
275,2285,73,6,8
825,2281,74,2,47
1422,2275,75,2,48
177,2273,76,1,6
577,2271,77,2,49
653,2268,78,1,7
207,2264,79,7,9
1635,2263,80,2,50
793,2259,81,2,51
1548,2259,82,2,52
2274,2251,83,2,53
2513,2246,84,1,8
317,2244,85,1,9
2995,2243,86,2,54
2305,2235,87,2,55
838,2226,88,2,56
865,2225,89,1,10
1549,2219,90,2,57
1207,2218,91,2,58
1830,2215,92,2,59
814,2208,93,2,60
1276,2206,94,2,61
703,2206,95,1,11
1551,2206,96,2,62
635,2199,97,1,12
1994,2198,98,2,63
2683,2194,99,2,64
1569,2183,100,2,65
157,2175,101,2,66
199,2174,102,2,67
507,2172,103,2,68
2920,2166,104,2,69
1757,2164,105,2,70
2121,2160,106,2,71
1545,2157,107,2,72
1282,2154,108,7,10
340,2149,109,2,73
337,2148,110,2,74
367,2143,111,2,75
1211,2139,112,2,76
369,2128,113,2,77
2013,2124,114,2,78
2134,2121,115,2,79
162,2121,116,2,80
1585,2120,117,2,81
855,2119,118,6,9
3258,2111,119,2,82
1277,2104,120,2,83
376,2101,121,2,84
1713,2096,122,2,85
153,2092,123,6,10
634,2092,124,1,13
1768,2090,125,2,86
1660,2088,126,4,4
2104,2088,127,1,14
1053,2086,128,1,15
2279,2085,129,2,87
