node,page_rank,overall_rank,comm,rank_comm
652,404,1,6,1
656,391,2,6,2
615,384,3,6,3
956,379,4,12,1
335,377,5,3,1
482,366,6,5,1
542,364,7,5,2
586,348,8,6,4
561,340,9,5,3
954,333,10,12,2
588,323,11,6,5
584,322,12,6,6
665,321,13,6,7
590,320,14,6,8
582,320,15,6,9
626,318,16,6,10
259,315,17,2,1
612,308,18,6,11
585,308,19,6,12
622,307,20,6,13
576,297,21,5,4
389,293,22,4,1
592,292,23,6,14
579,292,24,5,5
348,291,25,3,2
602,291,26,6,15
489,290,27,5,6
609,287,28,6,16
964,285,29,12,3
600,285,30,6,17
504,284,31,5,7
402,282,32,4,2
603,281,33,6,18
647,281,34,6,19
498,279,35,5,8
235,278,36,2,2
952,278,37,12,4
265,277,38,2,3
287,277,39,3,3
549,276,40,5,9
318,275,41,3,4
657,274,42,6,20
534,274,43,5,10
548,273,44,5,11
340,273,45,3,5
502,273,46,5,12
649,272,47,6,21
643,272,48,6,22
493,272,49,5,13
506,272,50,5,14
481,270,51,4,3
589,270,52,6,23
272,269,53,3,6
670,268,54,6,24
628,268,55,6,25
637,268,56,6,26
528,267,57,5,15
337,267,58,3,7
373,266,59,3,8
606,265,60,6,27
673,264,61,6,28
535,263,62,5,16
300,262,63,3,9
527,262,64,5,17
413,261,65,4,4
672,261,66,6,29
633,261,67,6,30
655,261,68,6,31
309,261,69,3,10
278,261,70,3,11
532,260,71,5,18
676,260,72,6,32
515,260,73,5,19
161,259,74,2,4
298,259,75,3,12
623,259,76,6,33
521,258,77,5,20
320,257,78,3,13
635,257,79,6,34
352,257,80,3,14
646,257,81,6,35
575,256,82,5,21
645,255,83,6,36
608,255,84,6,37
587,254,85,6,38
960,254,86,12,5
433,253,87,4,5
365,253,88,3,15
653,253,89,6,39
290,253,90,3,16
201,252,91,2,5
594,252,92,6,40
659,251,93,6,41
522,251,94,5,22
539,250,95,5,23
288,250,96,3,17
581,250,97,6,42
516,249,98,5,24
339,249,99,3,18
550,249,100,5,25
523,248,101,5,26
195,248,102,2,6
163,248,103,2,7
597,246,104,6,43
148,245,105,2,8
601,244,106,6,44
630,244,107,6,45
454,244,108,4,6
569,244,109,5,27
638,244,110,6,46
577,243,111,5,28
538,243,112,5,29
307,243,113,3,19
472,241,114,4,7
495,241,115,5,30
469,240,116,4,8
607,240,117,6,47
359,240,118,3,20
484,239,119,5,31
465,239,120,4,9
138,239,121,2,9
526,235,122,5,32
250,235,123,2,10
651,235,124,6,48
279,234,125,3,21
492,234,126,5,33
519,234,127,5,34
174,234,128,2,11
487,233,129,5,35
312,232,130,3,22
545,231,131,5,36
541,231,132,5,37
293,230,133,3,23
485,230,134,5,38
567,230,135,5,39
517,227,136,5,40
566,227,137,5,41
611,226,138,6,49
304,226,139,3,24
525,226,140,5,42
624,226,141,6,50
331,225,142,3,25
342,225,143,3,26
524,225,144,5,43
632,224,145,6,51
595,224,146,6,52
341,223,147,3,27
173,222,148,2,12
349,221,149,3,28
958,221,150,12,6
286,221,151,3,29
591,221,152,6,53
281,221,153,3,30
511,221,154,5,44
317,221,155,3,31
661,221,156,6,54
627,220,157,6,55
255,220,158,2,13
555,219,159,5,45
310,219,160,3,32
316,219,161,3,33
303,219,162,3,34
236,217,163,2,14
270,216,164,3,35
375,216,165,3,36
957,216,166,12,7
583,216,167,6,56
115,215,168,1,1
179,215,169,2,15
558,215,170,5,46
376,214,171,3,37
568,214,172,5,47
599,214,173,6,57
617,214,174,6,58
514,213,175,5,48
356,212,176,3,38
650,212,177,6,59
540,211,178,5,49
662,211,179,6,60
463,211,180,4,10
486,210,181,5,50
554,210,182,5,51
238,210,183,2,16
573,210,184,5,52
379,210,185,4,11
491,209,186,5,53
319,208,187,3,39
520,208,188,5,54
552,208,189,5,55
219,207,190,2,17
386,207,191,4,12
372,207,192,3,40
350,205,193,3,41
445,205,194,4,13
663,205,195,6,61
640,205,196,6,62
369,205,197,3,42
202,205,198,2,18
962,204,199,12,8
302,204,200,3,43
344,203,201,3,44
458,203,202,4,14
660,202,203,6,63
671,202,204,6,64
620,202,205,6,65
275,201,206,3,45
530,199,207,5,56
985,199,208,14,1
385,198,209,4,15
398,197,210,4,16
256,197,211,2,19
273,197,212,3,46
233,197,213,2,20
274,197,214,3,47
150,195,215,2,21
159,195,216,2,22
570,195,217,5,57
410,195,218,4,17
447,195,219,4,18
382,195,220,4,19
391,195,221,4,20
438,194,222,4,21
417,194,223,4,22
468,194,224,4,23
435,194,225,4,24
431,193,226,4,25
400,193,227,4,26
171,193,228,2,23
501,193,229,5,58
598,193,230,6,66
639,192,231,6,67
429,192,232,4,27
378,192,233,4,28
422,192,234,4,29
176,191,235,2,24
480,191,236,4,30
237,190,237,2,25
420,190,238,4,31
416,190,239,4,32
137,190,240,2,26
345,189,241,3,48
403,189,242,4,33
452,189,243,4,34
474,189,244,4,35
222,189,245,2,27
428,189,246,4,36
621,189,247,6,68
370,189,248,3,49
408,188,249,4,37
478,188,250,4,38
424,188,251,4,39
664,187,252,6,69
471,187,253,4,40
406,187,254,4,41
188,187,255,2,28
446,187,256,4,42
442,187,257,4,43
178,186,258,2,29
850,186,259,9,1
381,186,260,4,44
614,186,261,6,70
544,185,262,5,59
497,185,263,5,60
211,185,264,2,30
145,184,265,2,31
412,184,266,4,45
556,184,267,5,61
165,183,268,2,32
172,183,269,2,33
401,182,270,4,46
242,181,271,2,34
427,181,272,4,47
405,181,273,4,48
543,181,274,5,62
189,181,275,2,35
551,181,276,5,63
329,180,277,3,50
207,180,278,2,36
512,180,279,5,64
955,180,280,12,9
177,179,281,2,37
509,179,282,5,65
644,179,283,6,71
440,179,284,4,49
462,179,285,4,50
181,179,286,2,38
285,179,287,3,51
158,178,288,2,39
154,178,289,2,40
456,178,290,4,51
169,178,291,2,41
186,178,292,2,42
731,177,293,7,1
443,177,294,4,52
423,177,295,4,53
213,177,296,2,43
648,177,297,6,72
212,176,298,2,44
518,175,299,5,66
451,175,300,4,54
203,175,301,2,45
455,175,302,4,55
500,175,303,5,67
547,175,304,5,68
168,175,305,2,46
218,174,306,2,47
460,174,307,4,56
266,174,308,2,48
229,174,309,2,49
362,174,310,3,52
618,174,311,6,73
