node,page_rank,overall_rank,comm,rank_comm
1287,19,1,6,1
1272,19,2,6,2
1237,19,3,6,3
1258,19,4,6,4
1300,19,5,6,5
1344,19,6,6,6
1293,19,7,6,7
1301,19,8,6,8
1231,19,9,6,9
1349,19,10,6,10
1309,19,11,6,11
1219,19,12,6,12
1335,19,13,6,13
1267,19,14,6,14
1254,19,15,6,15
1331,19,16,6,16
1224,19,17,6,17
1303,19,18,6,18
1239,19,19,6,19
1230,19,20,6,20
1328,19,21,6,21
1316,19,22,6,22
1286,19,23,6,23
1228,19,24,6,24
1327,19,25,6,25
1218,19,26,6,26
1320,19,27,6,27
1215,19,28,6,28
1280,19,29,6,29
1319,19,30,6,30
1276,19,31,6,31
1317,19,32,6,32
1284,19,33,6,33
1250,19,34,6,34
1321,19,35,6,35
1305,19,36,6,36
1298,19,37,6,37
1292,19,38,6,38
1339,19,39,6,39
1324,19,40,6,40
1288,19,41,6,41
1295,19,42,6,42
1334,19,43,6,43
1310,19,44,6,44
1247,19,45,6,45
1304,19,46,6,46
1343,19,47,6,47
1087,18,48,5,1
1080,18,49,5,2
1212,18,50,5,3
1192,18,51,5,4
1065,18,52,5,5
1209,18,53,5,6
1178,18,54,5,7
1196,18,55,5,8
1055,18,56,5,9
1122,18,57,5,10
1220,18,58,6,48
1048,18,59,5,11
1197,18,60,5,12
1208,18,61,5,13
1142,18,62,5,14
1168,18,63,5,15
1153,18,64,5,16
1174,18,65,5,17
1107,18,66,5,18
1152,18,67,5,19
1068,18,68,5,20
1102,18,69,5,21
1163,18,70,5,22
1120,18,71,5,23
1095,18,72,5,24
1132,18,73,5,25
1077,18,74,5,26
1172,18,75,5,27
1135,18,76,5,28
1171,18,77,5,29
1104,18,78,5,30
1146,18,79,5,31
1054,18,80,5,32
1127,18,81,5,33
1213,18,82,5,34
1039,18,83,5,35
1155,18,84,5,36
1106,18,85,5,37
1044,18,86,5,38
1093,18,87,5,39
1182,18,88,5,40
1210,18,89,5,41
1147,18,90,5,42
1061,18,91,5,43
1121,18,92,5,44
1185,18,93,5,45
1050,18,94,5,46
1067,18,95,5,47
1308,18,96,6,49
1189,18,97,5,48
1180,18,98,5,49
1191,17,99,5,50
1265,17,100,6,50
1318,17,101,6,51
1290,17,102,6,52
1332,17,103,6,53
1045,17,104,5,51
1297,17,105,6,54
1261,17,106,6,55
1282,17,107,6,56
1323,17,108,6,57
1156,17,109,5,52
1223,17,110,6,58
1073,17,111,5,53
1251,17,112,6,59
1084,17,113,5,54
1266,17,114,6,60
1257,17,115,6,61
1166,17,116,5,55
1302,17,117,6,62
1299,17,118,6,63
1273,17,119,6,64
1262,17,120,6,65
1314,17,121,6,66
1052,16,122,5,56
1203,16,123,5,57
1207,16,124,5,58
1140,16,125,5,59
1066,16,126,5,60
1115,16,127,5,61
1123,16,128,5,62
1249,16,129,6,67
1157,16,130,5,63
1141,16,131,5,64
1133,16,132,5,65
1138,16,133,5,66
1053,16,134,5,67
1098,16,135,5,68
1137,16,136,5,69
1162,16,137,5,70
1179,16,138,5,71
1091,16,139,5,72
1352,16,140,6,68
1079,16,141,5,73
1108,16,142,5,74
1640,15,143,9,1
1193,15,144,5,75
1117,15,145,5,76
1684,15,146,9,2
1636,15,147,9,3
1675,15,148,9,4
1709,15,149,9,5
1275,15,150,6,69
1112,15,151,5,77
1346,15,152,6,70
1078,15,153,5,78
1291,15,154,6,71
1183,15,155,5,79
1620,15,156,9,6
1238,15,157,6,72
1042,15,158,5,80
1629,15,159,9,7
1613,15,160,9,8
1637,15,161,9,9
1289,15,162,6,73
1695,15,163,9,10
1702,15,164,9,11
1259,15,165,6,74
1595,15,166,9,12
1594,15,167,9,13
1683,15,168,9,14
1619,15,169,9,15
1083,15,170,5,81
1634,15,171,9,16
1694,15,172,9,17
1665,15,173,9,18
1057,15,174,5,82
1070,15,175,5,83
1690,15,176,9,19
1693,15,177,9,20
1118,15,178,5,84
1158,15,179,5,85
1248,15,180,6,75
1647,15,181,9,21
1060,15,182,5,86
1612,15,183,9,22
1596,15,184,9,23
1600,15,185,9,24
1701,15,186,9,25
1607,15,187,9,26
1658,15,188,9,27
1696,15,189,9,28
1678,15,190,9,29
1623,15,191,9,30
1703,15,192,9,31
1605,15,193,9,32
1351,15,194,6,76
1618,15,195,9,33
1643,15,196,9,34
1669,15,197,9,35
1673,15,198,9,36
1617,15,199,9,37
1608,15,200,9,38
1615,15,201,9,39
1704,15,202,9,40
1626,15,203,9,41
1661,15,204,9,42
1685,15,205,9,43
1663,15,206,9,44
1682,15,207,9,45
1606,15,208,9,46
1161,15,209,5,87
1688,15,210,9,47
1604,15,211,9,48
1653,15,212,9,49
1611,15,213,9,50
1698,15,214,9,51
1687,15,215,9,52
1632,15,216,9,53
1624,15,217,9,54
1603,15,218,9,55
1630,15,219,9,56
1672,15,220,9,57
1648,15,221,9,58
1638,15,222,9,59
1652,15,223,9,60
1315,14,224,6,77
2499,14,225,17,1
1602,14,226,9,61
2469,14,227,17,2
1229,14,228,6,78
2467,14,229,17,3
1099,14,230,5,88
1285,14,231,6,79
1214,14,232,6,80
2489,14,233,17,4
1662,14,234,9,62
1281,14,235,6,81
1082,14,236,5,89
2441,14,237,17,5
2450,14,238,17,6
2470,14,239,17,7
2480,14,240,17,8
2492,14,241,17,9
2475,14,242,17,10
2465,14,243,17,11
2496,14,244,17,12
1263,14,245,6,82
1089,14,246,5,90
1092,14,247,5,91
2449,14,248,17,13
2466,14,249,17,14
2482,14,250,17,15
1056,14,251,5,92
2457,14,252,17,16
2484,14,253,17,17
1329,14,254,6,83
2447,14,255,17,18
2436,14,256,17,19
2435,14,257,17,20
2442,14,258,17,21
2458,14,259,17,22
2488,14,260,17,23
1631,14,261,9,63
1689,14,262,9,64
2473,14,263,17,24
1668,14,264,9,65
2464,14,265,17,25
1646,14,266,9,66
1680,14,267,9,67
1664,14,268,9,68
2468,14,269,17,26
1656,14,270,9,69
1616,14,271,9,70
2437,14,272,17,27
2472,14,273,17,28
2438,14,274,17,29
2443,14,275,17,30
1699,14,276,9,71
2456,14,277,17,31
2461,14,278,17,32
1676,14,279,9,72
1708,14,280,9,73
2493,14,281,17,33
2504,14,282,17,34
2498,14,283,17,35
2440,14,284,17,36
2444,14,285,17,37
1705,14,286,9,74
2485,14,287,17,38
2432,14,288,17,39
2500,14,289,17,40
2486,14,290,17,41
2455,14,291,17,42
1601,14,292,9,75
1660,14,293,9,76
2433,14,294,17,43
2180,13,295,14,1
2229,13,296,14,2
2247,13,297,14,3
2199,13,298,14,4
1625,13,299,9,77
2178,13,300,14,5
2244,13,301,14,6
2207,13,302,14,7
2177,13,303,14,8
2174,13,304,14,9
1105,13,305,5,93
2203,13,306,14,10
2191,13,307,14,11
2239,13,308,14,12
2212,13,309,14,13
2184,13,310,14,14
1181,13,311,5,94
2476,13,312,17,44
2155,13,313,14,15
2248,13,314,14,16
2163,13,315,14,17
2221,13,316,14,18
2167,13,317,14,19
2200,13,318,14,20
2233,13,319,14,21
2217,13,320,14,22
1670,13,321,9,78
2242,13,322,14,23
2216,13,323,14,24
2190,13,324,14,25
1167,13,325,5,95
2193,13,326,14,26
1130,13,327,5,96
2230,13,328,14,27
2176,13,329,14,28
2459,13,330,17,45
2166,13,331,14,29
2214,13,332,14,30
2210,13,333,14,31
1325,13,334,6,84
2202,13,335,14,32
2160,13,336,14,33
2170,13,337,14,34
2228,13,338,14,35
1348,13,339,6,85
2234,13,340,14,36
2195,13,341,14,37
1222,13,342,6,86
2179,13,343,14,38
2243,13,344,14,39
2162,13,345,14,40
2159,13,346,14,41
2173,13,347,14,42
1221,13,348,6,87
2181,13,349,14,43
2460,13,350,17,46
2215,13,351,14,44
2165,13,352,14,45
2213,13,353,14,46
1234,13,354,6,88
2164,13,355,14,47
2182,13,356,14,48
2183,13,357,14,49
1177,13,358,5,97
2218,13,359,14,50
1700,13,360,9,79
2235,13,361,14,51
2231,13,362,14,52
2223,13,363,14,53
2211,13,364,14,54
2189,13,365,14,55
2205,13,366,14,56
2192,13,367,14,57
2208,13,368,14,58
1085,12,369,5,98
2241,12,370,14,59
1111,12,371,5,99
1049,12,372,5,100
1306,12,373,6,89
1341,12,374,6,90
2185,12,375,14,60
1069,12,376,5,101
1707,12,377,9,80
1345,12,378,6,91
1206,12,379,5,102
2204,12,380,14,61
1064,12,381,5,103
1159,12,382,5,104
2169,12,383,14,62
1144,12,384,5,105
