node,page_rank,overall_rank,comm,rank_comm
3120,3600,1,1,1
6978,3479,2,1,2
1011,3438,3,1,3
9429,3175,4,2,1
9785,2998,5,7,1
2,2723,6,3,1
8293,2666,7,5,1
8969,2653,8,3,2
7464,2628,9,1,4
2635,2618,10,3,3
11438,2522,11,5,2
10381,2521,12,5,3
4043,2492,13,1,5
381,2490,14,1,6
1746,2384,15,1,7
6065,2310,16,4,1
704,2202,17,5,4
126,2201,18,5,5
57,2167,19,1,8
459,2142,20,1,9
9288,2133,21,5,6
9214,2102,22,1,10
2127,2077,23,1,11
98,2034,24,2,2
6656,2016,25,5,7
6411,1961,26,3,4
7265,1864,27,9,1
1134,1856,28,1,12
11557,1845,29,8,1
4265,1836,30,2,3
8613,1832,31,1,13
9253,1826,32,4,2
9873,1825,33,1,14
2810,1792,34,1,15
6819,1789,35,1,16
10281,1768,36,10,1
5694,1741,37,5,8
6546,1717,38,1,17
184,1709,39,3,5
6582,1697,40,3,6
3645,1695,41,3,7
5162,1674,42,2,4
9345,1664,43,1,18
6641,1629,44,3,8
7990,1628,45,2,5
2156,1625,46,1,19
172,1616,47,13,1
4093,1603,48,3,9
392,1603,49,8,2
8201,1602,50,2,6
7498,1592,51,2,7
8786,1586,52,4,3
9618,1577,53,1,20
749,1558,54,3,10
1078,1554,55,15,1
6222,1551,56,1,21
1771,1548,57,2,8
290,1542,58,4,4
4516,1535,59,5,9
5638,1535,60,3,11
6889,1534,61,6,1
2473,1531,62,1,22
1565,1531,63,2,9
1218,1525,64,4,5
5027,1516,65,2,10
1358,1508,66,4,6
7419,1502,67,3,12
7354,1498,68,1,23
7597,1483,69,2,11
1352,1472,70,2,12
1808,1457,71,3,13
7158,1456,72,4,7
11024,1446,73,4,8
8169,1437,74,4,9
11042,1437,75,4,10
1551,1437,76,1,24
8930,1431,77,3,14
4174,1430,78,3,15
377,1429,79,2,13
1361,1429,80,3,16
10490,1427,81,3,17
11301,1419,82,5,10
2370,1417,83,1,25
9690,1409,84,3,18
854,1401,85,3,19
7789,1389,86,2,14
11362,1386,87,1,26
1588,1384,88,4,11
7012,1378,89,3,20
11543,1371,90,3,21
10839,1371,91,1,27
2612,1367,92,8,3
6783,1362,93,1,28
1589,1356,94,3,22
5812,1355,95,4,12
1710,1355,96,4,13
10247,1333,97,10,2
7312,1331,98,4,14
1143,1330,99,10,3
8065,1329,100,3,23
11459,1328,101,3,24
921,1327,102,1,29
7089,1326,103,2,15
6749,1324,104,1,30
7657,1320,105,1,31
995,1314,106,2,16
11115,1308,107,10,4
9624,1306,108,3,25
4815,1306,109,2,17
8230,1301,110,1,32
8678,1301,111,5,11
7112,1300,112,2,18
3331,1292,113,2,19
6158,1289,114,2,20
9478,1288,115,15,2
455,1284,116,8,4
6156,1281,117,3,26
2862,1277,118,3,27
8605,1274,119,2,21
2802,1273,120,3,28
2830,1272,121,3,29
2099,1269,122,3,30
8280,1269,123,1,33
9014,1268,124,2,22
9992,1264,125,1,34
3740,1264,126,3,31
3397,1260,127,3,32
6400,1258,128,3,33
1265,1257,129,4,15
262,1256,130,3,34
4232,1255,131,3,35
10650,1255,132,2,23
1963,1254,133,3,36
7991,1254,134,3,37
6910,1253,135,3,38
5998,1249,136,1,35
7237,1249,137,3,39
1403,1244,138,3,40
9656,1243,139,3,41
8625,1242,140,3,42
7912,1242,141,3,43
237,1241,142,2,24
10982,1239,143,2,25
726,1239,144,5,12
11165,1237,145,2,26
4778,1235,146,3,44
4556,1233,147,2,27
4990,1233,148,3,45
2960,1233,149,4,16
979,1231,150,5,13
4917,1229,151,3,46
4128,1228,152,3,47
7204,1228,153,3,48
8488,1226,154,8,5
3403,1220,155,3,49
370,1220,156,2,28
9393,1220,157,9,2
3879,1214,158,5,14
6937,1213,159,5,15
3061,1208,160,5,16
8974,1207,161,3,50
693,1206,162,3,51
5303,1206,163,3,52
10979,1202,164,2,29
2432,1198,165,3,53
8342,1190,166,3,54
9412,1190,167,1,36
8243,1188,168,5,17
4761,1187,169,1,37
7571,1187,170,1,38
4055,1187,171,1,39
7348,1186,172,7,2
8735,1185,173,4,17
9707,1181,174,5,18
999,1181,175,1,40
2755,1180,176,4,18
5664,1177,177,3,55
6460,1176,178,3,56
4862,1175,179,4,19
105,1173,180,3,57
9985,1170,181,8,6
5091,1170,182,2,30
6232,1168,183,3,58
7440,1167,184,5,19
3343,1166,185,3,59
491,1163,186,3,60
1189,1160,187,3,61
11160,1160,188,3,62
881,1158,189,3,63
10032,1157,190,3,64
4787,1156,191,2,31
3367,1154,192,2,32
11154,1154,193,1,41
5213,1152,194,2,33
4011,1150,195,7,3
