node,page_rank,overall_rank,comm,rank_comm
1126,0.05931153081159349,1,3,1
1199,0.05184198116968119,2,3,2
1161,0.04980867275957706,3,3,3
1658,0.04130160364843926,4,5,1
601,0.04008408151037622,5,2,1
840,0.03730173794866249,6,2,2
921,0.034299368504216866,7,2,3
2752,0.030370267498797076,8,15,1
2757,0.029057435190929678,9,15,2
3058,0.027161539809562193,10,21,1
372,0.025829980316559892,11,1,1
1296,0.02343708153013359,12,3,4
2501,0.022621849929335802,13,12,1
1188,0.022454209346047298,14,3,5
2888,0.020124454102802537,15,17,1
1351,0.020008817643188917,16,3,6
2427,0.019768117687339975,17,11,1
3343,0.01914367174094188,18,32,1
836,0.01895727502219194,19,2,4
931,0.018858378566038135,20,2,5
1068,0.018303783266307702,21,3,7
2508,0.01822616066701878,22,12,2
2701,0.018107448672045823,23,14,1
1382,0.017206967650983285,24,3,8
817,0.01683368196331291,25,2,6
1608,0.01659836478715275,26,4,1
805,0.015713554225974816,27,2,7
2222,0.015469391084691121,28,9,1
1149,0.015454834275522007,29,3,9
1111,0.015393678195757706,30,3,10
1123,0.015248098532822095,31,3,11
1464,0.01486103393214558,32,4,2
3036,0.014802989422559377,33,21,2
1466,0.014024550731654456,34,4,3
1738,0.013918013738824371,35,5,2
837,0.01372939640966428,36,2,8
283,0.013475726527735852,37,1,2
2002,0.013473023544120475,38,7,1
1176,0.013150792787237669,39,3,12
3109,0.012789643229577265,40,23,1
948,0.012757716191795186,41,2,9
2318,0.01264622529511696,42,10,1
1670,0.012494001359725495,43,5,3
2567,0.012254448955322825,44,13,1
2636,0.012240155953829445,45,13,2
1626,0.011655668440107054,46,5,4
2417,0.011386849236175134,47,11,2
944,0.0113028578330991,48,2,10
2108,0.011280489848076801,49,8,1
1189,0.011208230481289676,50,3,13
1034,0.01117521137235894,51,3,14
2320,0.010952863671381721,52,10,2
604,0.010899186298842078,53,2,11
3084,0.010861693794906254,54,22,1
1718,0.010701977742262588,55,5,5
3174,0.010447477236335974,56,25,1
2207,0.010442608599114634,57,9,2
2446,0.010392159865762581,58,11,3
285,0.010373556111732702,59,1,3
1373,0.01015383128643071,60,3,15
1200,0.010152505532462273,61,3,16
1854,0.010080861536572519,62,6,1
2785,0.00999744463248707,63,16,1
608,0.009936338287356907,64,2,12
1213,0.00973674263035997,65,3,17
2066,0.009677279688792822,66,8,2
2470,0.009645441172152852,67,12,3
3204,0.009630847922613673,68,26,1
2916,0.009607438496133444,69,18,1
2277,0.009585087689834203,70,10,3
2081,0.009510257831242647,71,8,3
443,0.009450116622035888,72,1,4
1004,0.009384929713748751,73,2,13
2366,0.009345041112944711,74,10,4
592,0.009177104082479437,75,2,14
3018,0.0091676467878799,76,20,1
3111,0.009141407957464773,77,23,2
44,0.009114329127602681,78,1,5
1054,0.008957083760285024,79,3,18
2917,0.008953202723608661,80,18,2
742,0.008937067900937413,81,2,15
2131,0.008880408952398678,82,8,4
1015,0.008798080466175086,83,2,16
1429,0.00871821394878091,84,3,19
721,0.008658308317436126,85,2,17
266,0.008583378767896575,86,1,6
1096,0.008510797255544657,87,3,20
753,0.008457824959012266,88,2,18
2679,0.008442268414902998,89,14,2
541,0.00843837786162479,90,2,19
930,0.008318801753311077,91,2,20
2648,0.00828259236996599,92,14,3
549,0.00823059071043579,93,2,21
3262,0.008209823108780859,94,28,1
1768,0.008199791699389485,95,5,6
2962,0.0081809526380063,96,19,1
1703,0.008061213449001261,97,5,7
3388,0.008044386845831641,98,34,1
94,0.008040094571379813,99,1,7
984,0.008025244812972121,100,2,22
973,0.007987562501598123,101,2,23
783,0.007961918023130852,102,2,24
513,0.007871664904695099,103,2,25
1299,0.007830917131808281,104,3,21
389,0.007677444086173038,105,1,8
2093,0.007664815824364021,106,8,5
1321,0.007574505553955426,107,3,22
880,0.00753537064856154,108,2,26
818,0.0075152952816831715,109,2,27
2478,0.007488796257549923,110,12,4
2279,0.00747485471743321,111,10,5
2018,0.007400364590923281,112,7,2
306,0.007395005440830338,113,1,9
939,0.007309978773109895,114,2,28
280,0.00717029584104502,115,1,10
2967,0.007086608248741003,116,19,2
3225,0.0070823580250662125,117,26,2
3166,0.007056889399135711,118,24,1
272,0.00705417701683043,119,1,11
128,0.006996211050859175,120,1,12
1278,0.00688492612369741,121,3,23
2016,0.0068651388986446914,122,7,3
2145,0.006820866865482384,123,8,6
3286,0.006668035831887142,124,29,1
3024,0.0066655608846907894,125,20,2
158,0.006629382004962403,126,1,13
2060,0.006554874702576711,127,8,7
1073,0.006463742544217453,128,3,24
3176,0.006412688114889986,129,25,2
730,0.0063904710705699926,130,2,29
233,0.006238614244094249,131,1,14
3265,0.006101139818102911,132,28,2
2193,0.006065114920631298,133,9,3
212,0.006063138889219385,134,1,15
3125,0.006039019342609994,135,23,3
3316,0.005955052816361048,136,30,1
1715,0.005929365129169611,137,5,8
1173,0.00591304658537528,138,3,25
3302,0.005761497908159521,139,29,2
1208,0.005696103881204713,140,3,26
648,0.005683836003593109,141,2,30
1211,0.005645582521233541,142,3,27
2688,0.00563087439105614,143,14,4
