node,page_rank,overall_rank,comm,rank_comm
460,1316,1,1,1
234,1273,2,1,2
161,1251,3,1,3
563,1197,4,2,1
366,1120,5,1,4
312,1118,6,1,5
1496,1100,7,5,1
310,1093,8,1,6
1323,1089,9,5,2
605,1079,10,2,2
1272,1078,11,5,3
1373,1057,12,5,4
1115,1034,13,4,1
20,1022,14,1,7
1089,999,15,4,2
691,967,16,2,3
54,950,17,1,8
3,943,18,1,9
1469,940,19,5,5
594,919,20,2,4
1305,913,21,5,6
1760,905,22,7,1
358,901,23,1,10
1443,859,24,5,7
1437,852,25,5,8
1083,829,26,4,3
521,823,27,2,5
1871,817,28,7,2
1439,800,29,5,9
123,798,30,1,11
2154,793,31,10,1
690,786,32,2,6
1463,781,33,5,10
278,759,34,1,12
219,755,35,1,13
1334,735,36,5,11
430,733,37,1,14
453,731,38,1,15
2191,728,39,10,2
723,722,40,2,7
169,716,41,1,16
1918,710,42,8,1
1035,708,43,4,4
2023,694,44,8,2
1069,693,45,4,5
1043,681,46,4,6
497,679,47,2,8
1931,671,48,8,3
819,671,49,3,1
242,671,50,1,17
227,670,51,1,18
317,659,52,1,19
701,659,53,2,9
610,658,54,2,10
252,651,55,1,20
314,651,56,1,21
302,647,57,1,22
581,646,58,2,11
494,642,59,2,12
368,640,60,1,23
782,639,61,3,2
1091,637,62,4,7
754,634,63,2,13
148,634,64,1,24
2167,630,65,10,3
868,628,66,3,3
2609,626,67,15,1
289,622,68,1,25
551,620,69,2,14
533,614,70,2,15
99,612,71,1,26
1464,611,72,5,12
811,610,73,3,4
386,609,74,1,27
27,608,75,1,28
1191,601,76,4,8
660,600,77,2,16
717,597,78,2,17
554,593,79,2,18
2018,592,80,8,4
2223,587,81,10,4
769,583,82,3,5
1965,579,83,8,5
286,576,84,1,29
559,574,85,2,19
235,571,86,1,30
2149,570,87,10,5
2635,570,88,16,1
367,569,89,1,31
253,566,90,1,32
1178,566,91,4,9
1588,565,92,6,1
744,565,93,2,20
540,562,94,2,21
1353,561,95,5,13
649,561,96,2,22
1078,557,97,4,10
1293,556,98,5,14
1264,556,99,4,11
307,550,100,1,33
2583,549,101,15,2
2199,548,102,10,6
2447,547,103,13,1
1972,546,104,8,6
992,544,105,3,6
886,543,106,3,7
75,542,107,1,34
1072,536,108,4,12
165,535,109,1,35
1012,527,110,3,8
