n_nodes,influence,time,nodes
19.0,287.0,5,"[401, 119, 274, 535, 611, 595, 146, 124, 186, 241, 194, 168, 594, 399, 253, 579, 242, 211, 216]"
6.0,282.0,6,"[481, 683, 688, 308, 247, 24]"
10.0,241.0,7,"[384, 609, 131, 765, 266, 749, 112, 632, 93, 277]"
1.0,33.0,4,[483]
6.0,68.0,7,"[512, 194, 741, 615, 628, 58]"
20.0,294.0,7,"[261, 27, 450, 419, 100, 769, 165, 570, 355, 160, 561, 522, 597, 719, 241, 583, 112, 327, 464, 203]"
5.0,193.0,6,"[320, 186, 776, 171, 142]"
2.0,134.0,4,"[235, 538]"
7.0,151.0,7,"[396, 139, 465, 466, 156, 737, 31]"
2.0,30.0,5,"[432, 4]"
3.0,83.0,5,"[169, 606, 459]"
3.0,8.0,6,"[260, 763, 459]"
5.0,65.0,7,"[212, 358, 622, 776, 60]"
