n_nodes,influence,nodes
2.0,301.4,"[176, 307]"
3.0,438.52,"[8, 329, 17]"
4.0,535.24,"[35, 209, 587, 437]"
19.0,567.98,"[448, 137, 151, 652, 633, 247, 387, 158, 419, 500, 421, 425, 310, 463, 364, 264, 566, 443, 246]"
23.0,575.92,"[265, 375, 412, 102, 247, 666, 162, 421, 604, 158, 419, 159, 113, 356, 176, 559, 636, 242, 374, 186, 676, 447, 504]"
13.0,565.82,"[149, 12, 326, 265, 441, 665, 457, 463, 569, 176, 500, 310, 664]"
5.0,545.06,"[476, 247, 513, 652, 143]"
7.0,549.82,"[149, 658, 612, 500, 143, 410, 196]"
9.0,557.68,"[265, 577, 652, 326, 143, 330, 500, 457, 487]"
11.0,560.94,"[285, 543, 325, 104, 410, 437, 674, 265, 474, 162, 500]"
10.0,560.88,"[133, 606, 652, 326, 304, 457, 500, 429, 570, 674]"
8.0,553.82,"[203, 513, 658, 24, 370, 457, 665, 503]"
