n_nodes,influence,time,nodes
6.0,168.12,6,"[937, 876, 1053, 1952, 830, 1342]"
45.0,313.3,6,"[351, 565, 747, 561, 873, 1569, 963, 891, 1702, 529, 755, 995, 985, 1513, 1358, 513, 1541, 1119, 1320, 822, 861, 1199, 1603, 776, 556, 631, 979, 558, 741, 1634, 1708, 896, 730, 705, 91, 839, 783, 1005, 389, 826, 1069, 926, 1607, 923, 425]"
3.0,112.42,5,"[1512, 915, 922]"
9.0,180.96,6,"[699, 1281, 1708, 1406, 1045, 286, 1993, 1174, 1023]"
50.0,324.76,6,"[893, 1094, 1418, 879, 389, 271, 870, 944, 803, 1168, 1428, 919, 779, 1453, 1572, 1578, 328, 969, 1486, 1058, 1006, 1569, 810, 1208, 1413, 716, 1501, 1690, 830, 510, 1015, 949, 1702, 360, 1042, 469, 326, 894, 540, 698, 1009, 613, 806, 730, 91, 863, 1016, 1657, 1272, 1334]"
11.0,186.18,6,"[326, 892, 1520, 1905, 1202, 373, 1046, 1015, 1208, 732, 1087]"
1.0,56.28,3,[905]
12.0,189.58,7,"[1440, 960, 1250, 70, 908, 1615, 1011, 83, 1878, 1494, 569, 730]"
5.0,87.58,6,"[1962, 1261, 914, 1433, 701]"
37.0,305.2,7,"[1441, 919, 862, 810, 514, 931, 1952, 1198, 322, 1463, 714, 1560, 1119, 20, 1129, 713, 1567, 839, 1008, 961, 1343, 523, 1453, 1737, 1518, 435, 563, 263, 812, 811, 973, 561, 999, 1026, 1281, 1691, 1361]"
11.0,205.94,5,"[755, 702, 1391, 1453, 1202, 373, 1046, 1015, 732, 1208, 1087]"
2.0,15.12,4,"[1509, 451]"
13.0,239.78,6,"[375, 879, 1606, 803, 1603, 1371, 554, 513, 1008, 1893, 1773, 1634, 1453]"
42.0,313.22,7,"[1728, 560, 165, 810, 514, 1113, 1008, 1198, 322, 1463, 1952, 714, 1560, 1119, 20, 1129, 1702, 1513, 985, 783, 491, 356, 1358, 1699, 1058, 1603, 556, 1069, 874, 1397, 1032, 1161, 780, 722, 1386, 1453, 1343, 972, 1719, 598, 1314, 520]"
13.0,235.62,7,"[1728, 610, 165, 1146, 496, 1371, 852, 1342, 970, 1952, 893, 1606, 513]"
34.0,295.72,7,"[1728, 94, 165, 1146, 496, 1371, 852, 1342, 970, 893, 1952, 1606, 513, 1632, 1052, 1008, 961, 1343, 523, 1453, 1518, 1617, 563, 1639, 812, 1737, 811, 973, 561, 999, 1026, 1281, 1691, 1361]"
35.0,305.04,7,"[1728, 610, 862, 810, 514, 1113, 1198, 322, 1463, 644, 1528, 714, 1119, 1952, 491, 561, 1567, 1708, 713, 1129, 91, 1161, 780, 722, 1363, 1397, 1453, 1032, 560, 37, 972, 1719, 598, 1165, 520]"
27.0,284.3,6,"[1728, 610, 862, 810, 514, 1113, 1198, 322, 1463, 644, 1528, 1952, 1119, 714, 1708, 713, 1567, 491, 561, 1129, 594, 1161, 780, 722, 1363, 1397, 1453]"
38.0,308.96,7,"[1441, 610, 862, 810, 1891, 496, 1371, 852, 796, 513, 893, 970, 1453, 1991, 20, 1129, 279, 713, 775, 1708, 91, 1161, 716, 561, 780, 1119, 722, 491, 1363, 1397, 1032, 560, 37, 280, 1719, 598, 1314, 520]"
32.0,295.06,7,"[1728, 1931, 1603, 165, 794, 742, 1734, 513, 970, 1342, 1773, 1032, 1397, 1161, 1453, 17, 1567, 236, 963, 1598, 1541, 1708, 91, 716, 780, 561, 1119, 722, 491, 961, 1363, 1677]"
32.0,299.7,6,"[1728, 560, 1282, 165, 794, 1121, 1649, 1734, 1032, 970, 1397, 1342, 1161, 513, 1453, 1567, 17, 236, 1598, 1541, 1708, 91, 716, 780, 561, 963, 1119, 722, 491, 961, 1363, 1677]"
14.0,246.58,7,"[1728, 560, 979, 1146, 841, 1874, 51, 867, 1950, 970, 1603, 1723, 1342, 491]"
22.0,279.94,7,"[1728, 680, 165, 1193, 514, 893, 717, 1342, 1477, 1284, 1161, 1603, 184, 776, 961, 491, 970, 389, 1868, 1172, 1129, 1952]"
20.0,267.72,7,"[1728, 1218, 165, 1193, 893, 1032, 514, 717, 1161, 1603, 1528, 513, 1342, 389, 296, 1567, 1376, 963, 716, 1952]"
15.0,247.52,7,"[1728, 560, 979, 1146, 841, 1603, 51, 1342, 1874, 867, 1950, 970, 1723, 491, 855]"
17.0,258.24,7,"[1728, 1218, 165, 1193, 893, 1032, 514, 717, 538, 1528, 1342, 1603, 389, 296, 513, 1129, 1952]"
14.0,249.52,6,"[1728, 560, 528, 1603, 1121, 794, 513, 717, 1161, 1397, 543, 970, 491, 51]"
15.0,262.6,6,"[1728, 560, 979, 1548, 841, 513, 717, 1161, 1397, 543, 970, 452, 1603, 1952, 491]"
21.0,267.94,7,"[1728, 560, 528, 1603, 1121, 794, 513, 717, 1161, 1397, 543, 277, 970, 51, 491, 961, 1868, 1172, 474, 1952, 389]"
28.0,292.28,7,"[1728, 560, 528, 1603, 1121, 794, 513, 717, 543, 1397, 1161, 529, 328, 491, 2017, 1567, 1806, 91, 780, 389, 1952, 561, 1172, 1514, 722, 716, 1363, 1677]"
16.0,257.4,7,"[1728, 680, 165, 1193, 937, 794, 1734, 1342, 1161, 1603, 1397, 184, 529, 389, 1952, 970]"
20.0,272.02,6,"[1728, 1218, 721, 1193, 1508, 1397, 794, 1376, 514, 1528, 1567, 1611, 963, 1734, 389, 1603, 970, 716, 513, 1952]"
