n_nodes,influence,nodes
1.0,959.02,[213]
32.0,1237.42,"[821, 77, 519, 135, 533, 939, 15, 914, 146, 775, 153, 1181, 927, 34, 550, 39, 1160, 684, 50, 1082, 1342, 832, 1141, 1238, 861, 1120, 864, 106, 115, 500, 374, 251]"
11.0,1227.1,"[865, 507, 60, 84, 415, 161, 804, 812, 990, 1278, 1145]"
2.0,1064.32,"[289, 754]"
12.0,1228.08,"[992, 183, 166, 167, 298, 31, 780, 47, 990, 1145, 1278, 251]"
21.0,1234.72,"[672, 9, 60, 167, 727, 428, 487, 161, 804, 1278, 990, 812, 374, 251, 900, 1246, 1342, 832, 470, 1238, 861]"
17.0,1230.74,"[993, 1330, 172, 84, 710, 7, 888, 1077, 689, 251, 50, 1246, 1342, 832, 470, 1238, 861]"
7.0,1219.06,"[672, 1185, 172, 602, 11, 1129, 165]"
13.0,1229.74,"[1113, 1297, 1185, 869, 236, 172, 164, 1128, 864, 1115, 115, 492, 251]"
8.0,1226.12,"[276, 1185, 172, 1152, 700, 47, 11, 1278]"
6.0,1215.98,"[672, 1143, 121, 1006, 11, 418]"
4.0,1182.88,"[128, 1284, 805, 606]"
5.0,1194.82,"[115, 1284, 805, 144, 251]"
3.0,1158.0,"[1283, 400, 873]"
