n_nodes,influence,nodes
49.00000000000001,134.74,"[342, 1535, 636, 1584, 1619, 1208, 1567, 1256, 1183, 1603, 1669, 1594, 456, 1560, 1558, 804, 1171, 1678, 1310, 671, 1653, 1659, 1634, 1467, 1606, 1338, 1533, 1440, 941, 1472, 1025, 997, 1134, 737, 1359, 1269, 1430, 1572, 1424, 1454, 784, 1186, 414, 543, 1021, 1506, 408, 753, 1439]"
47.0,131.1,"[1343, 1309, 709, 1431, 673, 1371, 280, 1632, 895, 1386, 1618, 1588, 705, 1713, 836, 1400, 949, 1163, 1320, 789, 1674, 1615, 1550, 1526, 1473, 706, 1515, 889, 1562, 1090, 1025, 1395, 1537, 1648, 965, 1670, 1434, 1677, 1420, 940, 1494, 1361, 1298, 1630, 1512, 1711, 1393]"
5.0,18.06,"[1125, 953, 1638, 1538, 1508]"
43.0,123.68,"[1440, 764, 1363, 1616, 1364, 1345, 1507, 1392, 1104, 1615, 932, 1514, 1204, 547, 920, 1126, 785, 1286, 813, 1379, 823, 1443, 784, 558, 1390, 1484, 1628, 1629, 408, 1696, 928, 1450, 1235, 1579, 1298, 827, 841, 1662, 453, 1116, 1299, 325, 1618]"
1.0,1.34,[234]
7.0,25.34,"[1612, 1134, 1352, 979, 1411, 1618, 1477]"
11.0,38.72,"[1469, 1611, 1703, 892, 1635, 1388, 1423, 691, 375, 1663, 1918]"
16.0,54.42,"[1921, 1330, 1443, 1086, 1328, 1470, 870, 1679, 1423, 1347, 1041, 1449, 1491, 1687, 1500, 1650]"
12.0,41.56,"[1469, 1611, 1327, 876, 1385, 944, 1598, 997, 1710, 1150, 1297, 1532]"
42.0,117.84,"[1654, 832, 1486, 1421, 1494, 1393, 634, 1391, 1541, 384, 988, 1149, 1617, 1603, 771, 1127, 929, 1036, 1434, 1458, 1279, 1650, 1639, 866, 1585, 741, 1509, 920, 669, 625, 701, 1578, 1256, 1689, 437, 1453, 1456, 1064, 1068, 1444, 1459, 1592]"
36.0,104.28,"[922, 1127, 1460, 411, 1561, 1243, 115, 1099, 672, 815, 1428, 875, 1690, 1662, 1291, 1629, 1354, 1213, 1640, 1521, 915, 845, 1405, 1334, 882, 1412, 1569, 831, 535, 1684, 1433, 1496, 782, 1559, 1377, 610]"
10.0,31.28,"[502, 1574, 1684, 1433, 1496, 782, 1099, 1559, 1017, 610]"
31.0,100.5,"[849, 1699, 1369, 1213, 1461, 762, 836, 635, 1615, 1706, 1022, 1648, 1644, 1154, 1457, 1573, 827, 1709, 1384, 1496, 1665, 1614, 1227, 1663, 1530, 1065, 1393, 1399, 1358, 1492, 1501]"
34.0,102.92,"[1446, 1258, 309, 1103, 1701, 1589, 1672, 1582, 283, 988, 818, 1526, 1448, 413, 1628, 1104, 929, 1601, 1496, 944, 1085, 1052, 1479, 1044, 1569, 831, 969, 1684, 1433, 782, 1099, 1559, 1501, 610]"
13.0,47.78,"[1921, 1330, 1443, 1549, 1328, 1581, 1504, 1440, 1675, 1358, 615, 669, 1564]"
4.0,15.66,"[1375, 1902, 1678, 1158]"
3.0,9.78,"[1769, 1574, 1492]"
37.0,108.8,"[769, 1026, 809, 1034, 766, 17, 1298, 1559, 761, 901, 992, 1210, 1073, 597, 1551, 787, 1709, 1457, 1384, 1311, 1614, 1625, 1501, 1663, 1530, 1065, 1393, 1399, 1358, 1496, 1492, 1456, 1524, 1068, 1444, 1459, 1592]"
2.0,9.42,"[1446, 1077]"
20.0,72.52,"[1408, 751, 1401, 840, 1563, 1581, 634, 1549, 1566, 845, 1041, 1521, 1650, 738, 715, 1632, 1504, 1406, 1613, 1468]"
45.0,125.02,"[1408, 419, 1263, 812, 1581, 1479, 1194, 1549, 1218, 770, 1504, 1540, 1316, 1566, 643, 1405, 845, 1358, 1603, 915, 1334, 1528, 1595, 1092, 280, 1613, 1593, 410, 1663, 1472, 583, 925, 672, 1710, 942, 738, 1345, 1482, 1376, 1373, 1248, 1125, 1251, 502, 1018]"
15.0,52.64,"[1408, 1952, 1608, 360, 1581, 761, 634, 1158, 1391, 1305, 1450, 535, 1541, 1566, 1603]"
14.0,50.14,"[1408, 385, 1898, 1041, 1581, 1564, 1549, 1696, 1452, 993, 1504, 106, 1361, 1557]"
17.0,60.42,"[1408, 385, 1438, 1578, 1581, 1571, 1766, 1361, 837, 761, 574, 1504, 583, 1710, 992, 1557, 1566]"
39.0,112.12,"[1408, 1168, 1401, 1484, 1564, 1439, 1581, 929, 208, 204, 1520, 463, 1693, 1014, 1566, 940, 1567, 1666, 715, 577, 1305, 1457, 1113, 1951, 1092, 1373, 992, 1563, 1682, 1334, 1345, 1528, 672, 1125, 1148, 1604, 1501, 1358, 733]"
18.0,68.44,"[1408, 385, 1401, 1581, 415, 961, 800, 1479, 1489, 1603, 1571, 1523, 1566, 243, 940, 1567, 1540, 1666]"
21.0,76.64,"[1408, 385, 1343, 390, 1391, 961, 800, 1479, 1489, 1523, 1381, 842, 1412, 1571, 1558, 1141, 1595, 1666, 1603, 1540, 1590]"
29.0,94.42,"[1408, 1414, 1181, 1593, 1489, 1374, 1523, 326, 1429, 1558, 1825, 1426, 1468, 1571, 1590, 738, 491, 1653, 1595, 1540, 1666, 1566, 1074, 1603, 1569, 1464, 1472, 1457, 992]"
28.0,93.8,"[1408, 1586, 990, 1629, 1009, 1523, 575, 1595, 1581, 1593, 1422, 1381, 1566, 1373, 1679, 129, 992, 1218, 1429, 1410, 1666, 834, 1427, 1468, 1540, 1125, 1480, 1457]"
27.0,92.26,"[1408, 1586, 1495, 1412, 564, 1391, 1523, 989, 1593, 1426, 1590, 1566, 1595, 1603, 1429, 1679, 901, 1540, 1381, 1480, 1698, 981, 1558, 1468, 1389, 1410, 1457]"
26.0,90.14,"[1408, 1643, 1181, 1383, 1412, 1581, 1357, 797, 585, 992, 1468, 1381, 1590, 1558, 1666, 914, 1457, 1218, 1410, 1540, 1679, 1429, 1603, 1480, 1426, 1523]"
24.0,88.02,"[1408, 1422, 784, 1557, 1520, 1221, 1412, 1495, 1468, 1595, 1523, 1456, 1571, 1390, 1402, 1666, 1558, 1585, 1410, 1540, 1457, 1429, 1572, 1357]"
23.0,85.96,"[1408, 1701, 784, 1557, 1402, 1342, 1383, 1428, 1627, 1540, 1666, 1571, 1468, 1410, 1655, 1595, 1572, 1603, 1357, 1390, 1457, 1429, 1558]"
22.0,85.52,"[1408, 1422, 1566, 1482, 1544, 1628, 772, 1554, 1572, 1429, 1558, 1342, 1666, 1410, 1402, 1412, 1571, 1382, 1603, 1508, 1532, 1468]"
