n_nodes,influence,nodes
8.0,16.04,"[1132, 1303, 1208, 641, 1477, 1432, 1326, 751]"
7.0,12.34,"[1156, 524, 814, 1783, 1922, 526, 1438]"
1.0,1.48,[825]
21.0,40.38,"[1132, 1510, 908, 1989, 1338, 1598, 1477, 1531, 1109, 1892, 1529, 1418, 1561, 648, 1326, 1465, 329, 1347, 1581, 1105, 1210]"
63.0,110.66,"[1558, 1422, 1109, 1340, 1529, 1259, 802, 872, 568, 796, 1436, 416, 1556, 1580, 722, 305, 1967, 925, 1165, 566, 1581, 546, 374, 661, 1305, 1498, 1285, 1205, 1356, 921, 438, 526, 1343, 1488, 743, 1586, 1875, 1130, 1221, 529, 1476, 1509, 1227, 1412, 1002, 541, 1197, 1271, 878, 1328, 1607, 311, 1213, 1368, 731, 687, 2101, 1307, 1321, 508, 1514, 813, 1191]"
13.0,25.74,"[1486, 1243, 1543, 374, 1509, 1305, 1132, 407, 1590, 860, 1388, 1343, 423]"
20.0,37.88,"[2032, 1164, 1610, 1295, 640, 1201, 1337, 279, 1608, 485, 1116, 1521, 1480, 578, 358, 256, 1167, 1246, 1592, 1484]"
62.0,110.26,"[1252, 265, 296, 1500, 1227, 1365, 1562, 868, 581, 1539, 1602, 877, 737, 1502, 808, 470, 375, 1613, 1519, 1543, 2084, 440, 1159, 1480, 297, 1132, 1541, 587, 969, 1266, 1503, 1334, 1567, 578, 1343, 1325, 1351, 992, 1323, 1473, 1627, 1548, 1371, 1046, 1914, 361, 553, 1350, 1319, 1922, 1443, 1748, 1448, 810, 1193, 1590, 535, 1216, 1320, 941, 946, 883]"
12.0,19.38,"[544, 1412, 1383, 2023, 138, 1453, 2353, 2130, 339, 1820, 1597, 830]"
3.0,5.3,"[408, 1580, 1870]"
2.0,4.64,"[1333, 1231]"
58.0,103.9,"[1371, 1514, 1321, 1158, 1423, 862, 1601, 1613, 1301, 1475, 1573, 1264, 1435, 1584, 1250, 1084, 1438, 1173, 1229, 1312, 1061, 1571, 743, 1052, 1388, 1135, 1521, 327, 451, 1627, 430, 1608, 912, 1431, 328, 1145, 1506, 1829, 1318, 1568, 1044, 526, 309, 1142, 1063, 1247, 974, 1277, 1603, 1294, 890, 1586, 1575, 1582, 535, 968, 855, 1490]"
29.0,52.96,"[1469, 237, 462, 1549, 1119, 821, 1466, 1258, 1480, 477, 296, 1034, 429, 1569, 343, 724, 1193, 479, 468, 709, 1418, 1299, 1468, 1208, 1134, 2153, 1770, 697, 1528]"
10.0,18.74,"[1156, 524, 814, 1783, 1755, 526, 1438, 1362, 1267, 1571]"
4.0,7.04,"[1209, 689, 1074, 471]"
56.0,99.84,"[1030, 1160, 1683, 1173, 1159, 1440, 1345, 1283, 977, 254, 717, 1242, 1166, 382, 1431, 566, 493, 1149, 1520, 642, 1573, 1477, 1619, 802, 1878, 1342, 1366, 938, 1147, 719, 1229, 1074, 1285, 1278, 1193, 1313, 689, 1534, 1508, 1434, 1468, 2176, 1288, 1211, 1402, 280, 707, 1496, 1047, 1307, 972, 1576, 907, 548, 1482, 1115]"
14.0,26.52,"[1156, 524, 814, 1783, 1755, 98, 1438, 1362, 1267, 1571, 1460, 1327, 1416, 692]"
16.0,29.56,"[806, 592, 1268, 306, 1554, 1628, 190, 1418, 1299, 1468, 1208, 1134, 202, 1770, 697, 1528]"
25.0,44.16,"[1493, 920, 1062, 1214, 1419, 1435, 1425, 510, 1221, 1573, 1224, 2032, 1842, 1584, 2029, 1595, 1472, 580, 2120, 2014, 1361, 2642, 2009, 1369, 1885]"
17.0,31.1,"[806, 592, 1554, 1268, 1628, 306, 190, 1418, 1299, 1468, 1208, 1432, 202, 1770, 697, 1528, 1244]"
19.0,34.82,"[806, 592, 1554, 1628, 1268, 1553, 1418, 306, 1573, 1922, 1224, 2032, 1614, 1343, 1690, 2184, 569, 1220, 2559]"
26.0,48.88,"[1132, 1821, 1214, 1903, 1062, 728, 1435, 564, 1513, 580, 1425, 1928, 1254, 994, 1914, 2110, 687, 1441, 1278, 1535, 1522, 1371, 1554, 2063, 1826, 1397]"
28.0,52.04,"[1474, 1434, 764, 1315, 1265, 1289, 152, 976, 1233, 1299, 1208, 777, 1254, 994, 2623, 2110, 1266, 1221, 2032, 1210, 1332, 1372, 1472, 1282, 784, 84, 1596, 508]"
57.0,103.42,"[1132, 1243, 1628, 1391, 374, 325, 1537, 2148, 1156, 1416, 1543, 1541, 2291, 652, 541, 1139, 2043, 1224, 1448, 940, 810, 1193, 1210, 825, 1843, 1372, 1597, 1626, 1046, 1069, 1114, 1018, 1221, 1332, 1907, 783, 1195, 1356, 1282, 1943, 505, 862, 1812, 1457, 993, 842, 1291, 1798, 401, 1130, 1225, 708, 757, 1167, 1337, 1065, 393]"
