n_nodes,influence,time,nodes
7.0,1501.54,7,"[4, 1383, 1930, 522, 269, 1167, 1898]"
26.0,1523.8,7,"[4, 210, 1669, 233, 74, 775, 186, 123, 1756, 478, 1070, 579, 185, 981, 1239, 448, 1730, 1476, 1998, 1245, 2015, 737, 1382, 1389, 109, 122]"
17.0,1521.98,7,"[4, 1963, 1657, 233, 74, 775, 186, 123, 1756, 478, 1070, 579, 185, 448, 1730, 1476, 1998]"
30.0,1524.3,7,"[4, 210, 1669, 233, 74, 775, 186, 123, 1756, 478, 1070, 579, 185, 1745, 2003, 1043, 1365, 1998, 448, 1730, 1476, 1246, 1239, 858, 2015, 737, 1382, 1389, 109, 122]"
5.0,1486.98,6,"[1480, 144, 551, 198, 583]"
9.0,1507.58,7,"[23, 5, 1930, 522, 269, 1167, 1898, 1476, 681]"
6.0,1480.12,7,"[1466, 144, 1954, 732, 251, 1051]"
15.0,1521.72,7,"[4, 210, 1669, 201, 233, 905, 186, 123, 1756, 814, 448, 1730, 579, 1070, 185]"
11.0,1517.64,7,"[4, 210, 699, 233, 74, 775, 186, 1740, 1756, 448, 185]"
2.0,1409.3,5,"[23, 1407]"
35.0,1527.88,7,"[4, 210, 1669, 233, 145, 147, 1766, 1061, 1178, 426, 1065, 1969, 1722, 60, 66, 1603, 709, 1606, 1996, 1614, 1999, 1488, 1745, 667, 83, 1365, 635, 200, 858, 2015, 737, 190, 1389, 109, 122]"
39.0,1529.26,7,"[1569, 737, 5, 1930, 522, 269, 1167, 1898, 1476, 291, 942, 1593, 1969, 156, 1730, 158, 185, 1998, 33, 1057, 1318, 1999, 1066, 1745, 940, 83, 1365, 981, 1239, 858, 2015, 1070, 952, 1488, 2003, 1382, 122, 1389, 109]"
4.0,1475.16,6,"[4, 535, 521, 198]"
4.0,1466.02,7,"[498, 144, 265, 1762]"
1.0,1408.64,5,[1598]
47.0,1533.22,7,"[498, 144, 1657, 233, 74, 775, 186, 123, 748, 942, 206, 1969, 156, 1107, 64, 705, 328, 580, 1222, 968, 1609, 2002, 338, 1369, 1882, 985, 227, 356, 996, 229, 1387, 884, 622, 1777, 115, 1259, 1006, 251, 240, 96, 1647, 1904, 75, 1658, 1147, 254, 549]"
32.0,1524.7,7,"[4, 535, 1669, 1670, 775, 1898, 1995, 326, 748, 942, 206, 1969, 156, 1107, 64, 705, 328, 580, 1222, 968, 1609, 2002, 338, 1369, 1882, 985, 297, 356, 996, 229, 1387, 884]"
3.0,1439.5,6,"[4, 210, 1428]"
