n_nodes,influence,communities,time,nodes
4.0,158.85,3,10,"[329, 952, 19, 203]"
3.0,123.52,4,10,"[882, 952, 19]"
7.0,231.83,4,10,"[329, 332, 952, 1106, 19, 86, 646]"
10.0,173.12,8,10,"[751, 952, 1412, 646, 1193, 19, 166, 826, 914, 2]"
13.0,270.63,7,10,"[926, 952, 86, 492, 19, 1179, 731, 1072, 646, 1414, 103, 1001, 557]"
9.0,172.55,8,11,"[751, 952, 1412, 646, 1193, 19, 2, 826, 914]"
12.0,291.05,4,10,"[329, 952, 1049, 19, 86, 731, 33, 646, 1106, 103, 264, 557]"
21.0,302.62,7,10,"[329, 952, 1049, 19, 86, 731, 1443, 922, 619, 646, 233, 103, 1023, 557, 750, 1032, 1142, 579, 910, 832, 887]"
8.0,188.34,7,11,"[751, 952, 86, 941, 1072, 1106, 19, 821]"
9.0,225.94,6,10,"[790, 86, 457, 103, 952, 19, 1414, 557, 1106]"
11.0,280.87,5,10,"[329, 952, 1106, 19, 86, 731, 827, 916, 646, 103, 557]"
15.0,282.47,7,10,"[926, 952, 492, 86, 1179, 1072, 731, 19, 219, 832, 579, 1414, 646, 103, 557]"
13.0,198.55,10,10,"[751, 1247, 1412, 646, 1193, 19, 826, 2, 914, 1430, 492, 1072, 1032]"
1.0,40.62,1,7,[557]
9.0,248.33,5,10,"[329, 952, 243, 19, 86, 1414, 103, 1106, 557]"
17.0,322.04,5,10,"[329, 952, 1106, 19, 86, 731, 755, 33, 264, 1403, 1142, 557, 646, 1218, 103, 832, 579]"
12.0,289.03,5,10,"[329, 952, 1053, 19, 33, 86, 1106, 1051, 264, 646, 557, 103]"
15.0,275.01,8,10,"[940, 86, 1106, 731, 952, 19, 120, 646, 914, 103, 2, 1430, 492, 1072, 1032]"
16.0,286.51,7,10,"[940, 86, 1106, 731, 952, 120, 19, 914, 2, 1430, 646, 347, 103, 832, 579, 1032]"
15.0,305.21,6,10,"[329, 952, 271, 86, 646, 1106, 19, 731, 1072, 1150, 922, 875, 492, 103, 557]"
10.0,154.61,9,10,"[751, 1247, 1412, 646, 964, 19, 826, 2, 914, 1430]"
2.0,50.32,3,7,"[557, 1427]"
10.0,247.93,7,11,"[165, 952, 1412, 646, 821, 19, 1106, 1414, 103, 557]"
12.0,255.99,7,11,"[329, 952, 19, 86, 557, 346, 1072, 2, 1430, 492, 1106, 1032]"
10.0,265.18,5,11,"[329, 1209, 952, 1106, 19, 1051, 557, 925, 103, 646]"
15.0,237.12,10,11,"[1218, 200, 1412, 19, 777, 646, 166, 826, 914, 2, 1430, 492, 1072, 103, 1032]"
6.0,142.05,6,9,"[557, 19, 977, 2, 914, 1430]"
7.0,132.5,7,10,"[751, 952, 1412, 942, 1193, 2, 19]"
18.0,263.4,9,10,"[802, 86, 952, 557, 346, 1072, 492, 195, 1430, 2, 1142, 19, 325, 832, 914, 646, 1032, 579]"
11.0,195.06,8,11,"[751, 952, 1412, 646, 1193, 2, 19, 826, 914, 372, 579]"
3.0,123.79,2,9,"[329, 775, 19]"
6.0,201.99,5,10,"[329, 838, 952, 19, 557, 103]"
5.0,177.56,4,11,"[329, 952, 19, 1169, 557]"
14.0,296.7,6,10,"[329, 952, 271, 86, 1322, 646, 1106, 19, 1072, 1150, 922, 875, 103, 557]"
2.0,56.6,2,8,"[496, 557]"
10.0,260.97,6,10,"[329, 952, 1412, 1038, 646, 1106, 19, 821, 103, 557]"
4.0,154.08,4,10,"[329, 1381, 952, 19]"
8.0,244.58,5,10,"[329, 86, 1047, 1106, 914, 646, 557, 19]"
13.0,292.87,5,10,"[329, 952, 827, 1106, 19, 1130, 86, 916, 480, 579, 646, 103, 557]"
6.0,210.57,4,10,"[329, 1192, 19, 952, 557, 646]"
19.0,291.33,8,10,"[557, 86, 952, 1272, 466, 815, 1072, 914, 19, 1009, 1420, 1443, 156, 1142, 507, 579, 103, 1032, 329]"
5.0,160.3,5,10,"[926, 952, 86, 19, 1438]"
19.0,279.44,9,11,"[329, 86, 952, 1106, 482, 731, 2, 1072, 19, 1009, 914, 1420, 1443, 156, 1142, 689, 103, 579, 1032]"
11.0,158.25,9,10,"[751, 1247, 964, 1412, 380, 19, 826, 1430, 492, 2, 914]"
23.0,338.4,5,10,"[329, 952, 755, 86, 930, 731, 1106, 19, 922, 172, 1023, 934, 768, 480, 1142, 1001, 579, 1348, 935, 1079, 646, 103, 557]"
13.0,241.11,8,10,"[329, 1409, 952, 19, 557, 1072, 646, 826, 2, 1193, 131, 492, 914]"
8.0,219.57,6,10,"[329, 952, 1412, 914, 1106, 646, 19, 884]"
7.0,214.43,6,11,"[329, 952, 1412, 86, 856, 1106, 19]"
13.0,238.83,9,10,"[329, 86, 952, 1019, 2, 731, 1106, 1009, 914, 1420, 1443, 19, 1072]"
15.0,241.21,9,10,"[751, 86, 1032, 1412, 826, 1072, 2, 646, 1193, 922, 19, 875, 271, 557, 492]"
17.0,314.07,6,10,"[926, 952, 86, 1106, 19, 731, 755, 33, 264, 1403, 757, 557, 646, 1218, 103, 832, 579]"
22.0,310.3,9,10,"[329, 952, 1412, 1072, 86, 11, 1414, 1106, 19, 1059, 897, 1142, 1348, 768, 1079, 1001, 557, 811, 480, 103, 646, 815]"
18.0,288.92,8,10,"[329, 952, 1106, 1072, 19, 86, 492, 195, 1430, 2, 325, 1142, 914, 1032, 832, 557, 579, 691]"
13.0,277.64,6,10,"[329, 952, 271, 349, 86, 1072, 1150, 646, 1106, 19, 922, 875, 103]"
22.0,337.73,6,10,"[329, 952, 271, 1072, 86, 1260, 875, 731, 1106, 19, 646, 922, 492, 480, 1142, 1001, 579, 1348, 935, 1079, 557, 103]"
21.0,317.8,6,10,"[329, 952, 271, 1072, 86, 1260, 875, 731, 1106, 922, 19, 492, 480, 646, 927, 1001, 579, 1348, 935, 1079, 557]"
5.0,133.88,6,10,"[1282, 952, 1412, 1438, 19]"
12.0,207.82,9,10,"[751, 632, 1412, 646, 1038, 1106, 821, 19, 1430, 557, 921, 1072]"
17.0,298.19,7,10,"[329, 952, 1412, 1072, 11, 86, 264, 1403, 757, 1138, 19, 1218, 832, 579, 646, 103, 557]"
12.0,232.76,8,10,"[329, 1392, 914, 1412, 821, 1106, 1430, 19, 646, 557, 921, 1072]"
16.0,309.84,5,10,"[329, 952, 827, 1106, 1130, 19, 933, 86, 480, 103, 832, 914, 579, 646, 1032, 557]"
12.0,276.81,6,10,"[933, 952, 86, 1106, 19, 731, 1414, 646, 557, 103, 33, 264]"
22.0,284.99,10,10,"[329, 952, 1412, 914, 826, 646, 2, 1072, 19, 1414, 1167, 897, 1142, 1348, 768, 1079, 557, 1001, 1330, 480, 103, 579]"
9.0,253.85,4,10,"[329, 952, 188, 86, 1322, 646, 1106, 19, 557]"
22.0,320.27,7,10,"[329, 952, 271, 349, 1072, 86, 1150, 1059, 897, 646, 1106, 19, 1142, 1374, 768, 1079, 103, 557, 1001, 811, 480, 815]"
20.0,294.97,8,10,"[329, 952, 1412, 11, 1072, 264, 86, 1403, 757, 1138, 1218, 832, 19, 1348, 935, 1079, 579, 379, 103, 557]"
9.0,207.78,7,10,"[751, 858, 86, 941, 1414, 646, 1106, 19, 1064]"
