n_nodes,influence,time,nodes
8.0,237.6,7,"[386, 675, 486, 518, 649, 12, 200, 178]"
11.0,315.92,5,"[554, 567, 169, 215, 90, 28, 203, 109, 15, 20, 643]"
9.0,290.3,6,"[293, 331, 486, 518, 649, 12, 184, 178, 227]"
17.0,342.58,7,"[131, 554, 643, 649, 46, 659, 405, 157, 447, 266, 287, 337, 101, 203, 109, 15, 20]"
9.0,254.16,7,"[386, 675, 486, 518, 649, 12, 200, 178, 260]"
16.0,337.54,5,"[131, 554, 276, 642, 8, 404, 426, 641, 449, 104, 283, 500, 571, 99, 227, 15]"
18.0,351.68,6,"[49, 675, 486, 518, 649, 12, 604, 84, 447, 94, 287, 337, 101, 203, 109, 15, 20, 643]"
3.0,200.08,4,"[457, 198, 558]"
29.0,374.04,7,"[386, 675, 486, 518, 522, 12, 176, 167, 10, 651, 108, 334, 47, 476, 183, 567, 186, 324, 73, 74, 470, 89, 347, 94, 360, 660, 116, 121, 250]"
7.0,289.44,5,"[54, 311, 205, 82, 283, 609, 571]"
2.0,176.2,3,"[209, 560]"
10.0,289.06,7,"[179, 675, 486, 518, 649, 338, 248, 209, 227, 8]"
12.0,325.74,6,"[49, 675, 486, 518, 649, 54, 604, 185, 500, 614, 99, 227]"
7.0,272.6,6,"[386, 675, 223, 518, 649, 537, 248]"
10.0,307.14,6,"[54, 588, 486, 518, 616, 338, 248, 209, 227, 8]"
4.0,244.3,5,"[57, 588, 311, 518]"
15.0,335.18,7,"[131, 554, 643, 649, 46, 659, 405, 298, 447, 266, 287, 337, 101, 203, 109]"
21.0,365.36,6,"[49, 675, 69, 518, 649, 12, 604, 84, 447, 94, 287, 337, 101, 203, 109, 15, 20, 213, 571, 426, 283]"
13.0,314.32,7,"[49, 554, 643, 46, 677, 113, 405, 157, 447, 266, 287, 337, 101]"
6.0,269.94,5,"[58, 198, 558, 283, 609, 571]"
6.0,250.6,6,"[21, 675, 525, 518, 225, 213]"
1.0,114.3,2,[284]
9.0,299.1,5,"[57, 588, 311, 96, 185, 500, 614, 99, 227]"
11.0,312.4,6,"[131, 675, 223, 518, 649, 528, 203, 317, 15, 20, 643]"
17.0,344.66,6,"[49, 486, 164, 513, 518, 649, 604, 12, 84, 94, 287, 101, 203, 109, 15, 337, 20]"
25.0,371.56,7,"[207, 117, 486, 518, 649, 12, 604, 84, 447, 94, 287, 337, 101, 203, 109, 15, 20, 643, 89, 290, 360, 660, 116, 121, 250]"
22.0,362.02,7,"[209, 675, 69, 518, 649, 12, 604, 84, 447, 94, 287, 337, 101, 203, 109, 27, 20, 621, 571, 426, 283, 348]"
3.0,203.98,3,"[207, 260, 558]"
24.0,366.4,6,"[49, 675, 69, 518, 649, 12, 604, 84, 447, 94, 287, 337, 621, 371, 203, 109, 15, 20, 101, 360, 660, 116, 121, 250]"
