n_nodes,influence,time,nodes
3.0,1038.98,3,"[418, 906, 1555]"
8.0,1200.04,4,"[1282, 1922, 1796, 442, 1701, 2438, 2428, 655]"
22.0,1270.06,7,"[1559, 129, 203, 2327, 2663, 1641, 2156, 1133, 280, 1138, 2613, 1908, 885, 1876, 760, 1019, 2291, 2430, 937, 2033, 1833, 2219]"
34.0,1304.18,7,"[1559, 1833, 203, 101, 2663, 1641, 2156, 1133, 129, 1138, 1968, 1908, 885, 2101, 760, 109, 2235, 2430, 280, 2033, 937, 2219, 2603, 2291, 2613, 171, 816, 52, 1077, 1876, 2614, 2104, 2490, 227]"
12.0,1246.2,6,"[1166, 2049, 161, 2306, 1701, 866, 2102, 521, 2046, 1549, 2640, 924]"
28.0,1295.66,5,"[2272, 2114, 1475, 1818, 1552, 129, 2196, 536, 413, 928, 2088, 1957, 1960, 1706, 2102, 1335, 634, 1976, 1115, 1850, 61, 1343, 2112, 937, 2496, 1739, 2291, 373]"
11.0,1244.86,5,"[846, 82, 1555, 1607, 1701, 866, 2102, 521, 2046, 1690, 2613]"
6.0,1162.64,4,"[1282, 430, 1100, 2362, 1701, 655]"
16.0,1262.14,5,"[1282, 1922, 2344, 1323, 173, 559, 1970, 2045, 228, 2373, 2502, 846, 1998, 2000, 593, 1745]"
9.0,1228.74,4,"[846, 430, 1555, 1607, 1701, 2102, 1874, 521, 2436]"
26.0,1287.86,7,"[1282, 1922, 1796, 2181, 1572, 309, 2125, 2030, 2417, 583, 26, 605, 2654, 359, 2029, 2158, 240, 1649, 2545, 115, 1652, 2037, 2039, 1007, 1912, 2041]"
14.0,1252.92,5,"[1282, 1922, 2344, 1323, 173, 559, 1970, 2045, 252, 2373, 2502, 846, 1998, 2000]"
10.0,1188.88,7,"[1793, 910, 1796, 2429, 1340, 2663, 1623, 1641, 153, 2651]"
16.0,1251.7,7,"[1340, 129, 2588, 2462, 2663, 1641, 2156, 1133, 171, 1690, 2613, 1908, 885, 2033, 760, 1019]"
18.0,1262.98,6,"[1282, 1052, 521, 2046, 1690, 233, 866, 2029, 2158, 240, 1649, 2545, 115, 1652, 2037, 346, 1007, 1912]"
