n_nodes,influence,time,nodes
8.0,565.82,6,"[512, 769, 302, 390, 1163, 1296, 657, 785]"
1.0,336.04,3,[248]
21.0,642.08,6,"[370, 769, 387, 390, 154, 1296, 657, 785, 790, 1311, 596, 852, 476, 825, 1194, 939, 1325, 1221, 328, 848, 81]"
19.0,634.24,6,"[512, 769, 387, 390, 1163, 487, 657, 785, 790, 1311, 941, 1194, 939, 825, 631, 195, 1325, 1221, 328]"
4.0,516.24,5,"[574, 707, 1159, 315]"
4.0,511.52,6,"[512, 769, 1206, 315]"
12.0,595.88,6,"[512, 868, 700, 526, 235, 1263, 625, 506, 147, 1222, 1232, 37]"
2.0,440.6,5,"[1123, 169]"
19.0,633.7,7,"[395, 769, 387, 390, 154, 1296, 780, 785, 18, 932, 1325, 1377, 1194, 939, 700, 631, 1190, 66, 155]"
6.0,554.24,6,"[574, 1101, 1038, 466, 315, 1021]"
11.0,590.76,6,"[512, 769, 302, 390, 168, 1163, 771, 147, 1222, 362, 37]"
5.0,553.68,6,"[512, 980, 1159, 315, 1045]"
41.0,696.9,7,"[512, 769, 387, 390, 1163, 1311, 487, 1194, 1021, 657, 731, 785, 941, 160, 927, 825, 852, 939, 848, 930, 1325, 832, 464, 1372, 858, 610, 63, 492, 1380, 1264, 382, 1221, 996, 328, 90, 755, 102, 742, 488, 876, 889]"
13.0,588.58,7,"[1026, 1101, 1038, 315, 466, 601, 18, 780, 66, 864, 1252, 932, 1325]"
31.0,670.98,7,"[512, 769, 387, 390, 154, 932, 825, 18, 1296, 1325, 700, 650, 1221, 1194, 939, 631, 780, 484, 875, 876, 848, 327, 558, 737, 328, 994, 893, 767, 492, 369, 749]"
13.0,599.68,6,"[1198, 390, 1038, 315, 18, 466, 932, 601, 780, 66, 864, 171, 1252]"
14.0,598.8,7,"[499, 390, 718, 195, 18, 932, 319, 562, 1036, 574, 1325, 1120, 1252, 700]"
15.0,615.96,6,"[512, 769, 387, 390, 1163, 1311, 657, 785, 790, 487, 476, 801, 232, 832, 14]"
34.0,681.62,7,"[512, 769, 387, 390, 1163, 1311, 487, 1021, 1194, 759, 749, 731, 369, 657, 941, 123, 785, 825, 852, 160, 927, 848, 767, 939, 1372, 63, 610, 492, 797, 858, 832, 1325, 930, 328]"
30.0,667.6,7,"[512, 769, 707, 390, 154, 825, 932, 1296, 1325, 18, 700, 650, 1221, 1194, 939, 631, 484, 780, 875, 876, 848, 327, 558, 737, 328, 994, 893, 767, 492, 369]"
27.0,665.06,7,"[512, 769, 387, 390, 154, 631, 825, 941, 1296, 785, 650, 160, 852, 700, 18, 1194, 747, 939, 1221, 1325, 854, 893, 513, 848, 780, 328, 492]"
49.00000000000001,710.46,7,"[512, 769, 387, 390, 154, 825, 1311, 487, 1021, 759, 749, 548, 369, 1194, 700, 631, 731, 272, 1342, 939, 820, 848, 780, 785, 1052, 852, 854, 927, 492, 160, 941, 808, 1341, 1264, 382, 1380, 63, 832, 858, 1362, 1239, 90, 221, 989, 737, 889, 482, 488, 876]"
33.0,675.52,7,"[512, 769, 387, 390, 1163, 1311, 487, 1021, 1194, 759, 749, 731, 369, 657, 941, 123, 785, 825, 852, 160, 927, 1372, 767, 63, 848, 610, 797, 1023, 858, 832, 328, 492, 1325]"
11.0,580.5,7,"[512, 769, 387, 390, 154, 1204, 864, 98, 18, 780, 1325]"
16.0,623.48,6,"[512, 769, 387, 390, 1163, 841, 487, 1021, 1194, 1013, 759, 731, 476, 801, 232, 832]"
