n_nodes,influence,nodes
29.0,79.36,"[433, 806, 350, 807, 821, 533, 837, 783, 487, 200, 708, 509, 850, 810, 672, 747, 874, 504, 688, 718, 701, 506, 762, 256, 569, 835, 960, 779, 678]"
25.0,72.98,"[280, 505, 345, 991, 862, 680, 653, 855, 702, 746, 672, 845, 465, 305, 674, 719, 423, 701, 866, 800, 880, 613, 712, 490, 406]"
5.0,23.08,"[691, 719, 210, 855, 858]"
32.0,87.08,"[665, 852, 684, 789, 734, 195, 703, 769, 731, 634, 822, 272, 601, 969, 611, 347, 742, 235, 459, 842, 737, 437, 1017, 861, 686, 720, 541, 487, 763, 855, 213, 791]"
1.0,4.3,[714]
2.0,7.66,"[1020, 815]"
8.0,32.42,"[428, 637, 840, 808, 813, 713, 714, 835]"
23.0,67.9,"[691, 719, 210, 855, 858, 1042, 779, 658, 709, 760, 236, 1033, 710, 1067, 907, 463, 649, 690, 794, 970, 373, 475, 376]"
26.0,78.58,"[766, 654, 650, 868, 857, 859, 843, 677, 712, 851, 986, 709, 760, 236, 1033, 710, 1067, 907, 463, 649, 593, 794, 970, 373, 475, 376]"
21.0,65.28,"[691, 858, 719, 855, 210, 1042, 779, 709, 760, 658, 236, 1033, 710, 685, 907, 463, 649, 211, 763, 648, 840]"
10.0,35.94,"[428, 637, 840, 826, 812, 847, 566, 855, 465, 402]"
3.0,16.12,"[736, 653, 697]"
9.0,34.46,"[766, 453, 840, 756, 172, 509, 809, 880, 807]"
17.0,55.68,"[1075, 723, 745, 826, 301, 795, 525, 648, 713, 602, 658, 777, 803, 832, 1023, 463, 649]"
19.0,61.58,"[577, 655, 826, 840, 715, 795, 681, 713, 602, 489, 832, 648, 777, 1023, 725, 649, 658, 690, 794]"
18.0,57.46,"[577, 655, 826, 840, 715, 681, 795, 489, 725, 324, 602, 690, 832, 1023, 648, 649, 777, 658]"
4.0,16.52,"[674, 563, 826, 380]"
15.0,53.4,"[649, 723, 414, 725, 715, 745, 660, 658, 835, 840, 714, 802, 849, 832, 330]"
14.0,50.12,"[450, 723, 745, 767, 874, 869, 660, 66, 1238, 849, 690, 794, 802, 840]"
11.0,48.24,"[649, 723, 767, 859, 849, 732, 353, 869, 802, 835, 840]"
