n_nodes,influence,time,nodes
5.0,360.2,6,"[385, 899, 947, 617, 509]"
2.0,314.44,5,"[868, 495]"
15.0,432.94,7,"[898, 259, 51, 797, 925, 656, 17, 498, 277, 1015, 373, 155, 506, 115, 375]"
5.0,389.42,5,"[898, 652, 947, 543, 509]"
10.0,421.88,6,"[868, 793, 774, 220, 1018, 805, 128, 568, 879, 591]"
27.0,464.82,7,"[898, 259, 51, 797, 925, 656, 17, 498, 277, 1015, 373, 155, 506, 115, 375, 52, 309, 911, 699, 322, 716, 715, 848, 218, 330, 605, 493]"
35.0,480.5,7,"[385, 259, 260, 961, 988, 65, 569, 498, 277, 280, 153, 437, 776, 683, 717, 511, 167, 130, 555, 44, 431, 304, 691, 52, 309, 73, 699, 322, 715, 848, 218, 832, 604, 993, 354]"
12.0,410.06,7,"[387, 109, 639, 925, 656, 467, 217, 538, 17, 202, 498, 155]"
10.0,405.2,7,"[387, 143, 774, 220, 1018, 805, 128, 568, 879, 591]"
13.0,418.88,7,"[385, 899, 578, 925, 498, 656, 17, 277, 201, 153, 700, 217, 988]"
9.0,409.12,6,"[898, 899, 127, 659, 756, 877, 151, 502, 443]"
4.0,354.22,5,"[898, 652, 947, 389]"
3.0,349.62,5,"[898, 969, 485]"
6.0,372.84,6,"[898, 652, 947, 531, 597, 146]"
17.0,440.68,6,"[898, 652, 947, 42, 656, 17, 498, 277, 388, 280, 153, 103, 511, 988, 605, 776, 683]"
29.0,477.48,7,"[898, 259, 127, 992, 659, 776, 772, 420, 178, 627, 108, 336, 282, 111, 119, 217, 679, 740, 490, 974, 60, 267, 653, 960, 51, 334, 429, 834, 324]"
19.0,441.28,7,"[898, 259, 51, 857, 995, 653, 151, 420, 756, 178, 627, 336, 108, 282, 776, 217, 619, 429, 119]"
14.0,434.42,6,"[898, 117, 845, 656, 659, 17, 498, 277, 388, 280, 153, 103, 511, 653]"
17.0,436.0,7,"[898, 259, 51, 797, 925, 656, 619, 498, 277, 1015, 373, 155, 511, 988, 605, 776, 683]"
14.0,423.7,7,"[385, 259, 797, 925, 335, 565, 586, 420, 178, 883, 627, 119, 217, 653]"
7.0,394.82,5,"[898, 259, 401, 797, 925, 845, 438]"
36.0,490.22,7,"[898, 117, 51, 659, 988, 65, 498, 437, 569, 280, 153, 277, 717, 683, 511, 167, 292, 699, 44, 73, 431, 309, 691, 52, 304, 776, 604, 322, 993, 218, 354, 609, 130, 330, 715, 95]"
21.0,451.16,6,"[385, 899, 73, 1028, 1018, 316, 128, 130, 117, 495, 518, 20, 408, 799, 558, 689, 928, 818, 60, 960, 834]"
22.0,457.94,6,"[898, 652, 947, 42, 656, 17, 498, 277, 388, 280, 153, 103, 233, 185, 517, 699, 322, 119, 776, 683, 249, 891]"
23.0,457.9,7,"[898, 652, 127, 656, 575, 332, 772, 420, 178, 627, 336, 452, 282, 119, 217, 267, 653, 429, 108, 334, 51, 60, 960]"
41.0,492.36,7,"[898, 259, 51, 797, 653, 151, 280, 877, 277, 941, 437, 26, 231, 709, 888, 272, 494, 776, 699, 665, 683, 324, 322, 76, 715, 605, 116, 119, 229, 1020, 142, 886, 187, 249, 891, 974, 340, 87, 339, 985, 829]"
49.00000000000001,505.44,7,"[898, 652, 127, 992, 659, 772, 420, 178, 627, 336, 679, 282, 217, 267, 653, 429, 108, 334, 51, 776, 60, 494, 960, 834, 111, 116, 119, 76, 1020, 324, 620, 945, 886, 766, 753, 691, 476, 349, 224, 737, 610, 985, 340, 974, 59, 339, 356, 741, 241]"
15.0,439.96,6,"[898, 899, 51, 879, 656, 17, 498, 277, 280, 153, 437, 776, 683, 26, 533]"
18.0,437.36,7,"[898, 899, 127, 1036, 656, 17, 498, 277, 280, 153, 533, 339, 437, 26, 985, 829, 776, 683]"
45.0,500.08,7,"[898, 259, 401, 797, 653, 877, 151, 277, 280, 153, 683, 229, 437, 26, 185, 760, 776, 699, 322, 715, 231, 709, 888, 272, 119, 494, 665, 324, 76, 116, 249, 891, 1020, 886, 7, 974, 340, 87, 339, 985, 476, 349, 741, 224, 737]"
21.0,445.24,7,"[898, 117, 845, 656, 659, 17, 498, 277, 388, 280, 153, 103, 511, 339, 985, 476, 1005, 653, 741, 224, 737]"
28.0,471.74,7,"[387, 565, 127, 992, 681, 776, 772, 420, 178, 627, 336, 679, 282, 119, 217, 267, 653, 429, 108, 334, 51, 60, 960, 834, 324, 111, 620, 76]"
13.0,428.24,6,"[898, 14, 947, 42, 656, 17, 498, 277, 388, 700, 153, 217, 988]"
7.0,380.52,6,"[385, 109, 639, 925, 784, 498, 438]"
26.0,464.04,7,"[898, 259, 127, 992, 659, 776, 772, 111, 178, 627, 420, 679, 282, 108, 336, 119, 217, 740, 490, 974, 60, 267, 758, 653, 429, 51]"
22.0,446.16,7,"[898, 259, 51, 857, 995, 151, 653, 756, 619, 420, 627, 178, 334, 282, 834, 336, 217, 324, 691, 108, 119, 429]"
8.0,395.22,6,"[898, 117, 51, 188, 660, 336, 548, 890]"
9.0,409.24,5,"[898, 259, 51, 596, 925, 656, 17, 502, 443]"
9.0,386.78,7,"[524, 647, 51, 574, 925, 146, 309, 369, 128]"
