n_nodes,influence,nodes
11.0,1576.48,"[1948, 1823, 2102, 2666, 1813, 1219, 2334, 3365, 2863, 1927, 2654]"
10.0,1548.02,"[3437, 1929, 1841, 1946, 438, 960, 2680, 3258, 1737, 1380]"
6.0,1397.32,"[2966, 2464, 1983, 2602, 1628, 1986]"
91.0,1735.2,"[1539, 515, 3096, 2078, 3112, 40, 56, 3645, 62, 1604, 584, 2633, 2634, 1611, 2639, 597, 3676, 1628, 3166, 1632, 98, 3693, 1645, 2179, 2180, 2198, 1176, 674, 676, 2732, 1709, 685, 1712, 1201, 3259, 2238, 3262, 710, 1223, 2252, 718, 728, 221, 240, 3312, 1780, 757, 759, 2302, 2824, 1290, 3344, 2331, 2334, 1823, 802, 1833, 3370, 825, 826, 2367, 1344, 2882, 324, 837, 3910, 1870, 3410, 2413, 2932, 3449, 390, 396, 2960, 3484, 2462, 416, 933, 1959, 2985, 942, 1467, 1991, 971, 2515, 3031, 1506, 495, 1015, 1526, 3575]"
5.0,1354.04,"[608, 2706, 1929, 2261, 1877]"
88.0,1728.04,"[257, 2691, 3204, 3462, 3341, 2958, 1812, 1814, 2101, 2618, 2110, 3141, 4005, 1610, 2126, 1616, 3665, 2132, 3157, 1642, 107, 1132, 641, 54, 2178, 136, 650, 2700, 140, 143, 2706, 1171, 1176, 3744, 1699, 1710, 703, 3797, 2780, 1766, 242, 758, 1784, 3843, 3333, 3334, 1293, 2319, 783, 787, 2334, 3883, 1325, 3375, 1840, 2866, 2872, 2874, 1854, 3905, 3926, 3933, 353, 2417, 371, 3965, 3454, 1410, 1928, 3989, 406, 409, 2972, 3997, 2983, 2475, 428, 4023, 2488, 1995, 3532, 972, 462, 978, 3548, 481, 3042, 505]"
2.0,763.68,"[1195, 3114]"
16.0,1593.52,"[1559, 2685, 2777, 2290, 3292, 2542, 634, 1812, 1984, 1268, 1182, 805, 3258, 2406, 1964, 694]"
18.0,1612.58,"[1559, 2777, 477, 2655, 3462, 3341, 2958, 1812, 2922, 2624, 2934, 2296, 694, 2406, 1268, 3113, 3500, 1964]"
51.0,1725.82,"[3437, 2559, 56, 3096, 2078, 2648, 2842, 2359, 40, 1725, 3843, 3258, 2224, 249, 2993, 3064, 2782, 1440, 694, 2665, 429, 3672, 1970, 3500, 2271, 663, 1636, 3495, 1984, 3833, 3001, 2767, 1796, 705, 2114, 3955, 1879, 1016, 734, 1664, 3052, 3830, 604, 2296, 493, 745, 1513, 1137, 3292, 1015, 2291]"
44.0,1711.72,"[3437, 2559, 56, 2078, 3096, 2648, 2842, 2359, 3258, 2224, 1725, 249, 40, 2993, 2782, 3843, 1440, 3064, 2665, 429, 1970, 2271, 694, 663, 1636, 3495, 1984, 3672, 3001, 3500, 2767, 1796, 3833, 705, 774, 3955, 1879, 1016, 734, 1664, 3052, 3830, 604, 2296]"
47.0,1714.14,"[3437, 2559, 56, 1876, 1987, 3096, 2922, 1159, 1725, 1812, 1391, 3843, 2782, 3637, 1205, 566, 1796, 2027, 845, 54, 40, 694, 3385, 2494, 3500, 3495, 2224, 3672, 1415, 2299, 2023, 1964, 1269, 2741, 3113, 3051, 3833, 3982, 474, 3052, 1138, 2291, 3573, 2358, 1132, 238, 260]"
32.0,1705.06,"[3437, 774, 2786, 2958, 56, 3373, 2249, 1876, 3096, 2922, 1725, 2290, 3258, 1812, 1018, 2494, 1984, 3834, 1911, 1141, 429, 2107, 990, 493, 805, 40, 1269, 3113, 694, 3672, 3500, 1477]"
40.0,1705.72,"[3437, 2559, 388, 2719, 1093, 802, 3802, 680, 56, 1263, 295, 694, 474, 2406, 1391, 1876, 3096, 2741, 2529, 2782, 3297, 3057, 1421, 3051, 54, 3833, 3982, 182, 1138, 2433, 3573, 1692, 3637, 2358, 1132, 3672, 2352, 805, 2608, 260]"
21.0,1700.82,"[3437, 2742, 2719, 2696, 1969, 1656, 805, 827, 781, 3495, 1310, 3605, 2559, 2626, 3672, 1387, 2782, 1391, 3096, 1785, 56]"
