n_nodes,influence,nodes
11.0,657.12,"[1078, 809, 974, 505, 360, 328, 1002, 1000, 8, 1161, 437]"
17.0,703.08,"[1081, 403, 897, 144, 1043, 600, 210, 497, 1091, 152, 367, 197, 311, 1127, 350, 593, 1110]"
12.0,658.44,"[83, 892, 888, 899, 862, 376, 22, 1000, 719, 986, 1159, 359]"
27.0,745.38,"[1160, 1425, 659, 1048, 795, 667, 798, 417, 33, 1442, 1445, 166, 53, 439, 311, 831, 1087, 1480, 1101, 475, 1499, 1124, 1385, 1514, 235, 1530, 1023]"
5.0,526.22,"[954, 751, 559, 650, 862]"
8.0,554.22,"[570, 1153, 1018, 768, 772, 1413, 1285, 529]"
15.0,689.48,"[448, 897, 130, 196, 1542, 903, 7, 376, 752, 584, 90, 938, 1140, 1000, 246]"
28.0,767.0,"[266, 1165, 19, 513, 160, 856, 175, 128, 1293, 1294, 15, 526, 657, 529, 1172, 265, 28, 29, 628, 38, 1056, 1062, 45, 821, 436, 182, 1204, 327]"
24.0,734.46,"[1027, 259, 178, 645, 512, 997, 7, 1000, 376, 1530, 269, 1278, 142, 497, 242, 205, 501, 1275, 1023, 891, 894, 747, 90, 815]"
52.0,844.74,"[266, 1165, 19, 375, 160, 856, 49, 1004, 1537, 111, 1225, 36, 1294, 15, 526, 529, 1172, 657, 28, 959, 576, 704, 834, 74, 202, 29, 591, 1496, 1285, 65, 1278, 128, 753, 1220, 56, 100, 1530, 747, 1112, 472, 81, 722, 90, 364, 1389, 110, 1092, 1140, 246, 1224, 1481, 1347]"
46.0,835.02,"[266, 1165, 19, 734, 1278, 856, 230, 1130, 1293, 160, 1464, 1496, 1135, 591, 38, 802, 83, 1347, 778, 1294, 15, 49, 111, 513, 1225, 65, 1220, 1392, 1092, 472, 657, 1224, 745, 1112, 710, 948, 576, 60, 74, 81, 722, 90, 704, 1285, 385, 265]"
55.0,867.6,"[1282, 132, 1155, 505, 784, 1297, 50, 1428, 790, 151, 1353, 1501, 608, 205, 225, 884, 1285, 753, 745, 1294, 202, 1172, 83, 15, 1283, 959, 704, 56, 28, 100, 29, 81, 1112, 529, 752, 128, 1496, 722, 1075, 49, 472, 1220, 1278, 1389, 1530, 1140, 90, 246, 110, 265, 385, 1092, 1224, 1481, 364]"
53.0,850.6,"[1282, 132, 1155, 505, 784, 1297, 50, 1428, 790, 151, 1353, 1501, 608, 205, 225, 884, 1285, 753, 745, 1172, 1294, 202, 83, 1283, 959, 15, 529, 752, 704, 100, 111, 56, 81, 1112, 1347, 28, 860, 29, 1496, 74, 722, 128, 1278, 472, 1389, 1530, 265, 1140, 1092, 246, 1224, 90, 110]"
51.0,840.98,"[266, 1165, 1136, 766, 899, 670, 1362, 516, 97, 658, 1353, 959, 1501, 608, 202, 1294, 205, 225, 1285, 753, 745, 274, 29, 1004, 591, 111, 81, 385, 884, 1496, 1256, 529, 722, 83, 1092, 1389, 1530, 1481, 90, 1163, 1140, 246, 1220, 38, 49, 110, 65, 802, 1224, 1225, 364]"
34.0,828.06,"[266, 1172, 745, 496, 1278, 534, 752, 163, 1361, 768, 1362, 494, 529, 884, 256, 128, 772, 45, 179, 1033, 265, 19, 1020, 1130, 796, 38, 680, 809, 688, 182, 312, 74, 80, 90]"
