n_nodes,influence,communities,time,nodes,std
20.0,454.9,5,21,"[873, 554, 513, 109, 2, 455, 773, 591, 532, 769, 346, 610, 357, 295, 792, 611, 196, 938, 328, 717]",120.8666058098762
24.0,492.54,5,21,"[873, 468, 0, 717, 513, 455, 792, 341, 328, 769, 398, 124, 938, 773, 591, 553, 357, 611, 914, 346, 109, 610, 196, 581]",113.70969351818691
13.0,325.24,6,19,"[873, 840, 83, 468, 196, 773, 328, 938, 553, 717, 524, 792, 361]",123.41060570307562
8.0,222.38,6,17,"[873, 840, 834, 744, 68, 586, 196, 204]",100.92749080404208
18.0,412.04,5,20,"[873, 468, 455, 792, 717, 0, 201, 341, 609, 769, 611, 196, 398, 328, 773, 938, 591, 553]",127.963394765847
1.0,54.5,1,7,[341],59.63418147337985
20.0,439.5,6,21,"[873, 468, 717, 0, 513, 455, 792, 341, 564, 663, 328, 311, 839, 769, 938, 591, 507, 196, 553, 109]",117.09175889019687
22.0,422.5,7,21,"[873, 468, 843, 978, 99, 792, 697, 144, 564, 938, 591, 341, 769, 842, 346, 610, 553, 0, 196, 513, 398, 773]",111.66119469179971
14.0,341.86,6,19,"[873, 468, 843, 280, 978, 663, 697, 938, 773, 854, 40, 939, 196, 36]",113.37935614564056
10.0,275.76,5,17,"[873, 368, 773, 40, 939, 360, 196, 341, 109, 591]",128.05280160933611
5.0,133.32,5,16,"[873, 513, 840, 341, 729]",108.2466738519018
5.0,173.88,4,15,"[904, 196, 865, 717, 341]",89.97360501836079
12.0,325.1,6,20,"[873, 341, 376, 450, 513, 663, 0, 840, 196, 773, 109, 591]",105.40670946386668
2.0,109.36,2,13,"[873, 173]",101.1260381899736
24.0,475.06,7,20,"[873, 86, 859, 328, 840, 109, 455, 341, 398, 513, 124, 938, 773, 591, 346, 553, 914, 610, 769, 196, 0, 357, 709, 665]",118.6849206934057
12.0,332.52,5,17,"[873, 554, 610, 196, 811, 109, 611, 769, 0, 914, 401, 963]",116.28972267573778
19.0,416.06,7,18,"[873, 86, 859, 328, 219, 840, 455, 341, 398, 513, 124, 938, 773, 591, 346, 553, 0, 610, 196]",100.48041401188591
10.0,258.06,6,15,"[873, 260, 590, 531, 402, 663, 453, 196, 0, 840]",102.53638573696657
6.0,226.7,5,17,"[873, 554, 16, 196, 437, 840]",107.13233125438836
9.0,288.68,4,17,"[873, 468, 16, 591, 346, 60, 304, 0, 196]",110.20492910936424
8.0,170.58,7,15,"[873, 595, 66, 86, 840, 663, 402, 453]",70.8184269805536
13.0,315.48,7,20,"[873, 42, 86, 253, 513, 663, 346, 840, 591, 0, 610, 553, 196]",104.58122393623056
4.0,184.36,3,14,"[873, 554, 238, 196]",79.99840998419906
9.0,296.2,3,19,"[873, 173, 611, 105, 346, 109, 610, 196, 581]",115.81492304534852
4.0,167.34,4,15,"[798, 554, 16, 196]",91.9622618251639
23.0,474.84,5,20,"[873, 554, 388, 196, 16, 663, 455, 341, 398, 513, 0, 124, 938, 773, 591, 346, 553, 339, 610, 769, 240, 709, 665]",128.0595736366477
5.0,194.2,3,15,"[873, 267, 105, 611, 196]",101.87867490304338
3.0,167.32,3,16,"[873, 716, 196]",115.79499125609881
8.0,271.34,5,17,"[873, 554, 16, 341, 550, 196, 769, 927]",124.67385451649436
7.0,166.04,7,14,"[873, 86, 16, 602, 769, 821, 341]",103.86720175300768
14.0,359.18,5,19,"[873, 799, 16, 341, 602, 789, 665, 611, 124, 769, 610, 196, 398, 357]",130.8794193141152
15.0,369.88,6,18,"[873, 799, 16, 602, 709, 665, 124, 938, 769, 341, 591, 610, 196, 553, 870]",149.3867316731978
23.0,465.98,7,20,"[873, 86, 581, 0, 717, 513, 455, 773, 341, 328, 769, 792, 124, 398, 914, 856, 610, 776, 196, 938, 611, 591, 346]",133.80969172672062
15.0,343.4,7,22,"[873, 86, 16, 663, 109, 17, 769, 455, 610, 856, 341, 328, 196, 553, 24]",123.16963911613934
7.0,269.86,5,17,"[873, 388, 16, 550, 341, 769, 196]",113.76317330313883
6.0,196.24,6,16,"[873, 86, 16, 576, 703, 196]",101.33790011639277
16.0,401.1,7,20,"[873, 86, 0, 826, 513, 196, 18, 455, 341, 398, 124, 328, 769, 610, 553, 109]",132.5252413693331
9.0,254.04,6,17,"[873, 567, 18, 602, 630, 821, 341, 769, 196]",111.85986947963062
11.0,307.88,7,18,"[873, 86, 16, 840, 328, 109, 769, 453, 341, 196, 455]",108.59157425877939
9.0,230.64,7,16,"[873, 86, 846, 16, 602, 821, 769, 196, 594]",108.0056591109929
14.0,336.12,7,20,"[873, 86, 16, 840, 453, 109, 328, 346, 341, 610, 769, 594, 196, 455]",122.82223902860589
