n_nodes,influence,nodes
33.0,50.86,"[323, 631, 295, 189, 315, 232, 249, 531, 636, 585, 321, 551, 581, 61, 268, 377, 510, 393, 310, 611, 224, 624, 630, 312, 543, 622, 523, 3, 649, 538, 593, 558, 259]"
31.0,50.38,"[260, 274, 295, 569, 643, 607, 202, 553, 633, 631, 622, 54, 588, 528, 1, 212, 185, 537, 300, 269, 187, 223, 8, 526, 646, 236, 573, 641, 199, 247, 190]"
23.0,36.6,"[619, 545, 1, 256, 564, 261, 290, 607, 518, 529, 213, 44, 645, 4, 208, 539, 198, 291, 404, 337, 303, 542, 635]"
3.0,4.64,"[164, 590, 548]"
2.0,2.96,"[263, 293]"
20.0,31.9,"[544, 279, 511, 532, 215, 20, 395, 293, 539, 267, 133, 571, 579, 307, 219, 255, 291, 650, 301, 184]"
1.0,1.9,[227]
3.0,4.64,"[405, 590, 548]"
26.0,41.4,"[619, 545, 1, 256, 564, 261, 290, 607, 518, 529, 213, 44, 645, 535, 208, 539, 198, 291, 404, 303, 337, 542, 635, 534, 307, 593]"
6.0,9.34,"[636, 568, 577, 267, 547, 150]"
30.0,47.94,"[292, 208, 200, 199, 190, 650, 627, 192, 341, 214, 48, 569, 186, 294, 542, 557, 15, 245, 543, 284, 551, 348, 241, 634, 312, 92, 41, 285, 4, 131]"
28.0,44.08,"[59, 486, 474, 650, 247, 308, 287, 269, 180, 214, 541, 248, 586, 196, 88, 368, 185, 647, 30, 293, 597, 634, 290, 209, 516, 526, 581, 623]"
4.0,6.82,"[619, 545, 227, 244]"
8.0,13.18,"[250, 548, 296, 302, 183, 500, 645, 535]"
27.0,43.46,"[250, 548, 680, 302, 183, 500, 645, 535, 544, 551, 209, 607, 134, 16, 627, 588, 223, 268, 242, 474, 311, 235, 428, 571, 529, 136, 253]"
19.0,30.24,"[544, 279, 190, 315, 598, 211, 636, 291, 337, 542, 303, 635, 404, 24, 298, 529, 557, 198, 208]"
24.0,39.06,"[619, 545, 254, 267, 213, 230, 337, 645, 682, 15, 209, 650, 20, 333, 233, 635, 529, 404, 198, 303, 543, 284, 348, 51]"
17.0,28.06,"[250, 279, 79, 315, 183, 211, 636, 212, 303, 404, 635, 529, 198, 208, 605, 190, 307]"
22.0,36.24,"[619, 533, 254, 267, 191, 183, 645, 501, 279, 125, 650, 526, 58, 268, 233, 635, 529, 404, 198, 303, 543, 489]"
21.0,35.26,"[619, 533, 254, 267, 191, 183, 645, 501, 125, 279, 650, 526, 58, 268, 233, 635, 529, 198, 303, 404, 290]"
7.0,12.36,"[688, 353, 212, 254, 304, 183, 125]"
9.0,15.94,"[625, 78, 212, 254, 253, 353, 261, 306, 285]"
10.0,17.72,"[297, 212, 353, 588, 309, 492, 227, 201, 564, 322]"
11.0,20.06,"[518, 542, 254, 46, 311, 307, 353, 305, 526, 183, 635]"
18.0,29.98,"[297, 353, 634, 83, 560, 109, 511, 201, 183, 33, 255, 261, 635, 258, 482, 268, 267, 242]"
16.0,27.4,"[518, 94, 311, 83, 337, 560, 546, 253, 353, 291, 574, 183, 482, 268, 520, 644]"
15.0,26.38,"[518, 212, 109, 560, 254, 258, 564, 546, 291, 183, 445, 187, 268, 622, 353]"
12.0,22.12,"[518, 642, 266, 574, 287, 249, 554, 284, 386, 546, 353, 551]"
14.0,25.66,"[518, 195, 542, 616, 287, 135, 268, 249, 242, 574, 353, 546, 551, 317]"
13.0,23.92,"[518, 195, 210, 537, 287, 284, 607, 617, 266, 249, 574, 353, 183]"
