n_nodes,influence,nodes
89.0,1773.7,"[1024, 2, 526, 1041, 34, 1573, 48, 1073, 1601, 1602, 583, 75, 1617, 1117, 1631, 107, 1132, 1655, 1658, 1147, 1148, 1685, 1173, 154, 1181, 675, 1202, 693, 1724, 706, 713, 724, 1750, 1760, 1765, 1769, 244, 756, 1785, 1278, 262, 776, 271, 1301, 1814, 1313, 1315, 1318, 1836, 1843, 316, 842, 845, 854, 344, 867, 1385, 1897, 1388, 366, 880, 1907, 888, 892, 1409, 902, 1416, 1929, 1424, 401, 913, 1428, 408, 409, 1949, 1959, 937, 939, 956, 446, 1472, 968, 2002, 2004, 1493, 486, 1014, 1533, 1534]"
72.0,1766.14,"[1235, 132, 1416, 777, 1160, 1931, 1038, 1294, 1424, 274, 78, 793, 922, 1307, 924, 157, 673, 1187, 293, 38, 294, 1704, 1449, 938, 424, 1963, 944, 305, 49, 1366, 1461, 1845, 948, 1208, 2047, 830, 190, 1351, 711, 1613, 1101, 1999, 1742, 1873, 470, 472, 1497, 992, 867, 355, 229, 230, 1383, 1637, 1513, 105, 1515, 487, 490, 1006, 743, 112, 1904, 8, 1779, 1014, 633, 1530, 127, 253, 638, 639]"
2.0,1730.04,"[89, 346]"
74.0,1770.44,"[1532, 1798, 1548, 777, 1112, 364, 616, 1424, 274, 148, 793, 772, 1307, 922, 156, 1564, 1953, 1954, 931, 465, 1446, 1832, 939, 1709, 253, 1070, 2005, 605, 1455, 1759, 212, 728, 1200, 816, 946, 51, 1334, 1399, 313, 1082, 320, 963, 1732, 1362, 966, 840, 585, 1100, 1485, 80, 1232, 1105, 1905, 1363, 723, 1109, 2007, 1458, 726, 1632, 1892, 1805, 358, 1511, 1514, 620, 1388, 684, 1777, 369, 629, 122, 1403, 638]"
63.0,1764.1,"[1665, 1495, 1936, 1847, 923, 432, 1222, 1458, 1101, 1999, 1742, 1873, 470, 472, 1497, 992, 786, 355, 229, 230, 1383, 1637, 1513, 105, 1832, 939, 405, 1455, 1200, 274, 816, 946, 51, 1334, 1975, 313, 1219, 320, 963, 1362, 1732, 1545, 966, 840, 585, 1070, 1232, 1105, 979, 1363, 723, 155, 1485, 80, 795, 286, 289, 212, 605, 728, 1759, 1632, 620]"
6.0,1735.2,"[974, 513, 1413, 44, 681, 2011]"
32.0,1757.52,"[1569, 1123, 1458, 1395, 923, 1416, 952, 1975, 244, 1165, 1082, 1493, 320, 1953, 1011, 1954, 254, 931, 1996, 888, 1485, 253, 465, 1159, 1755, 1905, 498, 1506, 1916, 1455, 1200, 816]"
24.0,1755.58,"[1665, 960, 373, 777, 1294, 513, 1656, 1178, 533, 158, 1430, 910, 1704, 1449, 1514, 320, 1732, 1011, 938, 888, 424, 1362, 1485, 253]"
21.0,1753.64,"[1665, 1852, 284, 923, 777, 964, 1187, 1097, 533, 1485, 1430, 322, 320, 1953, 1148, 952, 1466, 254, 931, 1996, 888]"
23.0,1755.4,"[1665, 1550, 950, 923, 777, 386, 1656, 533, 1430, 1178, 158, 910, 325, 1449, 320, 1514, 1125, 1011, 938, 424, 1362, 1485, 888]"
15.0,1752.36,"[549, 897, 1458, 269, 1294, 847, 1468, 1528, 1493, 1430, 83, 1455, 533, 1200, 881]"
19.0,1752.76,"[878, 960, 1758, 1416, 923, 1831, 1097, 1178, 1349, 1430, 320, 1493, 1247, 1953, 1466, 254, 931, 1011, 816]"
7.0,1751.7,"[1507, 1181, 935, 517, 1521, 1430, 898]"
