n_nodes,influence,time,nodes
17.0,636.4,5,"[1799, 2484, 1943, 1842, 2915, 2655, 1298, 1402, 1645, 2202, 1551, 1554, 2873, 2694, 2264, 3386, 1684]"
78.0,1945.12,7,"[3830, 2084, 2359, 538, 3417, 2653, 2354, 1126, 2244, 2319, 1054, 395, 2363, 980, 1926, 1006, 107, 2216, 1940, 2594, 2428, 1059, 2559, 2020, 2287, 2172, 2072, 1684, 3906, 2946, 3387, 3293, 1712, 3070, 2629, 1520, 3019, 503, 1717, 1997, 2464, 2778, 1912, 2642, 2950, 2188, 1725, 1554, 1972, 1330, 2088, 484, 2394, 2235, 637, 1340, 3593, 1741, 2064, 526, 513, 941, 1589, 348, 3195, 412, 1864, 2364, 3206, 1613, 1315, 942, 3076, 3115, 1576, 2198, 2611, 3437]"
4.0,67.02,4,"[1920, 2495, 2741, 1237]"
9.0,237.26,7,"[322, 1516, 954, 3140, 2201, 1591, 3800, 2512, 2290]"
1.0,21.84,1,[556]
18.0,687.9,5,"[946, 3378, 1938, 2118, 3172, 2210, 2081, 3021, 2430, 1659, 1480, 1692, 1866, 2261, 1323, 107, 1604, 513]"
8.0,245.52,5,"[1351, 2560, 475, 2773, 4035, 1812, 1376, 2555]"
12.0,365.6,5,"[2213, 2206, 1804, 57, 2653, 1373, 2384, 1238, 2526, 1352, 2951, 2468]"
13.0,457.12,4,"[3119, 1912, 1772, 2374, 460, 1376, 1277, 2469, 1076, 1868, 1737, 954, 1516]"
67.0,1654.64,7,"[3830, 2084, 2359, 538, 3417, 2653, 2354, 2319, 1126, 1054, 2244, 395, 2363, 1076, 1926, 1006, 107, 2216, 1940, 2594, 2428, 1059, 2559, 2020, 2287, 2172, 2072, 3906, 1684, 2946, 3387, 3293, 1712, 3070, 2629, 1520, 3019, 503, 1717, 1833, 1820, 2913, 1912, 3948, 3804, 2247, 2464, 2526, 2589, 1483, 2338, 2288, 1689, 2706, 2461, 271, 982, 1955, 3324, 1282, 2600, 1864, 1369, 2484, 3072, 954, 2969]"
12.0,308.14,7,"[946, 3378, 1938, 2118, 3172, 232, 2081, 3021, 1791, 3921, 2229, 2333]"
20.0,546.06,6,"[2862, 2084, 3411, 2104, 2047, 423, 1205, 3132, 2988, 2074, 3017, 745, 916, 3029, 3152, 3396, 1516, 395, 1126, 3672]"
17.0,405.54,7,"[3830, 2084, 2359, 1267, 1193, 997, 2604, 1205, 1260, 1224, 980, 3344, 297, 925, 544, 2463, 3169]"
14.0,341.04,6,"[946, 3378, 1938, 2118, 3172, 2210, 2081, 3021, 1571, 1659, 3851, 2451, 2468, 2240]"
