n_nodes,influence,nodes
2.0,406.82,"[1612, 1134]"
6.0,731.64,"[1542, 737, 1585, 965, 1582, 1227]"
50.0,1066.72,"[642, 131, 137, 1422, 271, 1426, 660, 276, 1942, 1686, 408, 1048, 1818, 668, 36, 1833, 1449, 555, 1451, 813, 46, 1710, 817, 1076, 1461, 1468, 1598, 575, 706, 324, 718, 1747, 1236, 340, 1237, 348, 989, 1119, 354, 229, 1000, 1513, 123, 1901, 884, 1654, 1785, 506, 1147, 125]"
4.0,633.66,"[1088, 1434, 949, 1876]"
3.0,545.94,"[1152, 1464, 1358]"
35.0,1046.78,"[1628, 542, 1048, 299, 1800, 1416, 1238, 24, 668, 1943, 673, 1825, 935, 1156, 822, 311, 1335, 8, 442, 1242, 699, 448, 1089, 451, 2002, 922, 824, 941, 1891, 613, 486, 364, 91, 1908, 632]"
30.0,1038.82,"[598, 1487, 1445, 1391, 1736, 1064, 1076, 1294, 981, 1685, 920, 669, 1289, 824, 699, 448, 1089, 451, 2002, 941, 1238, 1242, 1267, 1891, 613, 486, 364, 922, 1908, 632]"
16.0,975.94,"[743, 753, 1325, 823, 863, 1446, 1211, 1041, 1097, 439, 1820, 1401, 442, 24, 1566, 1545]"
28.0,1036.84,"[1600, 1339, 1384, 1248, 1506, 1064, 945, 1210, 1557, 1294, 538, 882, 1794, 1062, 795, 558, 1688, 863, 366, 347, 717, 374, 327, 1374, 1084, 1289, 1701, 634]"
32.0,1042.7,"[743, 29, 1566, 1582, 783, 551, 700, 1041, 1394, 1064, 1378, 1097, 669, 2002, 708, 1545, 941, 91, 1238, 416, 634, 1242, 1267, 606, 613, 486, 364, 922, 1908, 1526, 653, 1549]"
19.0,1004.24,"[1072, 326, 783, 1391, 720, 904, 700, 1041, 208, 71, 753, 1657, 669, 561, 1545, 850, 854, 1631, 339]"
24.0,1034.2,"[258, 1138, 1083, 1032, 279, 945, 1090, 1285, 663, 172, 1378, 1401, 1242, 599, 1238, 307, 1543, 634, 1919, 1108, 1206, 850, 1223, 1289]"
7.0,774.12,"[1886, 1376, 858, 757, 1654, 707, 929]"
23.0,1010.64,"[743, 115, 783, 1391, 720, 1368, 700, 669, 1378, 1041, 1401, 1289, 1442, 753, 1919, 1238, 804, 1348, 1223, 1108, 850, 508, 1242]"
17.0,993.06,"[1424, 1151, 1032, 1123, 1090, 863, 1058, 1285, 1378, 1097, 711, 1715, 374, 1064, 634, 1238, 1242]"
13.0,958.44,"[1072, 714, 1032, 1566, 1090, 1106, 1058, 1378, 1285, 981, 1401, 1097, 361]"
14.0,969.26,"[1424, 1151, 1032, 1123, 1090, 904, 1058, 1574, 513, 1285, 1715, 711, 374, 1522]"
8.0,933.96,"[1072, 733, 1290, 1323, 1566, 1127, 874, 1406]"
