n_nodes,influence,nodes
3.0,358.54,"[465, 2, 197]"
1.0,214.02,[372]
19.0,434.24,"[512, 353, 418, 450, 453, 485, 488, 265, 200, 169, 492, 398, 111, 46, 239, 436, 54, 439, 221]"
2.0,292.5,"[469, 149]"
23.0,438.2,"[256, 513, 1, 132, 516, 140, 397, 407, 292, 48, 441, 442, 187, 446, 190, 205, 87, 224, 232, 239, 241, 369, 122]"
16.0,431.72,"[512, 495, 418, 450, 487, 390, 395, 76, 271, 113, 375, 88, 217, 46, 251, 478]"
4.0,379.88,"[101, 358, 136, 474]"
10.0,427.44,"[512, 188, 321, 275, 455, 281, 427, 379, 220, 76]"
15.0,428.9,"[72, 495, 221, 418, 487, 242, 397, 395, 76, 219, 83, 275, 120, 473, 46]"
5.0,413.76,"[234, 263, 59, 478, 208]"
9.0,420.04,"[215, 495, 221, 412, 487, 308, 165, 481, 492]"
8.0,417.42,"[164, 346, 351, 478, 469, 219, 76, 400]"
