n_nodes,influence,time,nodes
9.0,178.28,5,"[471, 311, 205, 404, 402, 213, 302, 501, 25]"
10.0,174.7,7,"[147, 303, 324, 205, 366, 501, 25, 458, 426, 130]"
5.0,148.02,5,"[290, 355, 154, 333, 454]"
24.0,218.12,7,"[301, 514, 335, 333, 91, 208, 371, 406, 283, 28, 415, 31, 34, 168, 170, 48, 465, 83, 86, 345, 346, 93, 94, 380]"
9.0,171.64,6,"[147, 303, 324, 205, 366, 501, 25, 433, 426]"
11.0,183.5,6,"[290, 423, 254, 29, 102, 217, 380, 0, 495, 333, 235]"
18.0,206.3,6,"[106, 283, 38, 67, 85, 16, 145, 331, 448, 379, 428, 230, 469, 438, 199, 396, 349, 407]"
14.0,188.2,7,"[290, 308, 516, 365, 196, 402, 116, 37, 166, 426, 306, 446, 327, 434]"
5.0,118.0,6,"[290, 106, 516, 365, 230]"
20.0,208.78,7,"[290, 355, 516, 483, 182, 79, 448, 485, 37, 166, 123, 446, 306, 9, 77, 434, 348, 93, 493, 432]"
4.0,136.22,5,"[290, 355, 444, 237]"
7.0,162.14,5,"[290, 355, 144, 483, 182, 420, 302]"
11.0,182.06,7,"[290, 308, 516, 365, 402, 196, 116, 55, 166, 426, 33]"
21.0,214.84,6,"[471, 514, 335, 333, 91, 208, 501, 406, 283, 28, 328, 31, 485, 68, 348, 407, 349, 290, 230, 151, 382]"
14.0,195.7,6,"[290, 308, 205, 365, 196, 402, 116, 37, 166, 327, 426, 446, 326, 434]"
10.0,179.32,5,"[389, 262, 158, 120, 44, 29, 201, 332, 446, 471]"
9.0,156.9,7,"[290, 355, 444, 237, 123, 501, 25, 433, 426]"
19.0,210.16,6,"[174, 495, 393, 16, 145, 12, 295, 53, 33, 396, 469, 485, 68, 348, 238, 349, 290, 230, 333]"
24.0,219.42,6,"[471, 514, 335, 333, 91, 208, 501, 406, 283, 28, 415, 31, 34, 168, 77, 348, 174, 83, 215, 345, 493, 445, 94, 380]"
4.0,144.62,4,"[290, 124, 335, 237]"
3.0,129.38,4,"[187, 325, 90]"
1.0,48.2,2,[306]
10.0,181.36,4,"[343, 283, 205, 215, 295, 286, 432, 446, 327, 434]"
6.0,159.1,5,"[290, 423, 335, 215, 190, 500]"
13.0,182.48,7,"[290, 355, 516, 483, 182, 20, 406, 283, 28, 133, 315, 34, 168]"
2.0,110.28,3,"[248, 202]"
1.0,79.16,1,[173]
19.0,207.54,7,"[301, 514, 335, 333, 91, 208, 371, 406, 283, 28, 415, 31, 34, 478, 170, 48, 465, 83, 230]"
15.0,197.32,7,"[290, 423, 138, 436, 102, 217, 322, 334, 37, 166, 426, 381, 493, 58, 379]"
7.0,153.22,6,"[290, 355, 444, 237, 306, 501, 25]"
6.0,148.74,6,"[290, 355, 444, 237, 123, 12]"
14.0,201.74,5,"[349, 262, 158, 120, 44, 29, 201, 332, 446, 166, 327, 426, 326, 434]"
5.0,152.96,4,"[290, 423, 202, 255, 394]"
8.0,152.26,7,"[501, 355, 29, 102, 217, 322, 334, 426]"
16.0,197.44,6,"[174, 495, 393, 16, 454, 12, 295, 53, 33, 396, 469, 485, 68, 348, 238, 349]"
20.0,214.62,6,"[290, 423, 335, 233, 182, 79, 485, 37, 166, 448, 306, 446, 72, 434, 77, 348, 93, 493, 9, 432]"
8.0,173.42,5,"[290, 423, 154, 333, 60, 300, 414, 472]"
16.0,197.36,7,"[514, 359, 189, 142, 276, 20, 406, 283, 28, 410, 31, 34, 68, 348, 238, 349]"
7.0,168.16,4,"[471, 311, 205, 404, 306, 25, 157]"
21.0,213.48,7,"[301, 514, 335, 333, 91, 208, 371, 406, 283, 28, 415, 31, 34, 168, 405, 48, 465, 83, 86, 345, 346]"
8.0,163.44,6,"[290, 355, 444, 237, 316, 472, 501, 25]"
18.0,203.82,7,"[290, 423, 317, 436, 334, 217, 493, 102, 58, 379, 179, 381, 166, 426, 346, 37, 93, 23]"
12.0,192.1,6,"[514, 359, 189, 142, 276, 392, 406, 283, 28, 410, 31, 34]"
17.0,204.16,6,"[159, 182, 79, 448, 256, 37, 166, 123, 446, 306, 9, 77, 434, 348, 93, 493, 432]"
