n_nodes,influence,time,nodes
3.0,1388.34,4,"[386, 2435, 1275]"
3.0,1375.36,5,"[257, 430, 1409]"
35.0,1494.36,6,"[1410, 2435, 225, 119, 405, 987, 2635, 720, 783, 84, 90, 144, 307, 1720, 1499, 570, 347, 1421, 986, 226, 2166, 1724, 2237, 2613, 1144, 1807, 337, 2639, 1101, 990, 354, 227, 810, 2531, 357]"
11.0,1450.84,7,"[257, 2612, 336, 1013, 1678, 377, 2589, 169, 1544, 698, 2673]"
62.0,1523.44,7,"[1410, 2435, 225, 119, 405, 987, 2635, 720, 783, 84, 90, 1147, 2004, 307, 1499, 1626, 347, 144, 570, 226, 649, 986, 2263, 117, 1144, 2306, 588, 1741, 2237, 879, 624, 354, 227, 990, 2531, 357, 628, 2613, 1269, 375, 2680, 636, 2301, 1807, 39, 450, 1349, 1000, 810, 742, 2536, 2654, 1264, 1327, 303, 2225, 371, 1400, 123, 1276, 2558, 1279]"
7.0,1431.56,5,"[257, 2612, 336, 1350, 1678, 377, 2635]"
8.0,1448.96,6,"[2469, 649, 1275, 414, 296, 347, 2589, 2673]"
26.0,1494.22,6,"[257, 2435, 902, 1415, 2313, 2306, 2411, 720, 2631, 783, 2536, 149, 226, 354, 90, 227, 2531, 357, 742, 2372, 84, 2639, 144, 337, 307, 990]"
15.0,1464.9,7,"[257, 225, 2427, 414, 360, 662, 2589, 2673, 698, 2392, 2570, 41, 1276, 2158, 1460]"
19.0,1477.1,7,"[257, 225, 1026, 1415, 2313, 827, 41, 1460, 2392, 698, 490, 2570, 1276, 2639, 1264, 2130, 241, 2673, 347]"
37.0,1500.7,7,"[257, 225, 2427, 2313, 2306, 2435, 2411, 1629, 716, 2670, 1147, 1327, 117, 303, 2036, 7, 2378, 2375, 727, 84, 1720, 307, 588, 144, 347, 1611, 570, 783, 1499, 1741, 879, 2237, 624, 39, 226, 1144, 628]"
9.0,1430.94,7,"[257, 2612, 602, 2125, 2313, 1251, 725, 2673, 90]"
6.0,1430.1,5,"[257, 994, 902, 1013, 635, 2313]"
41.0,1514.76,7,"[257, 2612, 336, 2313, 2435, 1469, 2411, 1629, 716, 84, 2670, 1327, 2448, 90, 303, 144, 28, 307, 347, 226, 1499, 1720, 227, 2531, 357, 990, 742, 2022, 2004, 570, 2166, 2263, 2653, 1144, 986, 649, 1807, 2237, 2656, 1681, 39]"
7.0,1423.38,6,"[1410, 2435, 902, 336, 405, 70, 2635]"
17.0,1467.1,7,"[257, 225, 2427, 414, 360, 662, 2589, 2673, 698, 2392, 2570, 41, 1276, 303, 1905, 2360, 2378]"
20.0,1489.4,7,"[257, 2612, 336, 2313, 2435, 1469, 2411, 643, 716, 84, 2670, 1327, 2448, 90, 303, 144, 28, 307, 347, 226]"
26.0,1492.32,7,"[257, 225, 414, 2427, 360, 662, 1168, 2673, 698, 2392, 2570, 1327, 117, 303, 2531, 357, 742, 2372, 2639, 84, 337, 990, 673, 226, 783, 144]"
8.0,1419.34,7,"[1410, 2435, 902, 336, 405, 70, 728, 2673]"
6.0,1418.78,6,"[257, 225, 414, 2427, 2313, 1948]"
56.0,1517.28,7,"[257, 2612, 336, 2313, 2567, 2435, 2411, 1070, 1147, 84, 1648, 2022, 1327, 1629, 117, 490, 144, 303, 347, 307, 2060, 2306, 2639, 375, 1720, 1499, 354, 227, 2531, 357, 742, 570, 1264, 2680, 636, 2301, 1144, 986, 2237, 990, 39, 1435, 450, 1349, 1807, 1000, 810, 2536, 2654, 2225, 371, 1400, 123, 1276, 2558, 1279]"
39.0,1504.8,7,"[257, 2470, 2435, 2427, 1708, 2313, 2411, 1629, 716, 1147, 2670, 1327, 303, 117, 214, 7, 2378, 912, 588, 84, 2587, 2386, 1707, 144, 810, 1103, 1144, 783, 1312, 2639, 1725, 226, 39, 990, 354, 563, 2531, 357, 2128]"
10.0,1454.2,6,"[257, 225, 414, 2427, 2313, 1948, 144, 337, 1692, 990]"
5.0,1416.76,4,"[1961, 2612, 602, 1013, 2313]"
13.0,1452.72,7,"[257, 225, 414, 2427, 2313, 2652, 1292, 2222, 1103, 491, 1101, 720, 337]"
14.0,1453.92,7,"[257, 2612, 336, 1013, 1454, 377, 2589, 169, 1544, 1905, 698, 2360, 2378, 2673]"
5.0,1390.04,6,"[127, 2612, 2125, 602, 333]"
35.0,1492.68,7,"[257, 225, 414, 2427, 2313, 2652, 1292, 2222, 1103, 491, 1101, 720, 337, 2378, 912, 588, 84, 2587, 2386, 1707, 144, 810, 2647, 783, 1312, 2639, 1725, 226, 39, 990, 354, 563, 2531, 357, 2128]"
11.0,1458.6,6,"[257, 430, 336, 1013, 2313, 2060, 169, 2222, 370, 698, 752]"
4.0,1394.56,5,"[257, 2435, 902, 528]"
5.0,1412.34,5,"[257, 801, 602, 1175, 2313]"
14.0,1463.22,6,"[257, 430, 383, 1415, 2313, 987, 2635, 1103, 337, 200, 389, 720, 347, 90]"
61.0,1520.76,7,"[257, 225, 414, 2427, 360, 662, 2589, 2673, 716, 2670, 1147, 1327, 117, 303, 1905, 7, 2378, 2375, 727, 84, 1720, 307, 588, 144, 347, 1611, 570, 783, 1499, 1741, 879, 2237, 624, 39, 226, 1144, 628, 2613, 1269, 1807, 375, 2680, 636, 2301, 986, 990, 354, 810, 227, 2260, 357, 1000, 742, 2536, 2410, 1264, 371, 1400, 123, 2558, 1279]"
