n_nodes,influence,time,nodes
1.0,23.16,1,[493]
2.0,25.64,2,"[1234, 319]"
5.0,58.08,2,"[1240, 1303, 580, 1569, 1178]"
10.0,137.3,3,"[813, 1436, 406, 1566, 1580, 686, 362, 1967, 271, 1165]"
3.0,34.44,2,"[739, 438, 1616]"
7.0,75.54,4,"[71, 2407, 651, 1357, 2223, 437, 888]"
49.00000000000001,384.28,6,"[644, 647, 1162, 2445, 1039, 2064, 1169, 1040, 915, 1181, 798, 2592, 418, 1442, 35, 1701, 551, 40, 1063, 2606, 2223, 2097, 820, 1592, 57, 2622, 1984, 320, 1475, 1364, 340, 1878, 1623, 87, 597, 1370, 1500, 2268, 2270, 353, 866, 748, 236, 2030, 1139, 1651, 2419, 2552, 1658]"
14.0,155.98,6,"[1635, 453, 2153, 938, 2474, 365, 2448, 689, 210, 2259, 1718, 1528, 954, 2524]"
9.0,109.64,5,"[2244, 1320, 1481, 2158, 240, 2545, 850, 2041, 1690]"
7.0,82.34,3,"[523, 2191, 1357, 2223, 437, 888, 1328]"
16.0,178.62,3,"[1849, 670, 1394, 906, 1517, 1457, 892, 1412, 919, 491, 1475, 1525, 1642, 587, 1462, 1458]"
49.00000000000001,381.02,7,"[523, 2191, 2320, 1554, 800, 672, 1169, 1040, 915, 1181, 798, 2663, 418, 1442, 35, 1701, 551, 40, 1063, 2606, 2223, 2097, 820, 1592, 57, 2622, 1984, 320, 1475, 1364, 340, 1878, 1623, 87, 597, 1370, 1500, 2268, 2270, 353, 866, 748, 236, 2030, 1139, 1651, 2419, 2552, 1658]"
6.0,72.72,3,"[215, 1400, 862, 1617, 1462, 1447]"
43.0,358.38,5,"[1412, 2447, 1820, 1950, 1698, 2218, 1453, 1456, 562, 1715, 1597, 1344, 2242, 1099, 589, 78, 2384, 2386, 817, 1836, 803, 288, 1962, 399, 304, 867, 1296, 1297, 1122, 853, 1506, 798, 254, 1165, 579, 1539, 737, 1460, 1341, 1583, 860, 1540, 919]"
11.0,111.6,5,"[138, 2317, 400, 530, 1948, 544, 1574, 2353, 1211, 1989, 1088]"
21.0,221.46,5,"[813, 1436, 406, 1566, 1580, 686, 362, 1967, 271, 1165, 287, 1260, 2156, 113, 1138, 1905, 1908, 885, 760, 765, 2430]"
50.0,387.68,6,"[739, 438, 1616, 2573, 1294, 655, 1806, 2456, 1945, 1432, 1948, 285, 798, 1311, 2336, 288, 35, 1444, 678, 167, 2344, 938, 173, 559, 182, 952, 1983, 2373, 2502, 1094, 1863, 2378, 1998, 975, 2000, 1617, 2129, 1360, 2004, 462, 2006, 225, 2407, 1258, 1133, 754, 2394, 2550, 505, 767]"
4.0,34.04,4,"[1849, 118, 2173, 1076]"
6.0,79.82,2,"[1486, 1436, 406, 632, 1462, 1447]"
53.0,419.42,7,"[1285, 1418, 267, 2444, 655, 2450, 1816, 1308, 1949, 35, 2342, 1837, 434, 1082, 700, 2238, 2496, 1350, 2635, 2639, 977, 2131, 1236, 2006, 2394, 219, 2012, 1628, 578, 458, 843, 846, 1361, 2642, 82, 593, 2009, 1369, 1755, 1885, 1374, 351, 1032, 609, 1121, 362, 123, 236, 876, 2672, 1009, 250, 1147]"
61.0,451.68,6,"[418, 447, 633, 1357, 1267, 1405, 2570, 518, 1932, 2318, 657, 658, 894, 1684, 277, 534, 1561, 1950, 1568, 1184, 1826, 2089, 2478, 2480, 2609, 1331, 2483, 1077, 2103, 567, 2489, 1336, 699, 60, 1349, 587, 1869, 1230, 591, 464, 1360, 1240, 1624, 1628, 1759, 1380, 2021, 1764, 1513, 2391, 2287, 1007, 754, 2546, 2291, 381, 507, 2299, 2428, 1149, 2046]"
6.0,69.18,4,"[2173, 1331, 1854, 632, 1462, 1447]"
5.0,44.62,3,"[2173, 129, 1616, 1370, 1573]"
3.0,27.88,3,"[742, 129, 1616]"
48.0,372.32,7,"[1132, 1411, 638, 2446, 1939, 1432, 2196, 277, 536, 928, 1697, 166, 1960, 937, 1706, 175, 49, 1464, 1976, 789, 701, 190, 61, 1343, 2377, 203, 2127, 1628, 1745, 2132, 1755, 351, 2532, 101, 2663, 1896, 1641, 748, 2250, 2156, 113, 1138, 1905, 1908, 885, 760, 765, 2430]"
59.0,448.38,7,"[1285, 1418, 267, 2444, 655, 2053, 2186, 1669, 2573, 1294, 35, 1806, 2456, 1945, 1432, 1948, 285, 798, 1311, 2336, 288, 1444, 678, 611, 2006, 2344, 938, 173, 559, 182, 952, 1983, 2373, 2502, 1094, 1863, 2378, 1998, 975, 2000, 1617, 2129, 1360, 2004, 462, 2675, 2407, 1258, 1133, 754, 502, 2550, 505, 1650, 2417, 758, 889, 1021, 1023]"
8.0,93.38,4,"[215, 1400, 862, 1617, 1462, 1447, 767, 1977]"
20.0,189.84,7,"[2690, 2437, 1802, 2193, 2322, 1273, 652, 2575, 16, 1149, 2328, 153, 2329, 1819, 924, 1813, 798, 414, 2211, 2212]"
45.0,365.96,7,"[640, 2689, 1667, 390, 521, 1549, 910, 1167, 2192, 1561, 794, 2457, 807, 289, 930, 1323, 414, 1584, 1329, 1842, 689, 48, 53, 1970, 74, 1739, 972, 2635, 1359, 213, 2263, 344, 2012, 1372, 1244, 361, 2321, 2033, 1010, 1355, 1370, 1620, 1368, 1241, 1390]"
10.0,131.42,4,"[1412, 1602, 2481, 2031, 686, 2412, 362, 1967, 271, 614]"
17.0,185.94,3,"[1469, 1411, 535, 1971, 1628, 2123, 1814, 2110, 1254, 1210, 1295, 1332, 346, 1569, 343, 724, 1091]"
20.0,203.92,6,"[1793, 1946, 36, 2058, 2319, 346, 1412, 408, 2329, 614, 1472, 1119, 2015, 579, 2411, 1774, 2674, 1268, 2672, 1264]"
44.0,353.54,7,"[1793, 1946, 36, 2058, 2319, 1552, 1359, 408, 2329, 1077, 2614, 1412, 2101, 2235, 2107, 1341, 966, 2127, 2256, 1240, 1497, 859, 349, 1384, 361, 365, 638, 919, 1708, 770, 1264, 1020, 1248, 283, 930, 1577, 1213, 1140, 1368, 1781, 320, 2688, 448, 1241]"
19.0,203.86,5,"[640, 1249, 1667, 390, 521, 277, 1814, 416, 417, 2169, 2208, 2465, 2599, 2216, 680, 298, 811, 940, 897]"
17.0,177.34,4,"[644, 647, 1162, 1586, 1039, 2064, 2414, 1967, 271, 614, 1783, 635, 488, 2155, 1006, 1264, 361]"
14.0,160.74,5,"[640, 16, 1667, 390, 521, 277, 1814, 416, 417, 2169, 1354, 2039, 1912, 538]"
18.0,200.12,4,"[640, 1168, 1422, 1394, 1974, 1493, 362, 2125, 1119, 2015, 2628, 1876, 614, 428, 1584, 1329, 1842, 930]"
18.0,180.52,5,"[2690, 2437, 1667, 390, 521, 1549, 910, 574, 2192, 1561, 334, 2104, 2457, 2015, 930, 1584, 428, 1329]"
12.0,140.38,6,"[2690, 2437, 910, 390, 521, 78, 1667, 1346, 329, 1561, 83, 2192]"
22.0,217.24,7,"[2690, 2437, 1667, 2573, 686, 2412, 362, 2628, 1876, 614, 1842, 1472, 1119, 190, 807, 1584, 2643, 1323, 1329, 1250, 1970, 1595]"
13.0,155.48,6,"[2690, 2437, 910, 390, 521, 78, 1667, 113, 1346, 83, 2192, 1561, 1783]"
23.0,235.3,7,"[456, 2437, 1667, 1969, 655, 910, 2053, 232, 532, 2457, 1561, 2590, 1903, 2672, 1346, 1783, 289, 830, 807, 1584, 1329, 1970, 1212]"
36.0,344.92,7,"[456, 1044, 2437, 1071, 521, 2382, 277, 930, 1814, 416, 236, 2457, 2344, 1903, 2672, 2317, 1783, 271, 48, 1595, 2550, 243, 2110, 981, 1953, 2030, 807, 382, 1065, 1584, 1329, 1842, 1323, 428, 1212, 1970]"
22.0,228.36,6,"[1279, 2437, 759, 2444, 686, 1986, 362, 2628, 1876, 614, 1472, 1119, 190, 1250, 807, 1323, 428, 1329, 1842, 2098, 1970, 1595]"
16.0,171.52,6,"[2690, 438, 36, 2058, 2319, 912, 1011, 408, 2329, 1051, 1566, 1837, 654, 2385, 2004, 1006]"
34.0,324.66,7,"[1279, 2495, 2437, 1071, 853, 521, 277, 236, 1814, 930, 416, 2457, 271, 1903, 1329, 1783, 2096, 807, 2317, 1842, 428, 1212, 2550, 981, 2110, 2672, 2344, 88, 1595, 2462, 2030, 1380, 1323, 1970]"
22.0,244.54,5,"[1279, 2495, 1802, 521, 2382, 2437, 910, 236, 1814, 277, 312, 416, 1903, 2317, 224, 428, 807, 1323, 1329, 1842, 1970, 1595]"
32.0,324.44,7,"[1279, 2495, 990, 521, 2064, 1469, 1045, 2414, 2550, 2457, 2437, 1142, 970, 928, 1366, 1065, 808, 1201, 1663, 1323, 2665, 1970, 1842, 830, 981, 48, 930, 1584, 1595, 1329, 55, 289]"
26.0,288.82,7,"[1285, 647, 1739, 1802, 2382, 1938, 910, 919, 1561, 2315, 2457, 1953, 2665, 2604, 1573, 521, 1192, 638, 1806, 428, 399, 807, 48, 1329, 1842, 1595]"
29.0,314.9,7,"[1285, 647, 1162, 1586, 855, 930, 1083, 2550, 2453, 521, 2265, 2064, 2457, 1142, 416, 807, 2665, 638, 1663, 48, 1914, 1842, 1584, 1970, 2235, 1595, 970, 853, 1366]"
35.0,341.02,7,"[2025, 647, 1162, 1586, 855, 2453, 1083, 2550, 930, 2265, 1663, 1914, 1339, 1142, 2110, 521, 2064, 638, 2457, 2665, 505, 807, 416, 795, 2654, 48, 1842, 1323, 1970, 2235, 1329, 853, 1584, 2157, 1499]"
28.0,301.52,7,"[1285, 647, 1162, 1586, 1142, 1083, 930, 2550, 1192, 1806, 1039, 1065, 248, 970, 2309, 1584, 2064, 638, 416, 78, 2665, 521, 2457, 807, 48, 1329, 1842, 1595]"
