n_nodes,influence,nodes
22.0,60.08,"[790, 587, 829, 331, 735, 797, 674, 183, 678, 267, 240, 808, 804, 197, 725, 703, 226, 322, 749, 457, 840, 700]"
24.0,65.36,"[840, 798, 847, 838, 582, 822, 848, 587, 725, 732, 815, 228, 740, 802, 814, 702, 157, 674, 241, 818, 745, 98, 348, 350]"
2.0,9.52,"[799, 838]"
14.0,43.56,"[805, 808, 123, 347, 855, 105, 758, 725, 684, 695, 234, 110, 720, 791]"
21.0,56.54,"[754, 689, 91, 785, 582, 813, 684, 360, 244, 834, 120, 791, 704, 141, 719, 295, 677, 169, 806, 831, 298]"
7.0,26.14,"[799, 838, 855, 796, 811, 690, 765]"
3.0,11.68,"[799, 762, 833]"
12.0,38.82,"[840, 852, 732, 671, 534, 793, 818, 283, 752, 143, 740, 536]"
4.0,14.8,"[815, 838, 672, 325]"
6.0,19.76,"[851, 802, 196, 258, 825, 455]"
18.0,54.16,"[833, 340, 215, 298, 195, 343, 796, 675, 848, 771, 708, 748, 824, 729, 279, 704, 709, 254]"
17.0,51.72,"[853, 719, 762, 796, 217, 732, 778, 452, 232, 709, 399, 686, 32, 824, 729, 704, 748]"
16.0,47.96,"[669, 852, 732, 948, 809, 676, 765, 217, 848, 771, 582, 704, 597, 824, 678, 538]"
15.0,45.12,"[790, 719, 172, 796, 732, 143, 740, 599, 714, 759, 686, 803, 32, 98, 661]"
13.0,40.72,"[790, 852, 754, 805, 811, 740, 796, 793, 279, 824, 500, 678, 656]"
10.0,38.44,"[707, 236, 194, 696, 723, 799, 782, 728, 704, 840]"
9.0,35.86,"[707, 850, 717, 831, 752, 776, 812, 704, 840]"
8.0,32.56,"[707, 780, 32, 752, 767, 234, 776, 840]"
8.0,32.56,"[707, 719, 715, 32, 717, 710, 840, 752]"
