n_nodes,influence,time,nodes
19.0,483.48,5,"[596, 222, 157, 733, 246, 146, 478, 119, 674, 797, 675, 555, 363, 469, 194, 732, 325, 251, 374]"
1.0,200.92,2,[707]
2.0,222.56,3,"[347, 798]"
24.0,493.82,5,"[88, 138, 118, 795, 105, 329, 96, 541, 834, 616, 386, 877, 727, 231, 359, 602, 837, 476, 574, 469, 553, 435, 712, 742]"
3.0,240.46,3,"[166, 798, 795]"
11.0,431.52,5,"[424, 949, 723, 228, 344, 241, 750, 116, 288, 825, 125]"
6.0,344.76,4,"[270, 803, 355, 478, 424, 573]"
13.0,465.44,5,"[467, 105, 761, 344, 241, 750, 364, 116, 386, 609, 744, 596, 245]"
19.0,465.9,6,"[640, 579, 761, 344, 241, 115, 116, 694, 723, 825, 125, 489, 873, 56, 126, 744, 105, 769, 493]"
20.0,480.5,7,"[467, 705, 269, 558, 573, 719, 111, 120, 642, 871, 300, 807, 387, 260, 21, 428, 919, 606, 316, 159]"
13.0,395.36,7,"[224, 705, 637, 864, 4, 174, 241, 625, 386, 990, 125, 489, 245]"
17.0,469.22,5,"[455, 705, 558, 438, 374, 270, 150, 331, 334, 824, 671, 172, 745, 919, 316, 606, 159]"
15.0,436.02,7,"[246, 735, 558, 864, 43, 174, 241, 625, 266, 383, 406, 566, 673, 978, 147]"
4.0,304.3,4,"[270, 333, 743, 427]"
19.0,444.4,7,"[246, 735, 558, 864, 43, 174, 241, 266, 625, 383, 783, 406, 673, 978, 744, 105, 769, 493, 370]"
17.0,460.12,6,"[455, 105, 487, 344, 967, 750, 115, 37, 460, 334, 745, 178, 930, 919, 316, 606, 159]"
14.0,417.02,7,"[270, 864, 467, 705, 4, 719, 111, 183, 721, 990, 406, 170, 450, 711]"
13.0,443.9,6,"[771, 151, 34, 967, 750, 476, 125, 489, 245, 105, 241, 383, 685]"
6.0,296.36,5,"[218, 110, 743, 921, 744, 489]"
5.0,261.94,5,"[9, 735, 395, 558, 978]"
14.0,446.96,6,"[9, 256, 487, 344, 749, 978, 383, 364, 283, 349, 160, 147, 713, 406]"
12.0,420.24,6,"[702, 244, 649, 344, 858, 43, 147, 116, 970, 383, 904, 810]"
11.0,394.5,6,"[702, 244, 911, 344, 858, 174, 341, 156, 794, 527, 260]"
8.0,357.54,6,"[982, 864, 380, 194, 744, 843, 383, 555]"
9.0,394.08,6,"[9, 256, 782, 344, 749, 978, 383, 494, 283]"
9.0,429.52,5,"[244, 50, 743, 921, 675, 339, 400, 174, 116]"
7.0,408.82,5,"[553, 256, 380, 344, 749, 251, 680]"
7.0,350.34,6,"[776, 271, 316, 618, 23, 915, 730]"
