n_nodes,influence,time,nodes
1.0,12.4,2,[201]
3.0,28.58,5,"[903, 353, 101]"
8.0,58.64,9,"[290, 907, 902, 280, 663, 228, 199, 327]"
41.0,192.59,15,"[640, 514, 9, 138, 395, 916, 917, 790, 660, 532, 665, 277, 27, 667, 674, 166, 429, 944, 952, 66, 451, 581, 76, 460, 334, 339, 723, 981, 475, 94, 351, 612, 485, 1000, 109, 494, 879, 112, 110, 380, 895]"
48.0,209.11,13,"[128, 770, 644, 779, 12, 21, 24, 28, 668, 415, 160, 425, 941, 432, 179, 52, 438, 319, 576, 449, 323, 70, 966, 454, 590, 463, 468, 213, 982, 87, 727, 353, 483, 228, 741, 870, 357, 616, 361, 745, 617, 104, 750, 367, 754, 248, 121, 250]"
37.0,178.88,13,"[515, 771, 899, 394, 918, 282, 160, 289, 930, 423, 300, 431, 175, 559, 690, 52, 693, 697, 826, 834, 330, 717, 849, 598, 856, 730, 731, 732, 349, 990, 227, 231, 108, 750, 248, 377, 637]"
45.0,207.68,13,"[130, 392, 778, 12, 530, 403, 786, 791, 27, 160, 292, 42, 683, 302, 562, 948, 949, 310, 695, 700, 449, 450, 966, 840, 970, 971, 459, 77, 978, 858, 224, 225, 98, 485, 614, 230, 1001, 491, 108, 627, 500, 888, 889, 250, 895]"
46.0,206.3,14,"[0, 257, 387, 517, 646, 775, 270, 526, 412, 159, 802, 547, 37, 937, 298, 427, 818, 51, 953, 570, 698, 60, 189, 574, 706, 707, 709, 840, 457, 202, 846, 78, 334, 849, 82, 977, 603, 352, 228, 871, 490, 751, 624, 242, 370, 501]"
6.0,41.47,8,"[733, 912, 682, 531, 197, 574]"
44.0,203.65,14,"[515, 260, 901, 645, 138, 11, 652, 525, 399, 915, 934, 170, 940, 428, 431, 817, 689, 946, 820, 59, 448, 930, 842, 75, 334, 980, 726, 717, 474, 222, 478, 224, 865, 611, 487, 615, 621, 752, 758, 888, 251, 124, 638, 383]"
10.0,74.5,10,"[768, 40, 484, 612, 103, 890, 341, 368, 261, 915]"
12.0,83.29,12,"[768, 991, 484, 612, 103, 810, 416, 13, 667, 208, 219, 916]"
48.0,212.61,12,"[398, 40, 101, 888, 218, 810, 589, 13, 211, 924, 377, 291, 231, 490, 195, 353, 52, 438, 319, 576, 449, 323, 70, 966, 454, 590, 591, 468, 213, 982, 87, 727, 483, 228, 741, 870, 357, 616, 361, 745, 617, 104, 750, 367, 754, 248, 121, 250]"
5.0,38.5,7,"[909, 131, 209, 815, 432]"
8.0,67.35,8,"[521, 40, 101, 888, 218, 327, 280, 199]"
14.0,91.45,10,"[398, 40, 101, 888, 218, 508, 589, 13, 667, 208, 109, 246, 121, 511]"
42.0,202.94,13,"[517, 165, 524, 529, 18, 659, 452, 233, 199, 579, 536, 450, 275, 802, 925, 180, 664, 603, 895, 707, 555, 917, 229, 196, 406, 665, 340, 751, 101, 803, 905, 261, 321, 923, 260, 888, 399, 215, 902, 787, 297, 212]"
7.0,44.36,8,"[871, 962, 556, 789, 117, 922, 698]"
34.0,168.46,15,"[424, 40, 484, 612, 18, 659, 407, 672, 554, 717, 310, 566, 946, 213, 995, 359, 875, 681, 624, 243, 248, 380, 270, 881, 296, 868, 245, 398, 478, 925, 170, 667, 707, 879]"
42.0,205.07,12,"[768, 991, 484, 389, 103, 810, 589, 13, 667, 208, 48, 547, 789, 36, 422, 806, 225, 107, 180, 438, 55, 601, 602, 869, 741, 114, 893, 751, 355, 321, 266, 260, 905, 923, 261, 902, 888, 297, 399, 215, 787, 212]"
17.0,99.99,13,"[500, 40, 484, 612, 18, 659, 407, 672, 929, 930, 680, 801, 346, 269, 264, 881, 381]"
38.0,187.71,13,"[398, 991, 42, 612, 103, 810, 760, 681, 667, 208, 48, 547, 789, 36, 422, 806, 107, 813, 180, 438, 55, 898, 569, 702, 832, 665, 340, 751, 101, 266, 905, 261, 321, 923, 260, 888, 399, 787]"
11.0,68.61,11,"[14, 971, 978, 596, 218, 659, 407, 672, 404, 930, 501]"
8.0,52.37,10,"[894, 169, 888, 678, 13, 567, 897, 239]"
40.0,190.88,13,"[398, 991, 42, 612, 103, 810, 589, 681, 667, 208, 48, 547, 789, 36, 422, 806, 813, 180, 107, 438, 55, 898, 569, 702, 832, 665, 340, 751, 266, 905, 101, 321, 923, 261, 288, 888, 875, 206, 992, 211]"
32.0,165.37,14,"[903, 752, 368, 681, 741, 432, 564, 691, 101, 615, 261, 506, 6, 915, 450, 311, 825, 703, 448, 321, 579, 934, 840, 970, 745, 505, 1002, 717, 480, 246, 248, 511]"
37.0,184.39,12,"[768, 991, 484, 389, 103, 810, 589, 13, 667, 494, 48, 547, 789, 36, 422, 225, 806, 107, 55, 180, 438, 601, 602, 869, 741, 114, 893, 751, 355, 321, 266, 260, 905, 923, 261, 902, 888]"
15.0,109.87,11,"[768, 40, 484, 596, 218, 787, 122, 922, 660, 496, 48, 303, 331, 239, 567]"
17.0,113.31,9,"[517, 165, 529, 103, 524, 812, 885, 395, 261, 348, 388, 575, 740, 898, 95, 799, 910]"
41.0,199.96,13,"[513, 11, 644, 779, 12, 476, 24, 28, 668, 415, 109, 246, 955, 67, 204, 593, 81, 595, 849, 214, 345, 898, 569, 702, 832, 665, 396, 751, 101, 321, 266, 260, 905, 923, 261, 902, 888, 297, 399, 215, 787]"
32.0,166.97,13,"[768, 991, 389, 484, 810, 103, 13, 589, 667, 208, 303, 598, 117, 297, 959, 826, 68, 630, 478, 625, 553, 428, 982, 727, 345, 862, 245, 398, 925, 170, 700, 879]"
42.0,199.59,15,"[398, 40, 890, 888, 218, 101, 341, 505, 834, 228, 944, 48, 972, 928, 975, 818, 935, 248, 305, 547, 180, 438, 861, 595, 849, 345, 569, 702, 832, 665, 396, 751, 123, 321, 266, 260, 902, 297, 399, 215, 521, 212]"
40.0,193.6,12,"[768, 991, 484, 389, 103, 810, 589, 13, 332, 494, 48, 547, 789, 36, 422, 117, 183, 764, 593, 577, 904, 255, 226, 296, 666, 909, 893, 248, 292, 151, 366, 815, 450, 902, 288, 683, 875, 206, 45, 211]"
32.0,173.27,12,"[517, 165, 259, 242, 103, 814, 885, 388, 395, 263, 575, 261, 740, 558, 898, 690, 182, 442, 827, 956, 649, 960, 387, 911, 900, 450, 701, 386, 398, 478, 902, 708]"
17.0,111.46,12,"[517, 165, 259, 389, 103, 810, 589, 13, 667, 494, 987, 547, 436, 898, 95, 799, 910]"
32.0,174.13,11,"[398, 40, 101, 151, 778, 890, 341, 258, 368, 223, 536, 789, 36, 422, 257, 547, 225, 107, 869, 438, 233, 457, 722, 314, 725, 114, 893, 671, 475, 632, 763, 701]"
15.0,104.44,12,"[918, 752, 681, 294, 122, 140, 218, 722, 536, 48, 878, 239, 982, 480, 303]"
28.0,161.88,12,"[40, 991, 484, 564, 702, 855, 513, 201, 515, 208, 599, 225, 789, 547, 36, 422, 806, 869, 438, 890, 858, 350, 868, 405, 707, 107, 749, 110]"
31.0,162.53,12,"[903, 752, 685, 564, 432, 368, 13, 101, 208, 161, 396, 802, 371, 692, 882, 303, 35, 227, 357, 970, 745, 505, 450, 114, 893, 671, 475, 302, 321, 763, 701]"
41.0,193.95,14,"[210, 165, 524, 138, 18, 659, 513, 271, 327, 258, 587, 846, 922, 396, 692, 718, 667, 171, 339, 336, 854, 732, 516, 334, 901, 683, 878, 495, 974, 631, 789, 925, 57, 707, 329, 288, 875, 206, 45, 211, 212]"
15.0,98.71,13,"[903, 752, 978, 926, 218, 687, 617, 457, 722, 878, 536, 239, 48, 138, 982]"
26.0,152.16,13,"[903, 752, 120, 280, 13, 484, 810, 103, 589, 667, 208, 598, 422, 789, 811, 813, 305, 303, 992, 549, 908, 868, 196, 406, 922, 930]"
33.0,178.73,14,"[768, 156, 484, 678, 13, 567, 897, 239, 253, 322, 595, 900, 216, 937, 898, 36, 813, 218, 806, 373, 78, 457, 511, 722, 683, 151, 569, 946, 893, 671, 632, 475, 763]"
27.0,152.85,13,"[903, 752, 978, 926, 218, 687, 617, 457, 722, 878, 536, 239, 789, 5, 813, 901, 227, 396, 108, 114, 893, 671, 475, 632, 321, 430, 701]"
27.0,155.0,12,"[768, 156, 280, 484, 702, 855, 264, 671, 778, 512, 878, 536, 239, 789, 5, 922, 901, 171, 396, 357, 114, 763, 893, 474, 321, 632, 701]"
27.0,158.33,11,"[768, 697, 678, 13, 484, 897, 567, 253, 239, 322, 595, 48, 822, 910, 478, 789, 36, 280, 357, 114, 763, 893, 396, 474, 321, 632, 701]"
29.0,163.09,11,"[768, 156, 678, 484, 13, 897, 567, 239, 253, 795, 861, 822, 48, 910, 789, 478, 280, 36, 893, 499, 671, 321, 632, 882, 161, 127, 383, 249, 18]"
15.0,97.99,15,"[768, 752, 978, 926, 218, 687, 617, 457, 380, 598, 371, 48, 254, 944, 671]"
