n_nodes,influence,time,nodes
16.0,167.08,5,"[312, 200, 236, 529, 126, 583, 526, 174, 547, 609, 558, 274, 196, 111, 189, 580]"
7.0,132.14,4,"[283, 444, 190, 561, 619, 220, 464]"
4.0,123.0,4,"[145, 570, 492, 133]"
1.0,85.54,3,[235]
8.0,127.34,7,"[60, 548, 645, 646, 163, 776, 169, 383]"
9.0,134.92,6,"[650, 608, 226, 648, 723, 379, 215, 216, 508]"
3.0,69.0,4,"[642, 293, 113]"
20.0,176.32,5,"[617, 458, 271, 596, 524, 619, 575, 239, 582, 189, 283, 498, 118, 241, 583, 112, 327, 464, 137, 332]"
16.0,166.84,6,"[609, 450, 765, 278, 529, 126, 583, 526, 174, 547, 558, 274, 196, 111, 189, 580]"
10.0,145.8,4,"[312, 200, 236, 555, 496, 277, 360, 93, 511, 609]"
4.0,103.82,6,"[173, 724, 196, 648]"
16.0,165.52,7,"[650, 33, 469, 171, 332, 137, 683, 123, 786, 498, 533, 443, 661, 606, 347, 351]"
14.0,160.76,6,"[609, 246, 765, 278, 529, 126, 583, 526, 174, 547, 558, 274, 196, 113]"
6.0,112.92,7,"[609, 246, 765, 221, 39, 18]"
5.0,109.2,6,"[123, 608, 226, 765, 296]"
7.0,126.84,6,"[650, 701, 240, 128, 606, 120, 500]"
9.0,133.76,7,"[650, 33, 391, 466, 332, 720, 473, 185, 249]"
7.0,117.08,7,"[123, 608, 226, 765, 296, 369, 20]"
10.0,140.6,7,"[609, 700, 16, 541, 754, 598, 226, 473, 408, 217]"
6.0,114.56,6,"[123, 608, 226, 765, 318, 369]"
18.0,170.12,7,"[213, 749, 266, 202, 296, 369, 184, 70, 215, 20, 657, 23, 308, 511, 465, 659, 554, 507]"
9.0,137.58,5,"[248, 614, 671, 636, 332, 617, 473, 625, 249]"
12.0,147.68,7,"[248, 347, 226, 42, 278, 644, 589, 425, 465, 659, 308, 757]"
13.0,158.36,6,"[676, 614, 671, 678, 369, 184, 215, 70, 533, 226, 522, 597, 235]"
6.0,119.54,5,"[248, 614, 671, 508, 332, 199]"
13.0,151.18,7,"[213, 749, 266, 604, 723, 373, 124, 282, 443, 661, 606, 347, 30]"
9.0,138.04,4,"[248, 582, 266, 344, 332, 444, 329, 465, 249]"
17.0,165.76,7,"[659, 33, 391, 466, 598, 258, 577, 625, 753, 661, 217, 443, 351, 497, 347, 554, 507]"
15.0,159.6,7,"[427, 582, 266, 47, 242, 369, 184, 614, 217, 753, 661, 443, 6, 497, 347]"
11.0,143.32,7,"[177, 66, 710, 237, 332, 723, 473, 465, 673, 661, 659]"
