n_nodes,influence,nodes
2.0,342.1,"[235, 476]"
5.0,466.1,"[1123, 1350, 267, 366, 315]"
49.00000000000001,668.06,"[1154, 772, 773, 1158, 135, 650, 139, 266, 907, 1169, 666, 283, 32, 288, 34, 422, 553, 1071, 303, 439, 188, 830, 575, 1086, 1344, 1088, 195, 577, 198, 455, 74, 715, 1355, 207, 1232, 851, 1109, 95, 1248, 1376, 1378, 1380, 1383, 232, 747, 374, 505, 508, 765]"
65.0,697.42,"[1024, 640, 1025, 1152, 7, 267, 14, 1041, 530, 1043, 916, 21, 403, 788, 409, 153, 1307, 1180, 417, 802, 552, 1192, 40, 684, 558, 432, 689, 690, 561, 51, 316, 1085, 190, 831, 1215, 321, 450, 195, 829, 703, 1087, 1098, 1354, 1226, 1361, 854, 1239, 90, 730, 221, 989, 737, 482, 481, 613, 1382, 1127, 491, 1132, 365, 111, 1007, 503, 889, 1021]"
53.0,690.9,"[257, 386, 4, 389, 903, 906, 266, 13, 1294, 1296, 17, 403, 21, 540, 417, 162, 675, 1060, 36, 930, 1191, 1320, 1065, 813, 1325, 1327, 435, 696, 956, 320, 705, 200, 1225, 714, 329, 588, 1230, 975, 723, 852, 726, 1113, 987, 219, 860, 993, 1250, 867, 1130, 625, 758, 892, 254]"
6.0,534.14,"[457, 1161, 135, 924, 789, 892]"
39.0,667.06,"[1159, 782, 785, 148, 536, 1311, 1186, 162, 932, 420, 41, 939, 1327, 696, 825, 832, 195, 328, 845, 1092, 72, 1358, 1103, 1234, 596, 852, 861, 349, 864, 458, 746, 1130, 1263, 625, 506, 886, 250, 251, 508]"
25.0,634.18,"[1159, 782, 785, 148, 536, 1311, 1186, 162, 932, 420, 1342, 939, 1327, 696, 825, 832, 195, 328, 845, 591, 1368, 858, 474, 610, 1380]"
56.0,696.4,"[515, 520, 20, 534, 1049, 924, 418, 36, 679, 681, 1323, 689, 177, 820, 948, 183, 568, 1084, 444, 52, 63, 1217, 581, 717, 77, 81, 1234, 979, 1235, 597, 195, 967, 714, 75, 725, 981, 1367, 729, 858, 219, 604, 223, 481, 995, 231, 105, 1257, 1001, 245, 503, 1144, 1275, 892, 1149, 766, 255]"
35.0,659.66,"[135, 1119, 1164, 1295, 272, 1311, 1186, 162, 932, 420, 41, 939, 1327, 696, 825, 630, 195, 328, 845, 591, 457, 858, 474, 610, 1380, 996, 1124, 997, 491, 622, 1009, 252, 765, 126, 1151]"
34.0,655.6,"[1159, 782, 785, 148, 536, 1311, 1186, 162, 932, 420, 373, 939, 1327, 696, 825, 832, 195, 328, 307, 821, 826, 315, 570, 1341, 708, 943, 1229, 470, 477, 349, 1379, 868, 624, 1140]"
26.0,636.72,"[135, 1119, 782, 1164, 1295, 272, 402, 342, 1342, 832, 282, 1368, 1151, 1327, 696, 825, 932, 420, 939, 610, 1380, 328, 858, 591, 845, 474]"
19.0,617.5,"[457, 1161, 785, 148, 536, 1311, 1186, 425, 932, 420, 41, 939, 1327, 696, 825, 832, 195, 328, 845]"
27.0,645.8,"[135, 1119, 1164, 1295, 1131, 1311, 162, 420, 1186, 41, 932, 939, 1327, 696, 825, 595, 195, 328, 845, 591, 457, 858, 474, 610, 1380, 996, 1124]"
23.0,632.58,"[1079, 1160, 300, 266, 1037, 912, 400, 606, 22, 895, 667, 669, 545, 696, 825, 832, 307, 1368, 195, 328, 1328, 858, 591]"
31.0,654.78,"[1079, 1160, 300, 266, 1037, 912, 400, 606, 808, 895, 420, 41, 939, 696, 825, 1327, 457, 474, 610, 1380, 195, 858, 328, 433, 996, 591, 189, 997, 491, 622, 1009]"
17.0,612.6,"[457, 294, 465, 148, 1131, 536, 66, 428, 705, 1010, 375, 622, 1009, 640, 765, 126, 1151]"
18.0,612.74,"[774, 378, 754, 1295, 477, 912, 400, 606, 843, 926, 337, 1187, 456, 1315, 473, 566, 311, 956]"
21.0,627.94,"[820, 209, 1213, 924, 745, 536, 544, 1311, 247, 596, 41, 756, 1327, 696, 825, 251, 832, 1092, 998, 1358, 647]"
13.0,601.6,"[81, 782, 1098, 134, 511, 745, 400, 1239, 1009, 640, 765, 126, 1151]"
20.0,619.96,"[277, 209, 380, 428, 144, 1227, 1168, 400, 1342, 939, 1327, 47, 825, 595, 161, 43, 1071, 413, 1368, 775]"
16.0,612.42,"[609, 798, 603, 148, 1156, 589, 263, 776, 420, 932, 926, 939, 1327, 47, 825, 1305]"
9.0,596.82,"[457, 1161, 1283, 403, 253, 1037, 223, 589, 804]"
8.0,595.38,"[1211, 653, 635, 1142, 409, 754, 253, 1283]"
