n_nodes,influence,nodes
3.0,761.24,"[211, 865, 868]"
2.0,726.2,"[299, 665]"
1.0,604.34,[521]
30.0,905.52,"[1122, 1060, 1285, 70, 776, 11, 945, 146, 307, 602, 1207, 794, 604, 414, 1311, 1084, 706, 198, 840, 975, 466, 727, 601, 1253, 1263, 625, 369, 1013, 374, 855]"
31.0,907.24,"[1248, 1059, 1316, 358, 17, 1331, 14, 1075, 941, 435, 35, 173, 1198, 434, 1295, 601, 690, 1084, 706, 198, 840, 975, 466, 79, 1253, 1263, 332, 369, 1013, 956, 889]"
4.0,826.78,"[812, 652, 299, 889]"
20.0,894.4,"[1248, 1059, 1316, 358, 17, 1331, 14, 647, 941, 550, 35, 173, 198, 840, 975, 466, 79, 1253, 1263, 332]"
24.0,899.22,"[406, 763, 1330, 1081, 889, 50, 1164, 647, 1259, 435, 35, 173, 198, 840, 975, 466, 79, 1253, 1263, 332, 369, 252, 579, 28]"
11.0,878.68,"[1053, 769, 185, 119, 889, 50, 1164, 73, 1259, 435, 35]"
12.0,882.36,"[610, 311, 667, 964, 196, 975, 1155, 776, 79, 1280, 1253, 132]"
10.0,875.96,"[1053, 1321, 1278, 130, 268, 623, 794, 579, 889, 1263]"
9.0,875.02,"[406, 757, 70, 1017, 308, 50, 1164, 73, 1203]"
16.0,890.14,"[1053, 405, 861, 932, 889, 555, 630, 37, 1271, 1221, 53, 826, 1263, 332, 79, 1253]"
13.0,885.96,"[1250, 1035, 207, 775, 1017, 1157, 840, 147, 53, 79, 205, 1294, 708]"
5.0,874.44,"[1178, 94, 832, 559, 1017]"
