n_nodes,influence,communities,time,nodes
6.0,66.85,6,10,"[1824, 1601, 323, 27, 850, 1675]"
2.0,55.04,2,8,"[997, 841]"
1.0,82.65,1,12,[622]
18.0,357.8,5,14,"[662, 27, 331, 1170, 1825, 685, 841, 1389, 457, 620, 142, 1067, 908, 1176, 1283, 1777, 1367, 666]"
8.0,173.46,6,13,"[662, 339, 158, 1639, 664, 1212, 1828, 1389]"
7.0,134.47,6,13,"[1134, 1885, 1389, 27, 1650, 1624, 841]"
9.0,260.81,5,14,"[662, 331, 27, 1170, 1825, 1809, 457, 841, 1389]"
11.0,264.72,6,16,"[1715, 1639, 142, 642, 841, 1016, 27, 1169, 1842, 1389, 457]"
19.0,406.61,6,14,"[622, 1608, 358, 1644, 832, 841, 1389, 908, 142, 1198, 1176, 1367, 1639, 457, 1234, 1841, 1063, 1777, 1849]"
21.0,379.76,7,13,"[622, 1608, 1300, 797, 2007, 300, 685, 620, 841, 457, 1389, 1367, 142, 908, 1710, 1176, 1283, 1777, 2015, 854, 1849]"
5.0,137.84,4,12,"[664, 1900, 1639, 98, 457]"
15.0,342.29,6,14,"[622, 1900, 1639, 102, 27, 243, 1855, 1169, 1367, 1176, 1389, 1841, 910, 620, 457]"
5.0,129.61,5,12,"[622, 1608, 2010, 997, 170]"
8.0,231.55,5,14,"[622, 339, 158, 1639, 664, 1212, 1277, 1389]"
38.0,476.79,7,13,"[622, 1608, 1300, 797, 27, 1705, 843, 117, 841, 457, 1389, 1028, 1367, 1176, 2015, 854, 1090, 1582, 1841, 1198, 563, 1169, 1849, 487, 968, 1302, 1133, 367, 1021, 667, 1957, 1135, 998, 1063, 295, 750, 943, 1215]"
6.0,227.37,3,13,"[622, 333, 367, 1842, 1389, 457]"
34.0,449.33,7,14,"[622, 1285, 1644, 797, 2007, 722, 370, 1350, 852, 1041, 1169, 1367, 1063, 1183, 457, 1090, 155, 1421, 519, 344, 1849, 1215, 1291, 654, 1133, 294, 327, 1021, 1302, 1135, 667, 175, 1777, 1957]"
12.0,200.42,7,15,"[622, 1285, 1300, 6, 1132, 908, 1710, 1176, 480, 1777, 2015, 854]"
6.0,174.94,5,13,"[622, 1608, 1204, 158, 1849, 457]"
20.0,378.52,7,14,"[622, 1608, 158, 1639, 664, 1212, 457, 1947, 0, 620, 841, 1367, 1132, 908, 1710, 1176, 1283, 1777, 2015, 854]"
9.0,216.19,6,13,"[662, 339, 1650, 27, 1158, 1842, 457, 1759, 1389]"
6.0,187.32,4,13,"[622, 339, 1978, 1639, 1608, 457]"
3.0,163.85,3,13,"[622, 1036, 1389]"
14.0,332.48,6,14,"[622, 1300, 1849, 1644, 832, 1789, 1028, 841, 457, 908, 1389, 1367, 142, 1176]"
35.0,449.72,7,14,"[622, 1608, 358, 797, 1812, 1107, 2007, 1115, 1632, 1252, 1090, 1367, 457, 155, 1841, 1421, 1169, 420, 344, 1849, 1215, 1063, 1291, 656, 1133, 998, 327, 1021, 743, 1135, 667, 750, 1777, 1957, 295]"
33.0,446.0,7,15,"[622, 1285, 1300, 797, 2007, 722, 370, 1350, 1704, 1041, 1169, 1367, 1090, 1841, 155, 457, 1421, 519, 344, 1849, 1215, 1063, 1291, 654, 1133, 998, 327, 1021, 1302, 1135, 667, 175, 1777]"
43.0,505.48,6,14,"[622, 1608, 1639, 819, 27, 1030, 1169, 1367, 1150, 1841, 900, 312, 1090, 1041, 155, 457, 1421, 420, 344, 1849, 1215, 1063, 1291, 656, 1133, 998, 327, 1021, 1302, 592, 667, 750, 1777, 1957, 295, 299, 943, 1979, 1331, 850, 691, 439, 1127]"
12.0,296.76,6,14,"[622, 1127, 1639, 819, 27, 1030, 1169, 1367, 1150, 841, 1973, 457]"
43.0,486.85,7,13,"[622, 797, 1608, 358, 514, 1107, 2007, 1115, 312, 1176, 585, 1291, 1421, 1367, 1090, 457, 656, 1169, 1683, 155, 344, 1841, 1302, 667, 420, 1957, 998, 1021, 1849, 1215, 1135, 1063, 750, 1777, 295, 299, 943, 327, 1331, 691, 439, 850, 1127]"
7.0,207.66,5,14,"[622, 1554, 1639, 997, 1814, 900, 1389]"
15.0,260.98,7,13,"[622, 1300, 1849, 1644, 832, 620, 852, 2007, 841, 1107, 1632, 1868, 34, 910, 1841]"
42.0,500.79,6,13,"[622, 386, 857, 1639, 1041, 841, 962, 1389, 312, 620, 1090, 1367, 155, 1841, 816, 457, 1169, 420, 344, 1849, 1215, 1063, 1291, 656, 1133, 998, 327, 1021, 1302, 1135, 667, 750, 1777, 1957, 295, 299, 943, 1683, 1331, 850, 691, 439]"
