n_nodes,influence,time,nodes
2.0,85.6,2,"[649, 70]"
4.0,137.9,4,"[649, 70, 901, 111]"
6.0,202.92,5,"[57, 229, 361, 333, 901, 683]"
10.0,281.12,7,"[1001, 229, 459, 999, 901, 770, 824, 85, 58, 683]"
12.0,362.28,5,"[43, 229, 781, 333, 901, 364, 362, 305, 235, 225, 597, 824]"
7.0,247.12,5,"[391, 229, 855, 824, 901, 85, 683]"
5.0,153.92,5,"[17, 333, 307, 683, 901]"
3.0,116.48,3,"[315, 707, 901]"
8.0,268.96,6,"[188, 210, 557, 333, 901, 72, 824, 85]"
17.0,422.08,6,"[827, 901, 229, 70, 319, 333, 824, 453, 683, 95, 473, 554, 579, 776, 2, 178, 285]"
11.0,323.56,6,"[57, 229, 459, 770, 901, 333, 824, 830, 683, 85, 691]"
16.0,355.14,7,"[1001, 229, 532, 333, 770, 901, 824, 205, 85, 691, 393, 683, 947, 178, 537, 2]"
6.0,249.0,4,"[160, 229, 416, 683, 901, 824]"
5.0,182.08,4,"[649, 217, 333, 901, 683]"
7.0,231.72,6,"[649, 225, 901, 94, 71, 824, 333]"
5.0,191.92,3,"[983, 375, 698, 901, 824]"
7.0,271.06,4,"[391, 229, 855, 199, 901, 824, 683]"
15.0,409.98,6,"[996, 70, 229, 319, 901, 453, 683, 333, 231, 824, 383, 597, 681, 745, 261]"
3.0,126.76,2,"[619, 683, 901]"
6.0,163.06,6,"[97, 383, 153, 901, 72, 824]"
4.0,180.9,3,"[674, 70, 901, 824]"
14.0,350.86,7,"[1001, 70, 111, 446, 315, 328, 231, 383, 901, 824, 225, 681, 597, 461]"
13.0,377.98,4,"[519, 383, 229, 428, 901, 766, 315, 824, 333, 328, 231, 225, 681]"
11.0,297.24,7,"[674, 229, 901, 459, 824, 999, 770, 58, 110, 178, 683]"
10.0,342.52,5,"[205, 229, 683, 459, 364, 901, 114, 305, 824, 489]"
9.0,312.6,5,"[222, 229, 683, 459, 364, 901, 114, 305, 824]"
17.0,387.48,7,"[674, 229, 901, 459, 824, 999, 333, 453, 95, 473, 178, 401, 683, 579, 776, 2, 285]"
13.0,347.24,6,"[70, 229, 361, 459, 901, 364, 114, 305, 597, 383, 824, 231, 681]"
1.0,28.54,1,[368]
9.0,233.56,7,"[1001, 229, 459, 999, 901, 171, 85, 58, 824]"
10.0,309.62,6,"[126, 229, 901, 459, 824, 999, 333, 453, 95, 683]"
14.0,371.2,6,"[1001, 229, 624, 333, 770, 901, 205, 824, 85, 691, 393, 168, 683, 178]"
15.0,352.56,7,"[1001, 70, 111, 319, 453, 639, 333, 231, 901, 824, 383, 597, 681, 745, 261]"
9.0,302.2,6,"[75, 70, 852, 901, 824, 364, 114, 305, 489]"
