n_nodes,influence,nodes
5.0,1257.24,"[67, 99, 364, 1200, 1009]"
47.0,1293.5,"[1152, 1410, 1544, 1420, 1276, 1046, 151, 1435, 798, 542, 673, 1445, 934, 679, 682, 558, 1455, 814, 1457, 179, 1076, 1204, 1336, 568, 1338, 443, 1093, 1095, 327, 711, 1484, 339, 1367, 600, 1507, 1126, 103, 1130, 1261, 1135, 753, 1266, 627, 1399, 1528, 889, 508]"
70.0,1302.18,"[513, 771, 1157, 263, 904, 1418, 780, 1165, 909, 1423, 656, 913, 402, 1299, 1172, 1554, 530, 27, 1060, 550, 167, 806, 297, 808, 1454, 1070, 816, 1201, 1459, 1466, 1467, 705, 838, 711, 1224, 1352, 970, 972, 204, 718, 1231, 1104, 337, 594, 340, 471, 217, 986, 91, 223, 479, 480, 1122, 97, 1512, 745, 1514, 618, 1386, 1004, 110, 750, 1392, 360, 880, 1269, 1013, 245, 378, 1531]"
4.0,1252.68,"[924, 364, 1200, 836]"
3.0,1249.78,"[301, 1283, 1009]"
51.0,1293.98,"[10, 1160, 659, 404, 1048, 795, 798, 33, 1442, 932, 1445, 36, 295, 439, 312, 1087, 1471, 1478, 968, 713, 974, 83, 597, 1111, 1243, 1499, 861, 868, 1385, 1514, 235, 167, 240, 1526, 1530, 1054, 97, 1512, 745, 618, 1386, 1004, 110, 750, 1392, 360, 880, 1013, 245, 378, 1531]"
62.0,1295.78,"[1537, 1411, 387, 1157, 5, 1297, 894, 1044, 790, 631, 810, 1473, 327, 1097, 205, 1384, 1005, 1392, 754, 884, 383, 1201, 1459, 1466, 217, 1467, 705, 838, 711, 1352, 970, 1514, 972, 1269, 204, 718, 1231, 1104, 337, 1368, 340, 471, 986, 91, 223, 479, 9, 1122, 97, 1512, 745, 618, 1386, 1004, 110, 750, 360, 880, 1013, 245, 378, 1531]"
36.0,1289.78,"[769, 1292, 530, 408, 921, 1178, 1177, 1439, 198, 1063, 681, 1198, 369, 562, 436, 311, 825, 1478, 1116, 713, 974, 1185, 597, 1111, 1243, 868, 861, 1385, 1499, 1514, 235, 1519, 240, 1526, 1530, 1054]"
54.0,1294.8,"[1537, 1411, 1402, 1157, 5, 1297, 894, 1044, 790, 631, 810, 1473, 327, 408, 186, 412, 1501, 705, 838, 711, 1224, 103, 1514, 1269, 970, 972, 204, 718, 1231, 1104, 337, 594, 340, 471, 986, 91, 223, 479, 480, 1122, 97, 1512, 618, 1386, 1004, 1118, 750, 1392, 360, 880, 1013, 245, 1145, 1531]"
1.0,1228.58,[1077]
31.0,1288.8,"[1537, 1411, 1402, 1157, 5, 1297, 894, 1044, 790, 631, 810, 1473, 327, 408, 186, 412, 1501, 705, 838, 711, 1224, 103, 1514, 1269, 970, 972, 204, 718, 1231, 704, 337]"
16.0,1281.04,"[1456, 660, 530, 921, 1532, 141, 1289, 1473, 487, 186, 412, 1501, 1472, 1356, 1380, 408]"
21.0,1285.98,"[1373, 240, 659, 404, 1048, 728, 1066, 340, 1200, 110, 1473, 994, 1520, 186, 412, 1501, 1521, 178, 711, 1224, 1514]"
6.0,1278.14,"[1259, 539, 1532, 1478, 1480, 1431]"
