n_nodes,influence,time,nodes
61.0,2057.74,7,"[2590, 745, 3773, 1491, 1948, 1587, 1536, 2033, 1912, 1302, 107, 2042, 513, 348, 3207, 3676, 0, 1487, 3906, 1864, 2153, 3226, 1612, 2464, 2020, 3076, 2781, 2114, 3610, 1848, 1175, 3168, 500, 2951, 3437, 2081, 902, 2074, 1288, 2237, 1554, 1520, 2184, 3214, 402, 1684, 2200, 2336, 1712, 1973, 2869, 1717, 3000, 824, 3293, 3146, 3403, 2642, 2643, 3026, 3320]"
7.0,844.24,7,"[3774, 1110, 2233, 1684, 0, 745, 107]"
4.0,465.34,3,"[1006, 3084, 1573, 107]"
36.0,1751.92,7,"[2890, 745, 1302, 1491, 1189, 2153, 3132, 3226, 1684, 1612, 2597, 1783, 1751, 2237, 107, 2229, 1288, 1730, 2042, 2376, 315, 326, 3348, 1487, 2024, 3207, 2233, 2278, 3437, 2430, 2543, 1516, 1912, 0, 2464, 1757]"
43.0,1878.06,7,"[2849, 745, 1491, 1684, 3207, 1302, 107, 2153, 3610, 0, 1487, 2237, 1912, 1783, 3348, 2233, 3132, 1229, 3293, 3437, 1288, 3906, 513, 2216, 2464, 2081, 2184, 3320, 500, 1520, 2643, 3676, 3035, 1587, 2020, 2869, 348, 2781, 3168, 1717, 3214, 2642, 402]"
4.0,429.3,6,"[2849, 2233, 3705, 1684]"
2.0,102.18,3,"[1199, 2111]"
16.0,1437.82,7,"[536, 745, 3078, 1684, 2087, 1302, 178, 1288, 3906, 0, 2237, 3599, 2153, 107, 3437, 1912]"
4.0,456.2,5,"[1006, 698, 2424, 107]"
3.0,392.22,6,"[3949, 2111, 1684]"
23.0,1583.86,7,"[2849, 745, 2556, 1684, 1491, 1912, 351, 1302, 178, 2233, 3348, 3132, 3437, 513, 3829, 2220, 2153, 1783, 3214, 3207, 2229, 107, 0]"
18.0,1485.24,7,"[1006, 698, 2072, 2153, 1684, 863, 3576, 2220, 3207, 2229, 3906, 1912, 1783, 2351, 0, 500, 3437, 107]"
24.0,1616.54,7,"[2890, 745, 1783, 1491, 1948, 1681, 2033, 107, 2649, 2915, 3348, 1684, 727, 573, 2220, 2229, 0, 3168, 1487, 3437, 3214, 1587, 1912, 348]"
59.0,2041.66,7,"[2849, 745, 1302, 1684, 1912, 1491, 1189, 0, 3132, 107, 1783, 2237, 3207, 1288, 2153, 3437, 3226, 1612, 2020, 1554, 1487, 1973, 3348, 1712, 1757, 2630, 2233, 2781, 2114, 223, 2336, 2869, 500, 3676, 1520, 3403, 348, 1985, 3168, 2200, 2642, 2074, 1717, 3906, 3000, 1587, 513, 2184, 559, 902, 3026, 3146, 1175, 3076, 2464, 2081, 2951, 3214, 402]"
12.0,1384.36,6,"[2045, 335, 107, 1684, 1757, 1288, 1912, 0, 2237, 3599, 1007, 3437]"
38.0,1814.64,7,"[2849, 1302, 2233, 3952, 2224, 745, 0, 3226, 3132, 107, 2153, 1612, 1783, 2237, 348, 1973, 2630, 2781, 2114, 3348, 1487, 2336, 273, 3207, 1554, 1225, 3676, 1985, 1757, 3320, 2020, 1288, 3403, 3437, 1712, 1520, 1684, 1912]"
77.0,2186.88,7,"[1006, 698, 3773, 107, 563, 2033, 1948, 3035, 1587, 1912, 1185, 1536, 3676, 513, 3293, 2869, 1654, 3403, 1745, 3906, 2643, 348, 3320, 1864, 1302, 2153, 2020, 1612, 2781, 3226, 2951, 3610, 2237, 2460, 2594, 500, 2642, 1059, 3207, 3437, 412, 2108, 2093, 1730, 1123, 3168, 1520, 402, 1979, 1085, 1107, 374, 0, 3119, 3076, 2464, 2088, 1086, 159, 1747, 1288, 2184, 2081, 3214, 1684, 315, 2336, 1712, 708, 2356, 1973, 966, 3000, 824, 1993, 3146, 3026]"
73.0,2141.32,7,"[536, 745, 3078, 1684, 1681, 2915, 3348, 1656, 1288, 2649, 727, 0, 573, 2220, 107, 1912, 3437, 2229, 1086, 3513, 2676, 2665, 1107, 1569, 2951, 1487, 1327, 348, 1587, 3214, 3168, 2385, 3600, 3330, 1275, 3076, 2950, 2643, 2184, 422, 902, 3734, 2985, 2445, 1554, 402, 3397, 1741, 1198, 2081, 2839, 668, 1973, 2642, 1485, 2200, 3026, 3351, 374, 2074, 917, 1712, 2873, 2869, 2336, 2339, 2356, 1717, 824, 3000, 966, 3146, 1993]"
29.0,1711.22,7,"[1006, 698, 2072, 2153, 1684, 1796, 3576, 2220, 2229, 2351, 3207, 1912, 3035, 1783, 1587, 3906, 2020, 500, 2869, 348, 3437, 2781, 107, 0, 3168, 1717, 3214, 2642, 402]"
23.0,1614.06,6,"[2849, 1457, 2233, 1288, 1170, 2184, 107, 1684, 3207, 348, 2445, 1962, 3132, 0, 513, 3214, 2153, 3829, 2220, 1783, 2229, 3437, 1912]"
22.0,1559.44,7,"[1006, 698, 2072, 2153, 1684, 1948, 2547, 2233, 3132, 3293, 1757, 1912, 881, 3320, 1783, 1302, 3403, 513, 1634, 0, 107, 3437]"
48.0,1940.76,7,"[2890, 745, 1302, 1491, 1189, 1612, 3132, 2153, 3226, 2597, 1684, 1751, 2229, 2237, 1783, 3491, 2042, 2376, 315, 326, 107, 2024, 2278, 2430, 2543, 1288, 3348, 1516, 2464, 2233, 402, 1487, 2081, 1520, 2781, 1587, 1912, 2869, 3437, 1717, 3207, 3906, 2642, 2643, 348, 3168, 0, 1757]"
11.0,1366.62,7,"[536, 698, 2072, 1684, 2109, 3022, 1302, 0, 107, 3437, 1912]"
30.0,1743.2,7,"[2849, 1457, 2233, 745, 3207, 107, 1684, 1288, 2184, 0, 348, 2445, 2153, 3214, 1962, 2220, 1554, 787, 2593, 2229, 917, 2654, 500, 1912, 2074, 2460, 2594, 1059, 3437, 412]"
