n_nodes,influence,time,nodes
19.0,468.82,7,"[609, 995, 964, 839, 296, 167, 107, 571, 788, 341, 662, 568, 726, 985, 866, 101, 744, 1002, 510]"
26.0,498.0,7,"[769, 3, 265, 524, 781, 525, 911, 928, 36, 934, 684, 681, 559, 944, 1007, 692, 621, 565, 953, 834, 968, 106, 881, 754, 498, 638]"
10.0,407.76,7,"[769, 609, 656, 536, 924, 156, 552, 812, 44, 178]"
14.0,455.04,6,"[865, 150, 156, 565, 426, 903, 911, 181, 630, 928, 416, 827, 990, 126]"
21.0,483.22,6,"[769, 852, 265, 524, 781, 525, 517, 928, 181, 630, 474, 827, 990, 996, 744, 106, 954, 820, 498, 373, 860]"
7.0,344.12,7,"[596, 643, 346, 974, 66, 725, 469]"
6.0,366.54,6,"[609, 995, 313, 839, 372, 381]"
21.0,481.56,7,"[100, 3, 107, 663, 781, 517, 265, 181, 630, 474, 827, 990, 928, 996, 744, 106, 477, 820, 498, 373, 860]"
17.0,466.34,7,"[111, 609, 656, 536, 924, 156, 552, 996, 744, 106, 881, 754, 440, 638, 1022, 329, 628]"
23.0,487.34,7,"[17, 742, 362, 558, 750, 112, 208, 658, 36, 630, 934, 684, 736, 559, 944, 51, 692, 621, 565, 953, 834, 968, 329]"
24.0,488.38,6,"[133, 435, 937, 777, 201, 927, 217, 603, 602, 101, 614, 102, 999, 869, 1000, 875, 870, 877, 884, 501, 630, 119, 504, 380]"
8.0,385.52,7,"[329, 651, 922, 595, 1, 725, 447, 217]"
2.0,321.7,4,"[215, 446]"
12.0,449.2,5,"[865, 150, 156, 565, 426, 877, 911, 739, 720, 780, 568, 1023]"
13.0,453.34,6,"[596, 3, 265, 524, 781, 788, 107, 428, 341, 416, 827, 990, 351]"
12.0,448.56,6,"[292, 742, 362, 750, 956, 735, 865, 817, 662, 568, 329, 18]"
6.0,400.3,5,"[865, 150, 224, 988, 372, 381]"
12.0,440.78,7,"[165, 575, 937, 622, 628, 381, 87, 735, 865, 817, 662, 147]"
29.0,513.26,7,"[769, 3, 265, 997, 781, 525, 911, 928, 181, 1015, 662, 592, 568, 723, 730, 603, 602, 101, 614, 102, 999, 660, 1000, 875, 870, 884, 877, 956, 630]"
5.0,364.38,6,"[683, 446, 877, 938, 201]"
9.0,427.16,6,"[865, 261, 5, 522, 283, 680, 744, 1003, 510]"
4.0,373.86,5,"[165, 575, 937, 863]"
5.0,385.42,5,"[700, 446, 877, 938, 201]"
7.0,410.68,6,"[768, 261, 156, 1003, 688, 201, 426]"
41.0,526.06,7,"[814, 3, 265, 997, 476, 112, 558, 953, 916, 968, 630, 658, 36, 934, 684, 559, 944, 736, 51, 692, 621, 565, 834, 450, 329, 971, 206, 471, 606, 25, 741, 628, 126, 884, 870, 504, 745, 875, 501, 877, 119]"
8.0,418.8,4,"[865, 150, 156, 801, 1, 725, 447, 217]"
9.0,387.98,7,"[596, 643, 346, 974, 66, 725, 744, 188, 510]"
15.0,458.86,6,"[100, 857, 3, 217, 565, 265, 428, 866, 630, 609, 827, 990, 948, 416, 284]"
3.0,312.2,5,"[329, 388, 628]"
11.0,422.44,7,"[483, 742, 362, 558, 750, 112, 208, 658, 1022, 446, 628]"
25.0,494.24,7,"[769, 3, 265, 997, 781, 525, 911, 928, 181, 1015, 75, 592, 568, 723, 730, 603, 602, 101, 614, 102, 999, 660, 1000, 875, 630]"
18.0,466.86,7,"[111, 609, 656, 536, 924, 313, 552, 996, 744, 106, 881, 754, 440, 638, 1022, 329, 628, 380]"
13.0,441.8,7,"[111, 609, 656, 536, 924, 313, 552, 801, 744, 106, 881, 754, 329]"
15.0,445.78,7,"[100, 517, 107, 663, 3, 781, 181, 630, 474, 265, 827, 990, 996, 744, 679]"
16.0,460.48,7,"[375, 609, 656, 536, 924, 156, 552, 996, 744, 106, 881, 754, 440, 638, 1022, 329]"
50.0,536.88,7,"[769, 3, 265, 997, 781, 8, 1036, 14, 785, 275, 532, 592, 539, 723, 730, 603, 554, 602, 684, 433, 434, 562, 453, 101, 614, 102, 999, 1000, 884, 875, 870, 630, 182, 877, 439, 823, 788, 320, 67, 69, 454, 711, 73, 974, 334, 869, 501, 119, 504, 380]"
8.0,415.46,5,"[609, 575, 298, 716, 786, 83, 447, 217]"
49.00000000000001,529.26,7,"[609, 261, 5, 1031, 8, 1036, 14, 785, 275, 532, 539, 554, 684, 433, 434, 562, 308, 182, 439, 823, 829, 320, 67, 358, 454, 711, 73, 716, 974, 334, 592, 723, 730, 248, 602, 101, 614, 102, 999, 869, 1000, 875, 870, 877, 884, 501, 630, 119, 504]"
10.0,444.66,6,"[165, 575, 937, 622, 781, 525, 515, 739, 952, 968]"
23.0,487.9,6,"[769, 3, 265, 997, 781, 525, 911, 928, 181, 1015, 75, 592, 568, 723, 51, 15, 621, 565, 953, 834, 968, 329, 630]"
39.0,521.6,7,"[769, 3, 265, 781, 997, 525, 911, 928, 181, 1015, 662, 592, 568, 723, 730, 603, 602, 101, 614, 272, 999, 660, 1000, 875, 956, 884, 471, 877, 630, 870, 606, 25, 741, 628, 126, 504, 745, 501, 119]"
19.0,470.6,6,"[769, 852, 265, 524, 781, 525, 517, 402, 181, 630, 474, 827, 990, 996, 744, 106, 101, 1002, 510]"
