n_nodes,influence,nodes
18.0,51.1,"[181, 155, 443, 513, 275, 463, 230, 371, 171, 332, 256, 451, 187, 123, 581, 491, 249, 257]"
20.0,54.66,"[243, 663, 274, 236, 173, 117, 186, 417, 580, 164, 683, 468, 247, 266, 156, 416, 611, 133, 128, 632]"
2.0,9.34,"[194, 219]"
19.0,53.66,"[243, 663, 274, 236, 173, 117, 186, 417, 149, 164, 683, 468, 247, 266, 156, 416, 611, 133, 128]"
1.0,5.76,[215]
13.0,42.54,"[243, 507, 274, 320, 639, 209, 227, 241, 218, 210, 112, 166, 124]"
9.0,33.1,"[174, 747, 133, 146, 30, 186, 628, 231, 160]"
15.0,43.4,"[369, 544, 202, 243, 169, 732, 186, 417, 580, 164, 796, 468, 247, 266, 156]"
3.0,16.56,"[201, 202, 156]"
10.0,34.04,"[238, 123, 347, 243, 32, 222, 231, 397, 57, 133]"
12.0,39.18,"[579, 528, 169, 146, 30, 222, 347, 166, 532, 32, 622, 133]"
8.0,29.92,"[238, 675, 744, 217, 0, 222, 267, 120]"
6.0,28.74,"[201, 169, 142, 245, 587, 186]"
5.0,26.62,"[201, 169, 245, 226, 222]"
4.0,22.86,"[201, 231, 238, 219]"
