n_nodes,influence,time,nodes
2.0,75.04,2,"[785, 2059]"
7.0,445.38,5,"[1907, 855, 1587, 2571, 1336, 174, 1681]"
2.0,150.2,1,"[1803, 2059]"
29.0,1044.06,7,"[485, 2659, 1928, 750, 681, 1023, 1587, 1128, 620, 516, 1786, 392, 1316, 2313, 2472, 169, 1056, 2059, 403, 1952, 491, 821, 806, 1596, 2106, 1835, 873, 296, 1834]"
37.0,1212.22,7,"[485, 2659, 1928, 750, 681, 1023, 1056, 1587, 1128, 620, 806, 1786, 1596, 904, 516, 2337, 392, 1316, 2144, 2472, 169, 2313, 854, 491, 1059, 1919, 821, 2059, 403, 2106, 873, 1952, 536, 979, 1835, 296, 1834]"
47.0,1446.48,5,"[1907, 855, 1587, 2571, 1336, 174, 35, 705, 674, 1845, 1786, 1316, 169, 2313, 1291, 2059, 392, 403, 1952, 2472, 491, 821, 806, 1596, 2106, 1835, 873, 800, 916, 849, 1905, 2024, 803, 1964, 480, 1369, 2095, 2163, 2261, 2268, 397, 1480, 2201, 1013, 511, 1693, 1659]"
65.0,1533.04,7,"[1027, 2659, 243, 647, 659, 916, 334, 1128, 620, 1316, 1786, 169, 403, 2313, 2059, 2472, 392, 821, 491, 1835, 2106, 1291, 656, 1439, 644, 907, 1436, 1532, 2259, 432, 2196, 1403, 262, 1013, 1529, 1618, 696, 961, 896, 1327, 2281, 414, 2012, 1351, 2211, 738, 1540, 2163, 2225, 2041, 1664, 562, 2205, 573, 919, 1357, 878, 2340, 737, 1807, 1919, 543, 2201, 612, 464]"
50.0,1462.08,5,"[1026, 2059, 856, 366, 2571, 1336, 174, 35, 2086, 184, 2201, 1853, 1742, 677, 1061, 1570, 893, 403, 839, 1919, 2472, 491, 1148, 1794, 480, 1753, 654, 801, 194, 2246, 1743, 904, 1841, 392, 2313, 1587, 2144, 1502, 854, 1059, 536, 1627, 979, 2135, 831, 2496, 2131, 998, 522, 712]"
10.0,185.82,7,"[1803, 2659, 388, 174, 2420, 359, 2547, 1200, 566, 2002]"
65.0,1562.44,6,"[1907, 855, 1587, 2571, 1336, 174, 35, 2086, 2059, 366, 184, 2201, 1853, 491, 1742, 403, 2602, 1835, 2106, 1291, 656, 547, 644, 907, 1919, 392, 2472, 414, 1436, 1532, 2259, 432, 2196, 1403, 2313, 262, 1013, 1529, 1618, 696, 961, 896, 1327, 2281, 2012, 1351, 2211, 738, 1540, 2163, 2225, 2041, 1664, 562, 2205, 573, 919, 1357, 878, 2340, 737, 1807, 543, 612, 464]"
15.0,647.12,6,"[2016, 1057, 1581, 174, 2420, 248, 366, 656, 801, 1919, 1975, 893, 593, 2356, 2201]"
7.0,499.24,4,"[2207, 2059, 2313, 1886, 893, 839, 1919]"
6.0,69.5,6,"[485, 2659, 1954, 174, 2420, 359]"
7.0,135.04,6,"[1907, 855, 342, 2571, 1055, 174, 2059]"
34.0,1253.3,5,"[1907, 855, 1641, 1587, 839, 1336, 2534, 1794, 174, 392, 366, 35, 2086, 184, 491, 2313, 1853, 2059, 654, 1148, 403, 2201, 893, 414, 1919, 801, 1570, 2602, 1061, 2472, 194, 480, 2246, 1530]"
54.0,1531.34,6,"[1907, 855, 1587, 2571, 1336, 174, 35, 2086, 2059, 366, 656, 491, 2201, 1316, 403, 1786, 169, 1439, 581, 821, 392, 907, 2106, 2472, 2313, 1436, 1835, 1532, 2259, 432, 1291, 2196, 1403, 262, 1529, 1013, 1618, 696, 961, 896, 1327, 2281, 414, 2012, 1351, 2211, 738, 1540, 2225, 2041, 2163, 1664, 562, 1320]"
9.0,530.68,4,"[2207, 2059, 2313, 1886, 2276, 839, 1919, 2681, 1530]"
11.0,641.74,5,"[1907, 855, 1587, 1336, 35, 2571, 2086, 174, 366, 2524, 2059]"
31.0,1067.48,7,"[1027, 2659, 243, 930, 1038, 248, 801, 1389, 2356, 893, 1369, 1387, 480, 216, 931, 2059, 2200, 397, 431, 262, 2146, 1013, 1794, 1919, 2201, 414, 654, 392, 2472, 194, 2313]"
18.0,842.96,6,"[1027, 1977, 1268, 750, 681, 1023, 1587, 566, 620, 597, 1786, 236, 1316, 169, 1291, 2313, 222, 1958]"
11.0,499.7,6,"[2207, 2059, 2313, 1886, 241, 839, 1919, 2681, 1530, 1128, 464]"
4.0,299.4,3,"[1907, 855, 1587, 2309]"
10.0,579.36,5,"[1027, 2659, 1641, 1587, 1336, 1825, 839, 2534, 1794, 392]"
12.0,571.28,6,"[785, 855, 1587, 625, 2571, 1336, 1630, 2017, 1681, 331, 979, 15]"
41.0,1363.66,6,"[1907, 855, 1587, 174, 1336, 2571, 35, 2086, 2059, 366, 184, 2201, 1853, 491, 1742, 403, 2602, 2137, 2106, 1291, 656, 547, 644, 907, 1919, 392, 2472, 414, 1436, 1532, 2259, 432, 2196, 1403, 2313, 262, 1013, 1529, 1618, 696, 612]"
34.0,1140.82,7,"[1027, 2659, 243, 403, 839, 1292, 1023, 1056, 1587, 1128, 620, 806, 1596, 1495, 516, 2337, 2144, 392, 1786, 854, 821, 2313, 169, 1316, 1059, 2106, 873, 491, 2059, 1952, 536, 979, 2472, 1919]"
24.0,961.88,7,"[1027, 2659, 243, 930, 1038, 248, 801, 1389, 2356, 893, 1369, 1387, 480, 216, 2652, 2059, 677, 1061, 1570, 1437, 392, 2313, 2201, 1919]"
