n_nodes,influence,nodes
17.0,211.28,"[159, 98, 227, 324, 325, 104, 264, 107, 396, 301, 15, 400, 244, 119, 120, 185, 375]"
13.0,202.32,"[161, 378, 74, 286, 219, 357, 374, 289, 186, 104, 315, 326, 109]"
1.0,62.34,[49]
2.0,78.18,"[34, 75]"
11.0,198.26,"[161, 378, 74, 286, 219, 357, 356, 289, 186, 104, 171]"
9.0,191.16,"[164, 300, 63, 74, 293, 254, 219, 374, 89]"
14.0,205.06,"[76, 196, 233, 55, 219, 357, 356, 289, 186, 104, 215, 112, 188, 283]"
3.0,141.74,"[211, 192, 78]"
7.0,182.36,"[161, 117, 323, 248, 74, 172, 219]"
19.0,212.2,"[366, 268, 302, 219, 74, 191, 172, 293, 279, 171, 326, 396, 289, 365, 39, 335, 107, 282, 23]"
6.0,176.36,"[192, 293, 176, 95, 23, 219]"
8.0,185.06,"[192, 158, 167, 55, 219, 293, 395, 27]"
15.0,206.68,"[164, 268, 302, 95, 216, 12, 293, 172, 279, 287, 289, 365, 326, 396, 23]"
4.0,172.34,"[117, 323, 60, 218]"
