n_nodes,influence,nodes
19.0,28.6,"[375, 154, 74, 23, 27, 289, 34, 103, 305, 77, 147, 182, 39, 185, 229, 93, 98, 63, 73]"
4.0,7.2,"[139, 77, 34, 47]"
20.0,29.12,"[375, 84, 71, 23, 192, 97, 81, 108, 166, 379, 138, 171, 182, 168, 118, 175, 293, 135, 80, 194]"
18.0,28.12,"[234, 357, 374, 89, 194, 25, 162, 286, 107, 76, 39, 26, 58, 50, 402, 315, 179, 195]"
1.0,1.42,[159]
15.0,25.3,"[24, 82, 50, 88, 94, 171, 219, 164, 104, 127, 157, 155, 86, 115, 76]"
2.0,3.14,"[192, 402]"
6.0,10.64,"[117, 45, 131, 26, 107, 74]"
3.0,5.2,"[57, 107, 102]"
16.0,27.22,"[99, 291, 329, 219, 53, 140, 191, 396, 95, 277, 33, 48, 118, 109, 267, 25]"
12.0,21.66,"[353, 61, 131, 26, 270, 148, 60, 157, 102, 323, 76, 109]"
17.0,28.04,"[353, 291, 329, 71, 133, 342, 93, 69, 156, 263, 201, 279, 110, 158, 97, 125, 225]"
5.0,8.84,"[117, 93, 45, 26, 328]"
14.0,24.44,"[353, 72, 193, 158, 371, 124, 60, 34, 35, 277, 56, 37, 25, 30]"
13.0,23.14,"[353, 329, 46, 57, 60, 167, 273, 248, 34, 179, 148, 25, 82]"
7.0,12.92,"[245, 107, 34, 131, 379, 375, 60]"
11.0,19.06,"[353, 198, 227, 129, 23, 34, 60, 42, 179, 148, 87]"
10.0,18.3,"[353, 323, 162, 62, 144, 371, 34, 25, 80, 82]"
9.0,18.18,"[353, 150, 74, 158, 47, 62, 164, 25, 34]"
8.0,16.58,"[353, 30, 71, 108, 47, 95, 164, 34]"
