n_nodes,influence,nodes
1.0,1411.62,[808]
22.0,1837.74,"[833, 33, 1702, 1963, 205, 112, 1779, 2014, 123, 1629, 286, 1881, 1118, 865, 790, 229, 1263, 1649, 625, 1267, 116, 510]"
4.0,1622.2,"[648, 1049, 1985, 1676]"
35.0,1846.08,"[1215, 1447, 168, 151, 1814, 970, 1671, 173, 1452, 45, 752, 1737, 1877, 1486, 1722, 814, 314, 450, 77, 724, 853, 728, 1497, 1562, 2017, 1378, 482, 1769, 1773, 238, 1901, 882, 628, 1532, 1021]"
14.0,1831.42,"[834, 33, 229, 1702, 1963, 205, 112, 1779, 2014, 123, 1629, 286, 1772, 1118]"
16.0,1835.82,"[932, 1206, 168, 1351, 1453, 286, 1812, 227, 176, 42, 564, 1737, 1877, 45, 1722, 188]"
11.0,1829.22,"[1903, 33, 229, 1702, 227, 24, 286, 937, 1949, 1812, 170]"
18.0,1837.02,"[648, 1439, 1702, 426, 205, 637, 928, 1180, 1629, 937, 1812, 259, 81, 785, 1863, 35, 1739, 116]"
10.0,1828.1,"[1890, 38, 1702, 168, 222, 970, 205, 286, 1761, 484]"
8.0,1824.82,"[193, 180, 14, 1963, 575, 112, 1645, 2014]"
7.0,1824.7,"[1779, 111, 257, 407, 112, 1749, 1622]"
7.0,1824.7,"[193, 1536, 1268, 49, 1963, 171, 148]"
7.0,1824.7,"[193, 1536, 1268, 49, 31, 1749, 2011]"
