n_nodes,influence,nodes
52.0,107.58,"[1241, 2139, 2024, 1094, 1993, 1763, 1230, 1893, 1869, 1843, 1750, 898, 2084, 1739, 416, 887, 2063, 2045, 2085, 386, 2553, 2740, 1177, 1238, 2001, 2037, 1234, 978, 809, 2223, 2554, 2057, 1712, 2183, 2209, 2113, 1710, 1714, 1685, 935, 1999, 1813, 426, 595, 2086, 2012, 1881, 2174, 2011, 1919, 1940, 2734]"
48.0,96.32,"[693, 1724, 672, 1238, 2146, 2085, 1950, 1257, 537, 499, 331, 1770, 547, 1223, 1899, 1211, 275, 923, 1891, 1940, 1992, 1977, 2234, 2070, 1936, 1736, 2029, 2218, 1835, 1907, 2030, 1133, 917, 2091, 1960, 1730, 669, 1734, 1146, 772, 1885, 315, 2103, 947, 1816, 2140, 1920, 1965]"
11.0,25.88,"[1905, 2246, 375, 1723, 2124, 2153, 1705, 770, 581, 1988, 2116]"
61.0,122.06,"[2156, 2723, 2148, 607, 1868, 753, 916, 1782, 679, 2241, 1166, 1078, 376, 1791, 1776, 1988, 2019, 2070, 1916, 2237, 1999, 1851, 2205, 1843, 2072, 385, 2077, 2178, 2030, 1713, 2171, 1873, 1930, 1911, 2096, 299, 2173, 1806, 1937, 2238, 763, 2220, 872, 881, 2191, 986, 1687, 721, 614, 2097, 499, 586, 2054, 2061, 1896, 2151, 1199, 2047, 2107, 2208, 2066]"
63.0,126.18,"[2186, 753, 2022, 2230, 793, 626, 2171, 2122, 714, 2728, 598, 1990, 1826, 2208, 1834, 1788, 719, 2181, 1831, 1929, 499, 1725, 1109, 2175, 2053, 736, 1692, 543, 490, 2068, 1981, 1943, 1958, 1167, 2094, 1977, 1793, 750, 1807, 2034, 844, 735, 1113, 711, 806, 1934, 2584, 1127, 1895, 920, 2065, 1886, 2211, 2218, 390, 968, 1828, 2076, 2120, 1201, 1693, 2188, 420]"
60.0,119.48,"[543, 2099, 1871, 392, 1781, 1687, 1952, 2169, 353, 2103, 2228, 2679, 638, 1966, 1064, 2480, 398, 1999, 1912, 1923, 2602, 916, 1865, 1746, 348, 1827, 1980, 387, 2148, 1262, 1045, 2214, 1947, 979, 1224, 652, 1937, 2008, 1955, 2011, 2212, 837, 557, 1122, 1861, 2049, 2205, 1931, 823, 1997, 1069, 1941, 1922, 1229, 2060, 1111, 786, 1775, 1754, 2108]"
72.0,138.14,"[1050, 1992, 1877, 422, 2745, 2143, 1853, 1081, 2166, 1923, 959, 391, 309, 1936, 849, 1716, 1781, 2339, 1908, 2088, 762, 794, 1024, 981, 1225, 1760, 899, 1921, 938, 1727, 490, 1792, 1835, 1846, 982, 792, 730, 1780, 1910, 858, 598, 2114, 2232, 1996, 1725, 264, 1097, 2131, 1793, 879, 949, 1875, 1033, 316, 397, 2234, 1904, 1830, 2630, 294, 1889, 1950, 481, 1937, 2227, 1101, 801, 1968, 1772, 2069, 2154, 693]"
8.0,17.84,"[1685, 2246, 548, 590, 573, 1980, 2109, 1985]"
3.0,4.64,"[781, 988, 2719]"
23.0,51.62,"[1905, 2246, 375, 319, 2124, 2153, 1705, 770, 581, 1988, 2327, 1805, 1793, 1889, 2120, 1867, 2241, 2217, 1769, 615, 1257, 2107, 2128]"
67.0,134.56,"[1905, 2246, 375, 1723, 1935, 2163, 999, 982, 2183, 1876, 1860, 890, 2061, 2109, 1880, 2115, 1969, 676, 1993, 1929, 2218, 1695, 2093, 1913, 1173, 895, 2037, 1807, 350, 2161, 1129, 562, 1945, 2067, 1960, 2053, 2114, 2232, 1996, 1725, 264, 1097, 2131, 1793, 879, 949, 1875, 1033, 316, 397, 2234, 1904, 1830, 2630, 294, 1889, 1950, 481, 1937, 2227, 1101, 801, 1968, 1772, 1879, 2154, 693]"
