n_nodes,influence,nodes
1.0,113.28,[227]
3.0,231.7,"[600, 90, 318]"
30.0,349.46,"[390, 265, 525, 18, 664, 289, 674, 422, 555, 176, 688, 433, 307, 437, 310, 441, 569, 322, 70, 328, 78, 82, 95, 615, 232, 239, 624, 114, 500, 376]"
24.0,342.12,"[388, 391, 648, 522, 150, 153, 155, 35, 432, 180, 56, 187, 576, 204, 470, 222, 351, 480, 484, 358, 102, 500, 246, 125]"
2.0,129.44,"[227, 231]"
13.0,318.02,"[647, 20, 241, 474, 344, 454, 677, 22, 538, 265, 513, 192, 622]"
5.0,263.06,"[212, 70, 610, 588, 340]"
22.0,332.04,"[307, 1, 241, 474, 344, 237, 33, 26, 42, 620, 488, 547, 254, 270, 123, 513, 551, 222, 568, 635, 395, 530]"
4.0,242.28,"[307, 1, 241, 508]"
20.0,328.16,"[518, 27, 564, 86, 594, 180, 169, 187, 576, 204, 470, 585, 351, 480, 21, 358, 102, 500, 246, 125]"
15.0,324.02,"[642, 164, 241, 474, 344, 237, 33, 591, 26, 42, 620, 70, 420, 78, 82]"
17.0,327.14,"[64, 363, 8, 474, 344, 237, 33, 591, 26, 42, 620, 488, 118, 522, 270, 513, 551]"
21.0,331.04,"[59, 43, 363, 52, 474, 344, 237, 513, 591, 33, 26, 42, 45, 620, 488, 547, 522, 270, 292, 311, 244]"
7.0,303.38,"[586, 242, 292, 8, 347, 115, 622]"
8.0,317.6,"[351, 54, 80, 43, 359, 198, 242, 622]"
6.0,303.1,"[519, 8, 345, 30, 198, 529]"
