n_nodes,influence,time,nodes
5.0,462.1,5,"[442, 795, 902, 61, 304]"
2.0,429.24,3,"[252, 745]"
3.0,428.7,4,"[885, 567, 304]"
6.0,476.16,6,"[805, 352, 40, 104, 155, 901]"
7.0,481.38,6,"[848, 352, 40, 104, 155, 901, 304]"
8.0,486.08,6,"[190, 104, 766, 40, 304, 901, 683, 352]"
19.0,502.68,6,"[352, 902, 104, 40, 611, 304, 901, 176, 387, 683, 892, 826, 75, 65, 921, 747, 985, 119, 125]"
11.0,488.96,7,"[585, 1001, 40, 518, 766, 387, 304, 635, 125, 101, 901]"
2.0,363.54,4,"[132, 745]"
14.0,499.56,6,"[434, 40, 104, 352, 766, 901, 304, 75, 65, 921, 747, 985, 119, 125]"
6.0,478.24,5,"[350, 352, 40, 681, 304, 901]"
22.0,510.98,7,"[877, 902, 104, 247, 40, 357, 856, 954, 826, 1007, 858, 75, 342, 43, 304, 370, 125, 65, 921, 747, 688, 119]"
10.0,488.8,6,"[516, 956, 518, 40, 766, 333, 125, 304, 387, 901]"
11.0,492.04,6,"[352, 902, 104, 40, 634, 708, 304, 101, 387, 901, 518]"
5.0,470.68,4,"[442, 567, 901, 352, 304]"
4.0,434.1,5,"[967, 90, 304, 708]"
16.0,499.88,6,"[434, 457, 40, 104, 747, 892, 352, 304, 826, 921, 75, 985, 901, 125, 65, 119]"
10.0,487.14,7,"[885, 1001, 304, 40, 518, 804, 387, 341, 125, 901]"
18.0,501.8,6,"[434, 457, 523, 104, 747, 892, 921, 985, 304, 826, 125, 352, 932, 75, 708, 65, 901, 119]"
12.0,492.14,7,"[352, 902, 104, 611, 40, 304, 901, 176, 387, 683, 892, 995]"
16.0,499.38,7,"[434, 40, 104, 114, 649, 370, 826, 901, 975, 278, 55, 65, 5, 125, 932, 1007]"
20.0,501.94,7,"[136, 392, 40, 72, 357, 260, 907, 954, 911, 400, 1007, 101, 828, 903, 119, 934, 43, 65, 932, 708]"
17.0,501.32,6,"[352, 902, 104, 40, 634, 708, 304, 101, 18, 901, 518, 43, 828, 954, 65, 125, 932]"
12.0,492.72,6,"[885, 352, 104, 766, 304, 40, 75, 901, 921, 465, 747, 464]"
8.0,475.02,7,"[759, 877, 352, 104, 901, 155, 55, 1007]"
4.0,454.04,4,"[352, 70, 304, 555]"
9.0,479.12,7,"[105, 336, 238, 352, 681, 390, 901, 55, 1007]"
3.0,454.74,3,"[352, 672, 304]"
19.0,501.84,7,"[877, 902, 104, 247, 40, 357, 856, 954, 826, 1007, 858, 75, 342, 43, 304, 370, 477, 65, 921]"
