n_nodes,influence,time,nodes
6.0,79.4,4,"[1295, 1107, 215, 328, 524, 396]"
7.0,79.4,5,"[940, 504, 362, 842, 887, 1107, 732]"
24.0,192.7,7,"[643, 14, 786, 1299, 1279, 869, 39, 428, 175, 1327, 823, 696, 1084, 829, 62, 1089, 707, 967, 458, 469, 728, 476, 335, 51]"
6.0,80.2,3,"[27, 1075, 215, 328, 524, 396]"
49.00000000000001,307.1,7,"[323, 545, 700, 166, 1032, 480, 997, 951, 1215, 989, 253, 1036, 859, 40, 306, 292, 425, 682, 297, 1332, 183, 568, 1209, 313, 1211, 188, 1341, 830, 1088, 451, 1092, 324, 1188, 714, 716, 83, 597, 470, 986, 868, 1125, 748, 113, 1267, 244, 374, 761, 378, 127]"
44.0,301.32,6,"[2, 736, 8, 392, 1102, 1035, 1292, 653, 1295, 399, 530, 1120, 489, 520, 890, 910, 427, 850, 442, 1118, 891, 513, 1053, 905, 167, 84, 573, 448, 844, 13, 1286, 510, 410, 578, 229, 614, 490, 463, 767, 266, 538, 963, 1221, 252]"
23.0,186.56,7,"[3, 128, 844, 1279, 250, 413, 275, 281, 667, 690, 438, 776, 326, 393, 817, 946, 178, 1332, 179, 1207, 184, 314, 316]"
32.0,250.06,6,"[325, 545, 700, 166, 1032, 480, 895, 951, 1215, 989, 850, 513, 614, 442, 463, 490, 891, 767, 1118, 1053, 905, 1208, 84, 573, 34, 844, 13, 1286, 229, 510, 410, 578]"
33.0,253.68,7,"[513, 1, 891, 1260, 649, 1292, 781, 1054, 159, 1314, 676, 1036, 427, 850, 442, 1118, 1053, 905, 167, 84, 573, 448, 844, 13, 1286, 229, 510, 410, 578, 614, 490, 463, 767]"
11.0,112.16,7,"[769, 20, 786, 1299, 1279, 421, 877, 104, 175, 1327, 882]"
4.0,53.98,4,"[1241, 545, 891, 25]"
5.0,60.78,5,"[513, 1, 1260, 891, 665]"
14.0,143.94,7,"[513, 1, 891, 516, 1314, 649, 781, 1054, 159, 1036, 1292, 427, 1316, 850]"
25.0,214.8,7,"[1345, 951, 5, 971, 516, 649, 1292, 781, 1226, 460, 973, 718, 1360, 736, 98, 1277, 910, 492, 937, 165, 142, 468, 1066, 421, 543]"
57.0,336.86,7,"[513, 1, 891, 1227, 516, 13, 649, 1292, 159, 1323, 1314, 781, 298, 176, 564, 37, 181, 438, 439, 571, 60, 676, 579, 549, 327, 713, 1226, 460, 973, 718, 1360, 598, 466, 1239, 20, 481, 400, 998, 266, 938, 978, 1131, 1101, 557, 326, 142, 336, 1210, 750, 368, 452, 1018, 375, 308, 423, 362, 492]"
15.0,148.0,6,"[513, 951, 5, 700, 348, 536, 1340, 859, 1215, 40, 480, 253, 306, 989, 1036]"
8.0,60.86,7,"[1345, 285, 328, 703, 396, 781, 971, 1295]"
