n_nodes,influence,nodes
11.0,1259.7,"[349, 2174, 1793, 404, 493, 836, 2373, 1268, 1032, 2789, 952]"
3.0,794.16,"[1881, 1851, 722]"
2.0,251.34,"[2515, 1164]"
6.0,1082.26,"[476, 388, 1157, 2063, 3003, 2143]"
59.0,1627.24,"[1920, 2177, 2562, 2945, 772, 1803, 1020, 2445, 1678, 2447, 1296, 2835, 2583, 1815, 2457, 2335, 2592, 417, 683, 303, 1334, 2233, 1850, 2875, 2620, 701, 1982, 2112, 2243, 1860, 2886, 1611, 209, 978, 2898, 471, 1713, 344, 986, 2907, 2524, 2141, 860, 350, 2266, 994, 1508, 1127, 2791, 234, 1516, 1260, 2672, 1138, 117, 1142, 1014, 123, 2559]"
15.0,1428.94,"[2691, 1290, 907, 784, 1307, 484, 2216, 2175, 2791, 2004, 1126, 1269, 1138, 265, 790]"
9.0,1233.5,"[826, 1266, 1034, 2961, 749, 1794, 1781, 1967, 753]"
13.0,1309.32,"[2405, 1034, 1794, 1266, 1262, 273, 1781, 753, 1997, 2180, 2246, 406, 2131]"
18.0,1443.1,"[1095, 1266, 766, 2279, 749, 967, 2500, 670, 2711, 1730, 322, 2022, 714, 2004, 484, 676, 2040, 1716]"
43.0,1613.36,"[615, 165, 2493, 749, 2415, 1585, 2830, 1269, 2089, 1208, 637, 1794, 123, 2693, 2812, 2510, 1068, 519, 2425, 265, 853, 1827, 1322, 1713, 2743, 55, 2627, 2500, 1096, 969, 2122, 714, 1612, 2266, 986, 2907, 1126, 2524, 350, 1508, 1127, 2791, 117]"
47.0,1619.34,"[1095, 1266, 2166, 2533, 673, 519, 713, 2528, 749, 913, 2971, 1798, 1730, 153, 762, 924, 546, 2592, 1126, 1269, 2988, 1827, 2500, 2212, 1191, 1138, 2605, 1713, 1111, 2743, 2746, 1853, 1341, 1598, 968, 969, 614, 1612, 986, 2907, 2524, 2266, 350, 117, 1508, 1127, 2791]"
32.0,1580.4,"[615, 272, 2415, 924, 2275, 2893, 749, 320, 2693, 2812, 2755, 2048, 2627, 123, 2787, 1, 1138, 605, 1127, 2711, 1080, 968, 2286, 1612, 2004, 2791, 1126, 450, 1488, 1914, 969, 1508]"
27.0,1575.1,"[615, 2415, 2275, 752, 2774, 1732, 2061, 713, 2528, 913, 2452, 853, 2261, 1111, 934, 2791, 2281, 1138, 1191, 1269, 1231, 560, 786, 62, 1127, 2266, 350]"
35.0,1596.24,"[615, 2415, 2275, 752, 1068, 766, 2627, 2412, 1259, 2345, 2939, 853, 1585, 1111, 2670, 962, 2524, 1598, 2004, 2791, 934, 1126, 1269, 986, 2266, 350, 1786, 1827, 1127, 2711, 117, 2122, 1812, 969, 2656]"
23.0,1566.48,"[615, 2937, 1179, 766, 2105, 2627, 1259, 2345, 390, 2939, 436, 484, 2412, 749, 2791, 605, 2004, 322, 2122, 519, 2802, 1138, 1116]"
19.0,1544.3,"[1889, 408, 52, 1029, 431, 2076, 1111, 751, 2662, 296, 2551, 436, 535, 1259, 352, 2031, 404, 560, 1269]"
