n_nodes,influence,nodes
50.0,528.72,"[768, 261, 5, 1031, 8, 1036, 14, 785, 275, 532, 539, 554, 684, 433, 434, 562, 308, 182, 439, 823, 829, 320, 67, 69, 454, 711, 73, 716, 974, 334, 592, 723, 730, 603, 602, 101, 614, 102, 999, 869, 1000, 875, 870, 877, 884, 501, 630, 119, 504, 380]"
2.0,321.54,"[329, 399]"
28.0,500.98,"[643, 3, 1034, 288, 681, 42, 307, 694, 65, 193, 963, 709, 444, 196, 710, 460, 972, 87, 937, 865, 996, 744, 106, 881, 754, 498, 373, 1022]"
1.0,194.0,[426]
40.0,508.32,"[96, 1021, 893, 522, 145, 410, 672, 289, 164, 38, 661, 540, 925, 803, 36, 40, 431, 48, 54, 827, 188, 701, 574, 70, 754, 498, 211, 596, 983, 303, 343, 93, 734, 864, 857, 870, 117, 759, 249, 382]"
6.0,367.58,"[273, 175, 535, 506, 275, 467]"
24.0,493.94,"[519, 748, 535, 789, 689, 863, 164, 910, 376, 876, 87, 735, 865, 996, 744, 106, 435, 754, 1010, 457, 866, 101, 1002, 600]"
41.0,520.86,"[365, 516, 656, 536, 906, 152, 498, 77, 783, 391, 173, 983, 121, 182, 505, 431, 559, 699, 864, 445, 453, 455, 333, 334, 976, 977, 848, 120, 860, 93, 870, 109, 1008, 882, 1011, 755, 373, 117, 632, 124, 895]"
27.0,496.46,"[563, 516, 676, 907, 924, 156, 552, 812, 44, 863, 948, 27, 574, 193, 200, 253, 974, 105, 775, 548, 656, 755, 373, 117, 632, 124, 895]"
7.0,409.68,"[519, 748, 276, 991, 23, 156, 387]"
34.0,506.5,"[365, 516, 656, 536, 906, 152, 498, 77, 783, 391, 173, 983, 121, 933, 505, 431, 559, 699, 864, 445, 453, 455, 333, 334, 976, 977, 848, 120, 860, 93, 870, 109, 1008, 882]"
19.0,476.48,"[519, 748, 276, 991, 275, 387, 1003, 156, 23, 474, 827, 290, 990, 984, 726, 906, 866, 241, 775]"
21.0,486.54,"[715, 272, 491, 778, 275, 876, 397, 445, 45, 940, 62, 314, 966, 540, 925, 865, 38, 87, 136, 770, 735]"
14.0,472.48,"[500, 1034, 893, 712, 151, 875, 910, 547, 798, 25, 827, 941, 808, 290]"
13.0,466.4,"[562, 399, 332, 146, 41, 845, 910, 798, 827, 1003, 655, 474, 990]"
12.0,459.82,"[715, 522, 1034, 914, 199, 467, 981, 910, 878, 990, 290, 525]"
11.0,457.34,"[715, 151, 932, 557, 378, 785, 135, 850, 947, 827, 290]"
9.0,453.66,"[715, 252, 794, 932, 871, 378, 917, 557, 889]"
10.0,454.26,"[715, 252, 798, 990, 121, 520, 827, 557, 947, 290]"
8.0,448.8,"[939, 317, 921, 318, 557, 769, 889, 450]"
