n_nodes,influence,nodes
2.0,3.4,"[128, 265]"
4.0,6.46,"[513, 301, 206, 347]"
22.0,34.8,"[250, 156, 149, 338, 135, 119, 143, 317, 319, 111, 242, 275, 296, 264, 4, 146, 43, 59, 192, 206, 280, 320]"
1.0,1.42,[406]
15.0,24.54,"[279, 378, 173, 3, 245, 59, 160, 256, 208, 162, 146, 93, 259, 129, 341]"
21.0,32.36,"[246, 332, 3, 312, 259, 172, 120, 388, 316, 292, 263, 133, 262, 324, 79, 174, 248, 245, 333, 180, 328]"
7.0,12.62,"[25, 20, 342, 111, 134, 265, 156]"
24.0,36.42,"[142, 172, 175, 111, 300, 305, 264, 35, 156, 173, 159, 33, 420, 422, 319, 65, 196, 98, 486, 492, 120, 260, 379, 511]"
3.0,6.24,"[205, 113, 273]"
20.0,32.3,"[185, 173, 255, 111, 300, 305, 264, 35, 178, 156, 99, 191, 378, 432, 63, 258, 224, 112, 304, 206]"
16.0,26.14,"[134, 317, 198, 199, 10, 42, 281, 184, 213, 181, 151, 88, 124, 343, 479, 328]"
18.0,28.46,"[142, 172, 342, 111, 3, 312, 259, 286, 427, 273, 32, 283, 290, 124, 401, 108, 127, 56]"
19.0,30.08,"[246, 159, 245, 59, 178, 5, 208, 258, 156, 264, 224, 99, 35, 191, 112, 111, 307, 432, 304]"
17.0,27.16,"[185, 174, 32, 111, 320, 170, 40, 247, 156, 112, 99, 329, 258, 35, 191, 259, 432]"
14.0,23.42,"[248, 45, 255, 156, 391, 130, 64, 111, 304, 112, 173, 150, 224, 221]"
6.0,10.86,"[248, 45, 255, 366, 391, 130]"
5.0,9.02,"[130, 124, 458, 74, 412]"
13.0,21.94,"[130, 232, 174, 342, 137, 75, 127, 156, 179, 35, 263, 343, 112]"
12.0,21.3,"[130, 353, 140, 111, 193, 156, 342, 250, 305, 248, 374, 293]"
10.0,20.32,"[130, 260, 273, 90, 171, 353, 111, 156, 304, 1]"
9.0,18.52,"[130, 260, 343, 211, 324, 149, 173, 353, 156]"
8.0,17.06,"[130, 260, 304, 173, 344, 353, 163, 164]"
