n_nodes,influence,time,nodes
1.0,10.6,1,[237]
3.0,28.76,3,"[353, 373, 119]"
13.0,101.02,6,"[16, 373, 421, 212, 40, 395, 427, 306, 340, 91, 190, 381, 446]"
8.0,73.22,5,"[16, 265, 126, 340, 190, 446, 223, 94]"
11.0,87.36,6,"[16, 94, 126, 371, 340, 190, 446, 40, 215, 315, 206]"
7.0,63.08,6,"[179, 373, 494, 79, 340, 190, 446]"
12.0,96.06,6,"[476, 373, 427, 421, 40, 212, 311, 306, 340, 91, 190, 446]"
7.0,67.02,5,"[16, 174, 126, 79, 340, 190, 446]"
11.0,75.94,7,"[238, 373, 492, 212, 40, 215, 315, 446, 253, 206, 126]"
9.0,72.08,7,"[490, 373, 492, 148, 437, 40, 126, 340, 446]"
2.0,21.08,2,"[346, 92]"
14.0,103.78,7,"[238, 373, 6, 340, 212, 148, 437, 492, 38, 91, 126, 40, 446, 206]"
6.0,59.52,4,"[412, 265, 190, 126, 340, 446]"
10.0,74.06,7,"[238, 373, 492, 212, 279, 40, 190, 427, 217, 69]"
11.0,89.84,5,"[16, 373, 421, 212, 429, 395, 427, 306, 340, 190, 446]"
19.0,123.46,7,"[179, 373, 198, 190, 212, 421, 40, 329, 340, 91, 306, 381, 446, 83, 215, 103, 112, 498, 235]"
5.0,49.72,4,"[233, 265, 126, 340, 446]"
5.0,42.2,5,"[16, 292, 421, 226, 112]"
4.0,41.38,4,"[346, 373, 438, 229]"
10.0,86.6,6,"[89, 373, 190, 427, 203, 446, 40, 212, 311, 306]"
15.0,108.22,7,"[476, 373, 212, 76, 311, 421, 40, 112, 306, 91, 190, 446, 340, 498, 235]"
22.0,127.58,7,"[16, 373, 126, 371, 253, 40, 198, 306, 340, 91, 190, 381, 446, 382, 200, 223, 448, 393, 209, 510, 92, 254]"
6.0,58.88,5,"[343, 373, 438, 505, 190, 446]"
18.0,118.94,6,"[179, 478, 315, 492, 215, 253, 381, 212, 40, 190, 126, 494, 446, 306, 103, 20, 100, 206]"
24.0,129.08,7,"[314, 373, 232, 212, 83, 253, 40, 455, 198, 169, 190, 446, 381, 494, 103, 112, 237, 306, 325, 343, 411, 92, 458, 436]"
12.0,84.02,7,"[353, 373, 40, 421, 436, 503, 448, 334, 306, 91, 332, 190]"
8.0,72.48,6,"[16, 373, 126, 94, 446, 340, 190, 153]"
9.0,79.5,6,"[179, 373, 330, 148, 437, 40, 126, 340, 446]"
16.0,112.68,7,"[476, 373, 212, 76, 311, 421, 91, 40, 223, 306, 190, 446, 103, 235, 340, 498]"
13.0,93.46,7,"[9, 373, 492, 69, 126, 40, 272, 140, 306, 91, 190, 381, 446]"
17.0,113.16,7,"[343, 115, 373, 95, 492, 153, 126, 423, 446, 381, 166, 40, 306, 83, 340, 498, 215]"
25.0,133.72,7,"[233, 373, 190, 492, 126, 446, 315, 212, 215, 28, 40, 189, 381, 494, 306, 103, 112, 100, 72, 510, 411, 92, 137, 107, 436]"
