n_nodes,influence,nodes
26.0,634.56,"[369, 854, 706, 210, 373, 412, 256, 772, 890, 502, 729, 1040, 602, 688, 821, 893, 723, 617, 367, 825, 695, 689, 835, 710, 1129, 447]"
31.0,646.38,"[654, 280, 796, 359, 1023, 378, 804, 695, 893, 772, 257, 274, 284, 382, 572, 914, 364, 493, 823, 305, 373, 1082, 614, 675, 780, 237, 526, 299, 678, 643, 714]"
32.0,666.84,"[264, 1037, 1295, 786, 276, 921, 413, 1182, 1058, 804, 1063, 679, 1192, 300, 1069, 434, 962, 968, 72, 74, 976, 1119, 354, 1254, 1258, 887, 756, 1015, 504, 249, 378, 252]"
2.0,236.86,"[672, 439]"
4.0,371.06,"[368, 403, 805, 676]"
3.0,350.28,"[742, 694, 629]"
11.0,574.2,"[292, 403, 587, 351, 873, 238, 1074, 1043, 1079, 826, 540]"
8.0,547.38,"[487, 389, 684, 1258, 819, 294, 617, 367]"
14.0,631.66,"[487, 617, 612, 640, 256, 970, 373, 619, 562, 248, 649, 892, 287, 717]"
13.0,605.38,"[807, 656, 1105, 523, 540, 373, 463, 475, 248, 649, 892, 287, 717]"
5.0,519.24,"[760, 287, 582, 781, 494]"
