n_nodes,influence,nodes
3.0,2128.74,"[2345, 1602, 2199]"
2.0,2066.12,"[1510, 671]"
1.0,1937.76,[426]
4.0,2320.26,"[65, 1219, 722, 2178]"
17.0,2460.28,"[65, 1602, 2199, 2582, 2476, 285, 1821, 1345, 2443, 2163, 2518, 56, 2175, 71, 1988, 1333, 99]"
30.0,2468.88,"[65, 1104, 1097, 146, 2195, 118, 285, 2211, 153, 1819, 1359, 883, 924, 2071, 1432, 1572, 2597, 2219, 2603, 171, 436, 2429, 2608, 213, 2651, 2657, 1892, 1913, 100, 1898]"
19.0,2463.02,"[65, 1602, 2199, 146, 2328, 285, 118, 339, 2089, 2595, 1833, 2211, 52, 789, 2614, 1987, 1999, 2460, 2611]"
16.0,2459.72,"[126, 1602, 281, 2481, 146, 1441, 2583, 540, 2518, 2443, 2113, 2245, 71, 1333, 191, 921]"
26.0,2466.86,"[1159, 124, 121, 294, 2481, 2296, 1167, 339, 2089, 325, 1833, 2211, 52, 789, 2614, 1647, 368, 2219, 2603, 1209, 436, 2429, 2608, 213, 2651, 1091]"
7.0,2415.6,"[126, 1602, 1887, 555, 2476, 2646, 153]"
5.0,2343.34,"[65, 1763, 2199, 100, 1132]"
6.0,2407.98,"[859, 1602, 2199, 2523, 158, 2464]"
9.0,2458.54,"[65, 1602, 2199, 2592, 2117, 1632, 2328, 2518, 146]"
8.0,2444.16,"[65, 2199, 158, 2523, 793, 1784, 1602, 146]"
