n_nodes,influence,nodes
1.0,443.8,[126]
22.0,685.56,"[544, 767, 389, 650, 778, 924, 47, 913, 82, 753, 990, 406, 25, 985, 700, 487, 970, 75, 460, 96, 670, 850]"
2.0,534.1,"[590, 834]"
8.0,655.96,"[640, 579, 778, 947, 488, 487, 974, 172]"
9.0,664.06,"[640, 579, 896, 228, 529, 848, 974, 353, 42]"
16.0,683.2,"[640, 662, 567, 911, 625, 390, 974, 170, 25, 985, 700, 487, 970, 75, 460, 334]"
6.0,641.68,"[640, 764, 552, 528, 899, 390]"
14.0,666.52,"[612, 766, 567, 911, 625, 390, 974, 170, 25, 985, 700, 754, 970, 75]"
5.0,637.8,"[88, 834, 552, 115, 899]"
7.0,642.34,"[721, 968, 552, 151, 392, 390, 974]"
4.0,634.24,"[704, 974, 568, 184]"
3.0,632.02,"[322, 517, 675]"
