n_nodes,influence,time,nodes
3.0,19.1,6,"[132, 534, 964]"
2.0,55.74,5,"[531, 107]"
14.0,225.72,7,"[531, 715, 101, 342, 227, 300, 1003, 991, 178, 876, 22, 456, 847, 942]"
1.0,30.14,2,[772]
9.0,199.38,6,"[531, 668, 715, 22, 178, 830, 456, 709, 991]"
10.0,212.14,6,"[531, 308, 363, 731, 300, 153, 991, 456, 543, 22]"
4.0,90.18,7,"[531, 22, 131, 890]"
18.0,251.0,7,"[531, 715, 731, 178, 189, 456, 85, 991, 282, 639, 472, 860, 74, 22, 584, 341, 492, 433]"
2.0,74.56,4,"[531, 9]"
4.0,116.34,5,"[531, 22, 520, 991]"
20.0,257.24,6,"[531, 715, 189, 962, 731, 546, 71, 991, 456, 227, 510, 22, 401, 492, 639, 752, 860, 637, 433, 341]"
5.0,146.76,6,"[531, 22, 242, 991, 709]"
8.0,193.06,7,"[531, 715, 135, 456, 731, 189, 22, 991]"
4.0,112.16,6,"[531, 22, 430, 991]"
5.0,116.04,7,"[463, 715, 101, 22, 991]"
6.0,182.1,6,"[531, 754, 537, 22, 991, 456]"
13.0,222.86,7,"[531, 715, 189, 962, 639, 731, 85, 227, 38, 991, 923, 456, 22]"
11.0,216.78,7,"[531, 107, 731, 272, 991, 189, 250, 752, 456, 893, 22]"
16.0,236.72,7,"[531, 101, 306, 830, 553, 456, 9, 991, 715, 452, 567, 227, 161, 107, 686, 22]"
17.0,244.9,7,"[531, 107, 731, 272, 991, 456, 85, 189, 554, 752, 584, 341, 492, 22, 433, 401, 227]"
6.0,168.72,7,"[531, 715, 132, 456, 22, 991]"
15.0,231.72,7,"[531, 639, 731, 715, 189, 752, 178, 991, 85, 282, 74, 962, 456, 22, 472]"
20.0,256.6,7,"[531, 74, 731, 639, 189, 962, 452, 991, 715, 752, 178, 85, 282, 190, 460, 492, 433, 22, 829, 456]"
3.0,82.0,5,"[531, 97, 22]"
21.0,267.32,7,"[531, 962, 189, 715, 923, 85, 731, 584, 282, 991, 558, 452, 190, 460, 227, 456, 492, 752, 529, 22, 433]"
