n_nodes,influence,nodes
39.0,535.04,"[512, 516, 12, 1037, 656, 276, 536, 924, 156, 802, 552, 812, 44, 687, 431, 305, 948, 566, 695, 698, 574, 193, 323, 200, 847, 81, 210, 728, 605, 866, 101, 744, 105, 878, 1010, 755, 631, 762, 1021]"
41.0,554.82,"[768, 5, 1031, 8, 1036, 13, 911, 785, 532, 154, 539, 410, 291, 942, 177, 434, 562, 945, 829, 830, 320, 452, 69, 711, 974, 334, 335, 89, 602, 730, 221, 101, 869, 999, 1000, 870, 877, 884, 630, 119, 380]"
4.0,298.86,"[161, 250, 180, 564]"
2.0,217.36,"[298, 276]"
9.0,447.28,"[161, 250, 884, 181, 579, 418, 866, 369, 852]"
7.0,418.9,"[795, 252, 884, 181, 579, 418, 446]"
35.0,525.94,"[455, 299, 752, 26, 853, 495, 459, 852, 165, 369, 578, 164, 454, 213, 144, 44, 948, 687, 124, 695, 574, 698, 305, 101, 744, 105, 878, 1010, 193, 323, 847, 81, 548, 866, 127]"
19.0,491.48,"[165, 859, 884, 224, 564, 457, 668, 321, 455, 870, 467, 819, 802, 552, 312, 373, 948, 687, 708]"
22.0,495.22,"[864, 252, 179, 698, 301, 579, 668, 354, 852, 369, 578, 853, 164, 454, 887, 144, 850, 725, 229, 722, 566, 524]"
18.0,487.26,"[864, 252, 179, 698, 457, 884, 880, 321, 455, 606, 467, 819, 200, 847, 385, 232, 928, 471]"
29.0,513.48,"[10, 485, 645, 296, 843, 871, 341, 519, 459, 93, 229, 506, 850, 566, 866, 695, 574, 925, 305, 101, 669, 105, 878, 1010, 193, 323, 847, 139, 200]"
30.0,519.58,"[531, 752, 299, 884, 853, 481, 905, 227, 852, 40, 1004, 200, 369, 847, 385, 232, 858, 471, 866, 695, 574, 925, 305, 101, 744, 105, 878, 1010, 640, 323]"
31.0,521.82,"[66, 572, 645, 871, 369, 843, 341, 446, 860, 953, 768, 578, 853, 242, 206, 847, 858, 471, 695, 139, 535, 200, 925, 305, 101, 744, 105, 878, 1010, 193, 323]"
21.0,492.68,"[751, 752, 299, 884, 853, 481, 905, 227, 852, 40, 1004, 200, 847, 369, 385, 232, 858, 471, 866, 695, 574]"
16.0,478.1,"[520, 252, 564, 727, 93, 817, 884, 349, 880, 426, 457, 267, 715, 928, 471, 455]"
17.0,485.66,"[130, 978, 498, 369, 884, 428, 343, 668, 455, 297, 266, 321, 631, 716, 497, 725, 850]"
13.0,473.46,"[964, 419, 825, 948, 252, 482, 196, 181, 407, 118, 870, 467, 884]"
15.0,477.48,"[489, 978, 311, 640, 455, 829, 321, 275, 419, 999, 819, 868, 467, 385, 409]"
23.0,504.3,"[964, 480, 871, 870, 188, 252, 196, 444, 181, 417, 866, 407, 808, 447, 725, 650, 850, 830, 86, 229, 194, 894, 101]"
11.0,471.3,"[1, 401, 311, 721, 455, 698, 457, 859, 326, 498, 699]"
