n_nodes,influence,time,nodes
3.0,28.74,1,"[736, 706, 802]"
11.0,99.84,3,"[379, 964, 409, 791, 688, 893, 772, 257, 274, 284, 406]"
33.0,204.14,3,"[213, 969, 190, 436, 790, 239, 435, 851, 760, 247, 981, 861, 686, 720, 541, 577, 782, 865, 345, 791, 684, 695, 728, 404, 628, 1131, 409, 743, 716, 234, 699, 619, 873]"
2.0,14.68,1,"[843, 805]"
30.0,204.02,6,"[1153, 642, 134, 519, 905, 267, 397, 785, 796, 35, 173, 1198, 690, 434, 56, 61, 706, 975, 466, 978, 727, 477, 868, 740, 625, 369, 628, 374, 889, 1150]"
1.0,13.1,1,[213]
8.0,68.24,4,"[770, 521, 307, 437, 1111, 1211, 1021, 1246]"
8.0,61.16,5,"[512, 1154, 519, 135, 777, 170, 1021, 1246]"
9.0,87.86,4,"[433, 654, 842, 917, 559, 861, 133, 840, 379]"
14.0,135.12,6,"[473, 654, 763, 1045, 704, 12, 104, 174, 1166, 1296, 242, 1076, 660, 959]"
33.0,195.04,7,"[387, 773, 519, 135, 775, 1160, 15, 914, 146, 658, 940, 1181, 927, 34, 550, 39, 939, 684, 50, 1082, 1342, 832, 470, 1238, 861, 1120, 864, 106, 716, 234, 699, 619, 873]"
11.0,90.64,4,"[825, 654, 572, 833, 786, 926, 645, 583, 187, 125, 638]"
12.0,96.34,5,"[512, 551, 1002, 203, 1105, 719, 587, 61, 1238, 470, 1181, 1102]"
5.0,48.8,3,"[512, 258, 760, 1256, 651]"
4.0,26.42,4,"[170, 379, 1152, 1137]"
19.0,163.24,6,"[473, 827, 763, 654, 1166, 1045, 534, 510, 704, 104, 174, 242, 1076, 660, 217, 1102, 240, 497, 244]"
20.0,156.26,7,"[473, 654, 763, 1045, 704, 12, 894, 723, 791, 922, 1148, 1187, 806, 41, 300, 175, 943, 1338, 315, 251]"
13.0,82.02,7,"[765, 922, 763, 1045, 1335, 12, 340, 174, 120, 1296, 915, 188, 30]"
10.0,89.38,5,"[512, 1154, 519, 135, 172, 807, 894, 993, 1040, 446]"
4.0,32.54,3,"[473, 827, 1152, 810]"
9.0,89.14,3,"[473, 654, 495, 680, 704, 104, 12, 407, 296]"
10.0,83.2,6,"[765, 922, 495, 1045, 704, 104, 856, 1181, 791, 1325]"
13.0,124.3,6,"[770, 61, 654, 684, 1045, 185, 100, 1325, 1181, 704, 934, 396, 813]"
22.0,157.24,7,"[473, 521, 563, 1045, 1181, 1187, 104, 342, 478, 163, 806, 59, 300, 544, 934, 175, 943, 1338, 726, 297, 237, 708]"
18.0,159.04,5,"[473, 1076, 763, 967, 195, 811, 445, 150, 1296, 654, 242, 228, 793, 934, 396, 813, 704, 880]"
24.0,173.78,7,"[770, 8, 654, 1152, 1045, 1105, 1129, 342, 295, 543, 934, 1166, 544, 758, 1335, 396, 813, 880, 568, 741, 723, 174, 820, 237]"
20.0,168.92,6,"[473, 1076, 763, 120, 1045, 378, 1181, 3, 161, 357, 905, 342, 15, 741, 934, 104, 295, 704, 708, 174]"
26.0,192.76,6,"[1175, 1076, 654, 94, 1045, 763, 580, 543, 949, 921, 1296, 909, 789, 708, 203, 376, 557, 660, 805, 137, 741, 528, 174, 970, 876, 237]"
25.0,186.2,6,"[473, 1183, 495, 200, 8, 1296, 1181, 181, 811, 921, 909, 708, 1045, 203, 376, 789, 557, 1218, 805, 137, 741, 528, 174, 970, 876]"
18.0,152.42,7,"[770, 921, 763, 1045, 1331, 631, 1181, 104, 905, 161, 396, 543, 666, 1196, 704, 880, 1129, 789]"
23.0,180.42,6,"[473, 827, 211, 580, 242, 1181, 905, 161, 396, 104, 543, 666, 704, 789, 880, 1045, 1150, 1196, 741, 528, 174, 970, 876]"
23.0,170.96,7,"[170, 921, 763, 1129, 905, 1181, 1331, 543, 473, 396, 104, 789, 1052, 880, 1045, 1150, 704, 1196, 741, 528, 174, 970, 876]"
25.0,179.28,7,"[841, 921, 763, 104, 1181, 1331, 631, 181, 811, 909, 1296, 163, 1045, 203, 376, 789, 557, 1218, 805, 137, 528, 1228, 970, 741, 876]"
17.0,157.42,6,"[170, 1183, 654, 905, 295, 1181, 8, 1040, 547, 473, 357, 704, 666, 1196, 435, 342, 1045]"
26.0,192.58,7,"[170, 8, 276, 163, 1331, 254, 357, 104, 813, 1045, 1267, 1296, 44, 789, 1226, 805, 174, 612, 653, 970, 909, 741, 203, 876, 557, 528]"
17.0,149.5,7,"[290, 827, 1119, 276, 163, 1331, 254, 357, 104, 1040, 666, 1196, 435, 342, 295, 704, 1045]"
15.0,129.38,7,"[170, 539, 763, 816, 483, 543, 1181, 24, 587, 704, 1331, 1045, 789, 631, 557]"
16.0,129.78,7,"[170, 339, 276, 24, 763, 543, 1331, 631, 704, 483, 1196, 1021, 1045, 666, 1181, 342]"
15.0,144.56,6,"[170, 276, 893, 8, 295, 1040, 396, 566, 473, 587, 789, 905, 1257, 704, 1181]"
